[1425, 1088]
[paragraph, [133.0, 100.0, 858.0, 18.0], 1xxZvhLBHt, 5759372]
[paragraph, [133.0, 118.0, 858.0, 18.0], 1xxZvhLBHt, 5759372]
[paragraph, [133.0, 136.0, 858.0, 18.0], 1xxZvhLBHt, 5759372]
[paragraph, [133.0, 154.0, 858.0, 18.0], 1xxZvhLBHt, 5759372]
[paragraph, [133.0, 172.0, 858.0, 18.0], 1xxZvhLBHt, 5759372]
[paragraph, [133.0, 190.0, 858.0, 18.0], 1xxZvhLBHt, 5759372]
[paragraph, [132.0, 212.0, 859.0, 18.0], shoonya_4sNFL51EX4A4XF, 5759372]
[paragraph, [132.0, 230.0, 859.0, 18.0], shoonya_4sNFL51EX4A4XF, 5759372]
[paragraph, [132.0, 248.0, 859.0, 18.0], shoonya_4sNFL51EX4A4XF, 5759372]
[paragraph, [132.0, 266.0, 859.0, 18.0], shoonya_4sNFL51EX4A4XF, 5759372]
[paragraph, [132.0, 284.0, 859.0, 18.0], shoonya_4sNFL51EX4A4XF, 5759372]
[paragraph, [132.0, 302.0, 859.0, 18.0], shoonya_4sNFL51EX4A4XF, 5759372]
[paragraph, [132.0, 320.0, 859.0, 18.0], shoonya_4sNFL51EX4A4XF, 5759372]
[paragraph, [132.0, 338.0, 859.0, 18.0], shoonya_4sNFL51EX4A4XF, 5759372]
[paragraph, [132.0, 356.0, 859.0, 18.0], shoonya_4sNFL51EX4A4XF, 5759372]
[paragraph, [132.0, 390.0, 861.0, 18.0], shoonya_3sBI54KPIP6ZSY, 5759372]
[paragraph, [132.0, 408.0, 861.0, 18.0], shoonya_3sBI54KPIP6ZSY, 5759372]
[paragraph, [132.0, 426.0, 861.0, 18.0], shoonya_3sBI54KPIP6ZSY, 5759372]
[paragraph, [132.0, 444.0, 861.0, 18.0], shoonya_3sBI54KPIP6ZSY, 5759372]
[paragraph, [132.0, 462.0, 861.0, 18.0], shoonya_3sBI54KPIP6ZSY, 5759372]
[paragraph, [132.0, 480.0, 861.0, 18.0], shoonya_3sBI54KPIP6ZSY, 5759372]
[paragraph, [132.0, 498.0, 861.0, 18.0], shoonya_3sBI54KPIP6ZSY, 5759372]
[paragraph, [132.0, 516.0, 861.0, 18.0], shoonya_3sBI54KPIP6ZSY, 5759372]
[paragraph, [132.0, 534.0, 861.0, 18.0], shoonya_3sBI54KPIP6ZSY, 5759372]
[paragraph, [132.0, 552.0, 861.0, 18.0], shoonya_3sBI54KPIP6ZSY, 5759372]
[paragraph, [132.0, 570.0, 861.0, 18.0], shoonya_3sBI54KPIP6ZSY, 5759372]
[paragraph, [132.0, 588.0, 861.0, 18.0], shoonya_3sBI54KPIP6ZSY, 5759372]
[paragraph, [132.0, 606.0, 861.0, 18.0], shoonya_3sBI54KPIP6ZSY, 5759372]
[paragraph, [133.0, 628.0, 861.0, 18.0], pKMrst30WC, 5759372]
[paragraph, [133.0, 646.0, 861.0, 18.0], pKMrst30WC, 5759372]
[paragraph, [133.0, 664.0, 861.0, 18.0], pKMrst30WC, 5759372]
[paragraph, [133.0, 682.0, 861.0, 18.0], pKMrst30WC, 5759372]
[paragraph, [133.0, 700.0, 861.0, 18.0], pKMrst30WC, 5759372]
[paragraph, [133.0, 718.0, 861.0, 18.0], pKMrst30WC, 5759372]
[paragraph, [133.0, 736.0, 861.0, 18.0], pKMrst30WC, 5759372]
[paragraph, [133.0, 754.0, 861.0, 18.0], pKMrst30WC, 5759372]
[paragraph, [133.0, 772.0, 861.0, 18.0], pKMrst30WC, 5759372]
[paragraph, [133.0, 790.0, 861.0, 18.0], pKMrst30WC, 5759372]
[paragraph, [133.0, 808.0, 861.0, 18.0], pKMrst30WC, 5759372]
[section-title, [181.0, 924.0, 142.0, 30.0], shoonya_2sD0E9ZKDVL82O, 5759372]
[ordered-list, [168.0, 969.0, 779.0, 18.0], shoonya_1s9WED4MX09WLQ, 5759372]
[ordered-list, [168.0, 987.0, 779.0, 18.0], shoonya_1s9WED4MX09WLQ, 5759372]
[ordered-list, [168.0, 1005.0, 779.0, 18.0], shoonya_1s9WED4MX09WLQ, 5759372]
[ordered-list, [168.0, 1023.0, 779.0, 18.0], shoonya_1s9WED4MX09WLQ, 5759372]
[ordered-list, [168.0, 1041.0, 779.0, 18.0], shoonya_1s9WED4MX09WLQ, 5759372]
[ordered-list, [168.0, 1059.0, 779.0, 18.0], shoonya_1s9WED4MX09WLQ, 5759372]
[ordered-list, [168.0, 1077.0, 779.0, 18.0], shoonya_1s9WED4MX09WLQ, 5759372]
[ordered-list, [168.0, 1095.0, 779.0, 18.0], shoonya_1s9WED4MX09WLQ, 5759372]
[ordered-list, [168.0, 1113.0, 779.0, 18.0], shoonya_1s9WED4MX09WLQ, 5759372]
[ordered-list, [168.0, 1131.0, 779.0, 18.0], shoonya_1s9WED4MX09WLQ, 5759372]
[ordered-list, [168.0, 1149.0, 779.0, 18.0], shoonya_1s9WED4MX09WLQ, 5759372]
[folio, [139.0, 1341.0, 152.0, 18.0], yg6Op1PpCx, 5759372]
