[2339, 1653]
[paragraph, [325.0, 161.0, 1138.0, 36.0], shoonya_0sCSDOGXKC6AHE, 5733960]
[paragraph, [325.0, 197.0, 1138.0, 36.0], shoonya_0sCSDOGXKC6AHE, 5733960]
[paragraph, [325.0, 233.0, 1138.0, 36.0], shoonya_0sCSDOGXKC6AHE, 5733960]
[paragraph, [325.0, 269.0, 1138.0, 36.0], shoonya_0sCSDOGXKC6AHE, 5733960]
[paragraph, [325.0, 305.0, 1138.0, 36.0], shoonya_0sCSDOGXKC6AHE, 5733960]
[paragraph, [325.0, 341.0, 1138.0, 36.0], shoonya_0sCSDOGXKC6AHE, 5733960]
[paragraph, [325.0, 377.0, 1138.0, 36.0], shoonya_0sCSDOGXKC6AHE, 5733960]
[paragraph, [325.0, 413.0, 1138.0, 36.0], shoonya_0sCSDOGXKC6AHE, 5733960]
[paragraph, [325.0, 449.0, 1138.0, 36.0], shoonya_0sCSDOGXKC6AHE, 5733960]
[paragraph, [325.0, 485.0, 1138.0, 36.0], shoonya_0sCSDOGXKC6AHE, 5733960]
[paragraph, [325.0, 521.0, 1138.0, 36.0], shoonya_0sCSDOGXKC6AHE, 5733960]
[paragraph, [325.0, 557.0, 1138.0, 36.0], shoonya_0sCSDOGXKC6AHE, 5733960]
[paragraph, [325.0, 593.0, 1138.0, 36.0], shoonya_0sCSDOGXKC6AHE, 5733960]
[paragraph, [325.0, 629.0, 1138.0, 36.0], shoonya_0sCSDOGXKC6AHE, 5733960]
[paragraph, [325.0, 665.0, 1138.0, 36.0], shoonya_0sCSDOGXKC6AHE, 5733960]
[paragraph, [325.0, 701.0, 1138.0, 36.0], shoonya_0sCSDOGXKC6AHE, 5733960]
[paragraph, [325.0, 737.0, 1138.0, 36.0], shoonya_0sCSDOGXKC6AHE, 5733960]
[paragraph, [325.0, 773.0, 1138.0, 36.0], shoonya_0sCSDOGXKC6AHE, 5733960]
[paragraph, [325.0, 809.0, 1138.0, 36.0], shoonya_0sCSDOGXKC6AHE, 5733960]
[paragraph, [325.0, 845.0, 1138.0, 36.0], shoonya_0sCSDOGXKC6AHE, 5733960]
[paragraph, [325.0, 881.0, 1138.0, 36.0], shoonya_0sCSDOGXKC6AHE, 5733960]
[paragraph, [324.0, 1043.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1079.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1115.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1151.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1187.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1223.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1259.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1295.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1331.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1367.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1403.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1439.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1475.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1511.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1547.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1583.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1619.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1655.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1691.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1727.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1763.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1799.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1835.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1871.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1907.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1943.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 1979.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 2015.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
[paragraph, [324.0, 2051.0, 1137.0, 36.0], shoonya_1sYNUMNS89SCAM, 5733960]
