[2339, 1653]
[paragraph, [239.0, 187.0, 1175.0, 36.0], shoonya_0sDNMI77E26O47, 5753764]
[paragraph, [239.0, 223.0, 1175.0, 36.0], shoonya_0sDNMI77E26O47, 5753764]
[paragraph, [239.0, 259.0, 1175.0, 36.0], shoonya_0sDNMI77E26O47, 5753764]
[paragraph, [239.0, 295.0, 1175.0, 36.0], shoonya_0sDNMI77E26O47, 5753764]
[paragraph, [239.0, 331.0, 1175.0, 36.0], shoonya_0sDNMI77E26O47, 5753764]
[paragraph, [239.0, 367.0, 1175.0, 36.0], shoonya_0sDNMI77E26O47, 5753764]
[paragraph, [239.0, 403.0, 1175.0, 36.0], shoonya_0sDNMI77E26O47, 5753764]
[paragraph, [239.0, 439.0, 1175.0, 36.0], shoonya_0sDNMI77E26O47, 5753764]
[paragraph, [239.0, 475.0, 1175.0, 36.0], shoonya_0sDNMI77E26O47, 5753764]
[paragraph, [239.0, 511.0, 1175.0, 36.0], shoonya_0sDNMI77E26O47, 5753764]
[paragraph, [239.0, 547.0, 1175.0, 36.0], shoonya_0sDNMI77E26O47, 5753764]
[paragraph, [239.0, 583.0, 1175.0, 36.0], shoonya_0sDNMI77E26O47, 5753764]
[paragraph, [239.0, 619.0, 1175.0, 36.0], shoonya_0sDNMI77E26O47, 5753764]
[paragraph, [239.0, 655.0, 1175.0, 36.0], shoonya_0sDNMI77E26O47, 5753764]
[paragraph, [239.0, 691.0, 1175.0, 36.0], shoonya_0sDNMI77E26O47, 5753764]
[paragraph, [239.0, 727.0, 1175.0, 36.0], shoonya_0sDNMI77E26O47, 5753764]
[paragraph, [239.0, 763.0, 1175.0, 36.0], shoonya_0sDNMI77E26O47, 5753764]
[paragraph, [239.0, 799.0, 1175.0, 36.0], shoonya_0sDNMI77E26O47, 5753764]
[paragraph, [239.0, 835.0, 1175.0, 36.0], shoonya_0sDNMI77E26O47, 5753764]
[paragraph, [239.0, 871.0, 1175.0, 36.0], shoonya_0sDNMI77E26O47, 5753764]
[paragraph, [239.0, 907.0, 1175.0, 36.0], shoonya_0sDNMI77E26O47, 5753764]
[paragraph, [239.0, 943.0, 1175.0, 36.0], shoonya_0sDNMI77E26O47, 5753764]
[section-title, [239.0, 1050.0, 247.0, 52.5], shoonya_4sNALNEC9TXU47, 5753764]
[paragraph, [238.0, 1174.0, 1176.0, 36.0], shoonya_1sZPUPZV2UP60U, 5753764]
[paragraph, [238.0, 1210.0, 1176.0, 36.0], shoonya_1sZPUPZV2UP60U, 5753764]
[paragraph, [238.0, 1246.0, 1176.0, 36.0], shoonya_1sZPUPZV2UP60U, 5753764]
[paragraph, [238.0, 1282.0, 1176.0, 36.0], shoonya_1sZPUPZV2UP60U, 5753764]
[paragraph, [238.0, 1318.0, 1176.0, 36.0], shoonya_1sZPUPZV2UP60U, 5753764]
[paragraph, [238.0, 1354.0, 1176.0, 36.0], shoonya_1sZPUPZV2UP60U, 5753764]
[paragraph, [238.0, 1390.0, 1176.0, 36.0], shoonya_1sZPUPZV2UP60U, 5753764]
[paragraph, [238.0, 1426.0, 1176.0, 36.0], shoonya_1sZPUPZV2UP60U, 5753764]
[paragraph, [238.0, 1462.0, 1176.0, 36.0], shoonya_1sZPUPZV2UP60U, 5753764]
[paragraph, [238.0, 1498.0, 1176.0, 36.0], shoonya_1sZPUPZV2UP60U, 5753764]
[paragraph, [238.0, 1534.0, 1176.0, 36.0], shoonya_1sZPUPZV2UP60U, 5753764]
[paragraph, [238.0, 1570.0, 1176.0, 36.0], shoonya_1sZPUPZV2UP60U, 5753764]
[paragraph, [238.0, 1606.0, 1176.0, 36.0], shoonya_1sZPUPZV2UP60U, 5753764]
[paragraph, [238.0, 1642.0, 1176.0, 36.0], shoonya_1sZPUPZV2UP60U, 5753764]
[paragraph, [236.0, 1752.0, 1180.0, 36.0], shoonya_2sDK2LE4PQ9IZC, 5753764]
[paragraph, [236.0, 1788.0, 1180.0, 36.0], shoonya_2sDK2LE4PQ9IZC, 5753764]
[paragraph, [236.0, 1824.0, 1180.0, 36.0], shoonya_2sDK2LE4PQ9IZC, 5753764]
[paragraph, [236.0, 1860.0, 1180.0, 36.0], shoonya_2sDK2LE4PQ9IZC, 5753764]
[paragraph, [236.0, 1896.0, 1180.0, 36.0], shoonya_2sDK2LE4PQ9IZC, 5753764]
[paragraph, [236.0, 1932.0, 1180.0, 36.0], shoonya_2sDK2LE4PQ9IZC, 5753764]
[paragraph, [236.0, 1968.0, 1180.0, 36.0], shoonya_2sDK2LE4PQ9IZC, 5753764]
[paragraph, [236.0, 2004.0, 1180.0, 36.0], shoonya_2sDK2LE4PQ9IZC, 5753764]
[paragraph, [236.0, 2040.0, 1180.0, 36.0], shoonya_2sDK2LE4PQ9IZC, 5753764]
