[1806, 1262]
[folio, [153.0, 97.0, 518.0, 36.0], shoonya_4s9VSS278O95V6, 5681274]
[paragraph, [651.0, 176.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 212.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 248.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 284.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 320.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 356.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 392.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 428.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 464.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 500.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 536.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 572.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 608.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 644.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 680.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 716.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 752.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 788.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 824.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 860.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 896.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 932.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 968.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 1004.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 1040.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 1076.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 1112.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 1148.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 1184.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 1220.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 1256.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 1292.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 1328.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 1364.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 1400.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 1436.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 1472.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 1508.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 1544.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 1580.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 1616.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [651.0, 1652.0, 508.0, 36.0], shoonya_2sR0ZJ1OYYT52L, 5681274]
[paragraph, [100.0, 177.0, 506.0, 36.0], shoonya_3s6S0OQUKIT2AU, 5681274]
[paragraph, [100.0, 213.0, 506.0, 36.0], shoonya_3s6S0OQUKIT2AU, 5681274]
[paragraph, [100.0, 249.0, 506.0, 36.0], shoonya_3s6S0OQUKIT2AU, 5681274]
[paragraph, [100.0, 285.0, 506.0, 36.0], shoonya_3s6S0OQUKIT2AU, 5681274]
[paragraph, [100.0, 332.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 368.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 404.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 440.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 476.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 512.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 548.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 584.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 620.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 656.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 692.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 728.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 764.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 800.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 836.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 872.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 908.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 944.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 980.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 1016.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 1052.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 1088.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 1124.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 1160.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 1196.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
[paragraph, [100.0, 1232.0, 505.0, 36.0], shoonya_0sBQISQPQ7F0XX, 5681274]
