[1518, 1075]
[author, [388.0, 151.0, 285.0, 36.0], eyIZrlpuLj, 5722300]
[headline, [403.0, 232.0, 242.0, 37.5], tLT5PqUhdL, 5722300]
[headline, [403.0, 269.5, 242.0, 37.5], tLT5PqUhdL, 5722300]
[sub-headline, [164.0, 310.0, 721.0, 36.0], shoonya_10sDSYG0CQA9H9, 5722300]
[sub-headline, [164.0, 346.0, 721.0, 36.0], shoonya_10sDSYG0CQA9H9, 5722300]
[paragraph, [533.0, 400.0, 434.0, 36.0], shoonya_3s674SAVDL1RRS, 5722300]
[paragraph, [533.0, 436.0, 434.0, 36.0], shoonya_3s674SAVDL1RRS, 5722300]
[paragraph, [83.0, 441.0, 398.0, 36.0], WLb0OeikuI, 5722300]
[paragraph, [83.0, 477.0, 398.0, 36.0], WLb0OeikuI, 5722300]
[paragraph, [83.0, 513.0, 398.0, 36.0], WLb0OeikuI, 5722300]
[paragraph, [533.0, 490.0, 428.0, 36.0], shoonya_1s2KBM0PPQHDKE, 5722300]
[paragraph, [533.0, 526.0, 428.0, 36.0], shoonya_1s2KBM0PPQHDKE, 5722300]
[paragraph, [533.0, 562.0, 428.0, 36.0], shoonya_1s2KBM0PPQHDKE, 5722300]
[paragraph, [533.0, 598.0, 428.0, 36.0], shoonya_1s2KBM0PPQHDKE, 5722300]
[paragraph, [533.0, 634.0, 428.0, 36.0], shoonya_1s2KBM0PPQHDKE, 5722300]
[paragraph, [533.0, 670.0, 428.0, 36.0], shoonya_1s2KBM0PPQHDKE, 5722300]
[paragraph, [88.0, 554.0, 430.0, 36.0], shoonya_5sDM9SIKUN7V2F, 5722300]
[paragraph, [88.0, 590.0, 430.0, 36.0], shoonya_5sDM9SIKUN7V2F, 5722300]
[paragraph, [88.0, 626.0, 430.0, 36.0], shoonya_5sDM9SIKUN7V2F, 5722300]
[paragraph, [88.0, 662.0, 430.0, 36.0], shoonya_5sDM9SIKUN7V2F, 5722300]
[paragraph, [88.0, 698.0, 430.0, 36.0], shoonya_5sDM9SIKUN7V2F, 5722300]
[paragraph, [88.0, 734.0, 430.0, 36.0], shoonya_5sDM9SIKUN7V2F, 5722300]
[paragraph, [88.0, 770.0, 430.0, 36.0], shoonya_5sDM9SIKUN7V2F, 5722300]
[paragraph, [88.0, 806.0, 430.0, 36.0], shoonya_5sDM9SIKUN7V2F, 5722300]
[paragraph, [536.0, 714.0, 412.0, 36.0], shoonya_7sDRCUC3D309H4, 5722300]
[paragraph, [536.0, 750.0, 412.0, 36.0], shoonya_7sDRCUC3D309H4, 5722300]
[paragraph, [536.0, 786.0, 412.0, 36.0], shoonya_7sDRCUC3D309H4, 5722300]
[paragraph, [534.0, 826.0, 427.0, 36.0], shoonya_0sL6VLH4GZUM5U, 5722300]
[paragraph, [534.0, 862.0, 427.0, 36.0], shoonya_0sL6VLH4GZUM5U, 5722300]
[paragraph, [534.0, 898.0, 427.0, 36.0], shoonya_0sL6VLH4GZUM5U, 5722300]
[paragraph, [534.0, 934.0, 427.0, 36.0], shoonya_0sL6VLH4GZUM5U, 5722300]
[paragraph, [534.0, 970.0, 427.0, 36.0], shoonya_0sL6VLH4GZUM5U, 5722300]
[paragraph, [534.0, 1006.0, 427.0, 36.0], shoonya_0sL6VLH4GZUM5U, 5722300]
[paragraph, [81.0, 905.0, 438.0, 36.0], shoonya_6sUGZGWRCYMUP4, 5722300]
[paragraph, [81.0, 941.0, 438.0, 36.0], shoonya_6sUGZGWRCYMUP4, 5722300]
[paragraph, [81.0, 977.0, 438.0, 36.0], shoonya_6sUGZGWRCYMUP4, 5722300]
[paragraph, [86.0, 1043.0, 392.0, 36.0], ELmaU9T_LE, 5722300]
[paragraph, [86.0, 1079.0, 392.0, 36.0], ELmaU9T_LE, 5722300]
[paragraph, [530.0, 1094.0, 431.0, 36.0], shoonya_2sX55U1XMMTXZL, 5722300]
[paragraph, [530.0, 1130.0, 431.0, 36.0], shoonya_2sX55U1XMMTXZL, 5722300]
[paragraph, [530.0, 1166.0, 431.0, 36.0], shoonya_2sX55U1XMMTXZL, 5722300]
[paragraph, [530.0, 1202.0, 431.0, 36.0], shoonya_2sX55U1XMMTXZL, 5722300]
[paragraph, [84.0, 1149.0, 437.0, 36.0], shoonya_4sKA1M2Q1EXKN4, 5722300]
[paragraph, [84.0, 1185.0, 437.0, 36.0], shoonya_4sKA1M2Q1EXKN4, 5722300]
[paragraph, [84.0, 1221.0, 437.0, 36.0], shoonya_4sKA1M2Q1EXKN4, 5722300]
[paragraph, [83.0, 1288.0, 436.0, 36.0], cebV5W5VpY, 5722300]
[paragraph, [532.0, 1292.0, 333.0, 36.0], uyL5gk_Gtm, 5722300]
[folio, [659.0, 1390.0, 221.0, 36.0], OuUYWQHYXH, 5722300]
