[1253, 863]
[chapter-title, [340.0, 28.0, 245.0, 30.0], shoonya_1s9UX6G0DPKJTZ, 5776168]
[paragraph, [137.0, 66.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 84.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 102.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 120.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 138.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 156.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 174.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 192.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 210.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 228.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 246.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 264.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 282.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 300.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 318.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 336.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 354.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 372.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 390.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 408.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 426.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 444.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 462.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 480.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 498.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 516.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 534.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 552.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 570.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 588.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 606.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 624.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 642.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 660.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 678.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 696.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 714.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 732.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 750.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 768.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 786.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 804.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 822.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 840.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 858.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 876.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 894.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 912.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 930.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 948.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 966.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 984.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 1002.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 1020.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 1038.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
[paragraph, [137.0, 1056.0, 645.0, 18.0], shoonya_0sRXDA3B7CA8KG, 5776168]
