[2339, 1653]
[paragraph, [251.0, 245.0, 1154.0, 36.0], shoonya_2sULU7O3TPGPSI, 5686204]
[paragraph, [251.0, 281.0, 1154.0, 36.0], shoonya_2sULU7O3TPGPSI, 5686204]
[paragraph, [251.0, 317.0, 1154.0, 36.0], shoonya_2sULU7O3TPGPSI, 5686204]
[paragraph, [251.0, 353.0, 1154.0, 36.0], shoonya_2sULU7O3TPGPSI, 5686204]
[paragraph, [251.0, 389.0, 1154.0, 36.0], shoonya_2sULU7O3TPGPSI, 5686204]
[paragraph, [251.0, 425.0, 1154.0, 36.0], shoonya_2sULU7O3TPGPSI, 5686204]
[paragraph, [251.0, 461.0, 1154.0, 36.0], shoonya_2sULU7O3TPGPSI, 5686204]
[ordered-list, [316.0, 519.0, 545.0, 36.0], shoonya_3sRAGW9WWW7AQH, 5686204]
[ordered-list, [316.0, 555.0, 545.0, 36.0], shoonya_3sRAGW9WWW7AQH, 5686204]
[ordered-list, [316.0, 591.0, 545.0, 36.0], shoonya_3sRAGW9WWW7AQH, 5686204]
[ordered-list, [316.0, 627.0, 545.0, 36.0], shoonya_3sRAGW9WWW7AQH, 5686204]
[ordered-list, [316.0, 663.0, 545.0, 36.0], shoonya_3sRAGW9WWW7AQH, 5686204]
[ordered-list, [320.0, 730.0, 396.0, 36.0], mjdJXLt7Fc, 5686204]
[reference, [721.0, 736.0, 297.0, 36.0], 7pYRH-C1_b, 5686204]
[paragraph, [248.0, 804.0, 1156.0, 36.0], shoonya_0s9HFBLLSAHTAX, 5686204]
[paragraph, [248.0, 840.0, 1156.0, 36.0], shoonya_0s9HFBLLSAHTAX, 5686204]
[paragraph, [248.0, 876.0, 1156.0, 36.0], shoonya_0s9HFBLLSAHTAX, 5686204]
[paragraph, [248.0, 912.0, 1156.0, 36.0], shoonya_0s9HFBLLSAHTAX, 5686204]
[paragraph, [248.0, 948.0, 1156.0, 36.0], shoonya_0s9HFBLLSAHTAX, 5686204]
[paragraph, [248.0, 984.0, 1156.0, 36.0], shoonya_0s9HFBLLSAHTAX, 5686204]
[paragraph, [248.0, 1020.0, 1156.0, 36.0], shoonya_0s9HFBLLSAHTAX, 5686204]
[paragraph, [248.0, 1056.0, 1156.0, 36.0], shoonya_0s9HFBLLSAHTAX, 5686204]
[paragraph, [248.0, 1092.0, 1156.0, 36.0], shoonya_0s9HFBLLSAHTAX, 5686204]
[paragraph, [248.0, 1128.0, 1156.0, 36.0], shoonya_0s9HFBLLSAHTAX, 5686204]
[paragraph, [248.0, 1164.0, 1156.0, 36.0], shoonya_0s9HFBLLSAHTAX, 5686204]
[paragraph, [247.0, 1219.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
[paragraph, [247.0, 1255.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
[paragraph, [247.0, 1291.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
[paragraph, [247.0, 1327.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
[paragraph, [247.0, 1363.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
[paragraph, [247.0, 1399.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
[paragraph, [247.0, 1435.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
[paragraph, [247.0, 1471.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
[paragraph, [247.0, 1507.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
[paragraph, [247.0, 1543.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
[paragraph, [247.0, 1579.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
[paragraph, [247.0, 1615.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
[paragraph, [247.0, 1651.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
[paragraph, [247.0, 1687.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
[paragraph, [247.0, 1723.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
[paragraph, [247.0, 1759.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
[paragraph, [247.0, 1795.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
[paragraph, [247.0, 1831.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
[paragraph, [247.0, 1867.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
[paragraph, [247.0, 1903.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
[paragraph, [247.0, 1939.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
[paragraph, [247.0, 1975.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
[paragraph, [247.0, 2011.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
[paragraph, [247.0, 2047.0, 1156.0, 36.0], shoonya_1sQIXYJEZM0A6B, 5686204]
