[1951, 1219]
[chapter-title, [481.0, 452.0, 255.0, 58.5], FsDtu3o94o, 5683171]
[paragraph, [137.0, 609.0, 946.0, 36.0], shoonya_0sVBLWYCFK33B9, 5683171]
[paragraph, [137.0, 645.0, 946.0, 36.0], shoonya_0sVBLWYCFK33B9, 5683171]
[paragraph, [137.0, 681.0, 946.0, 36.0], shoonya_0sVBLWYCFK33B9, 5683171]
[paragraph, [137.0, 717.0, 946.0, 36.0], shoonya_0sVBLWYCFK33B9, 5683171]
[paragraph, [137.0, 753.0, 946.0, 36.0], shoonya_0sVBLWYCFK33B9, 5683171]
[paragraph, [137.0, 789.0, 946.0, 36.0], shoonya_0sVBLWYCFK33B9, 5683171]
[paragraph, [220.0, 846.0, 285.0, 36.0], i6NaQQ_IOt, 5683171]
[paragraph, [135.0, 905.0, 952.0, 36.0], aF-cfpTuT9, 5683171]
[paragraph, [135.0, 941.0, 952.0, 36.0], aF-cfpTuT9, 5683171]
[paragraph, [135.0, 977.0, 952.0, 36.0], aF-cfpTuT9, 5683171]
[paragraph, [135.0, 1013.0, 952.0, 36.0], aF-cfpTuT9, 5683171]
[paragraph, [134.0, 1080.0, 952.0, 36.0], yf530vykTd, 5683171]
[paragraph, [134.0, 1116.0, 952.0, 36.0], yf530vykTd, 5683171]
[paragraph, [134.0, 1152.0, 952.0, 36.0], yf530vykTd, 5683171]
[paragraph, [134.0, 1188.0, 952.0, 36.0], yf530vykTd, 5683171]
[paragraph, [134.0, 1224.0, 952.0, 36.0], yf530vykTd, 5683171]
[paragraph, [134.0, 1260.0, 952.0, 36.0], yf530vykTd, 5683171]
[paragraph, [134.0, 1296.0, 952.0, 36.0], yf530vykTd, 5683171]
[paragraph, [134.0, 1332.0, 952.0, 36.0], yf530vykTd, 5683171]
[paragraph, [134.0, 1368.0, 952.0, 36.0], yf530vykTd, 5683171]
[paragraph, [134.0, 1404.0, 952.0, 36.0], yf530vykTd, 5683171]
[paragraph, [134.0, 1440.0, 952.0, 36.0], yf530vykTd, 5683171]
[paragraph, [131.0, 1486.0, 959.0, 36.0], cQyF0zMuDE, 5683171]
[paragraph, [131.0, 1522.0, 959.0, 36.0], cQyF0zMuDE, 5683171]
[paragraph, [131.0, 1558.0, 959.0, 36.0], cQyF0zMuDE, 5683171]
[paragraph, [131.0, 1594.0, 959.0, 36.0], cQyF0zMuDE, 5683171]
[paragraph, [131.0, 1630.0, 959.0, 36.0], cQyF0zMuDE, 5683171]
[paragraph, [131.0, 1666.0, 959.0, 36.0], cQyF0zMuDE, 5683171]
[paragraph, [130.0, 1719.0, 959.0, 36.0], KHnlzDXBEi, 5683171]
[paragraph, [130.0, 1755.0, 959.0, 36.0], KHnlzDXBEi, 5683171]
[paragraph, [130.0, 1791.0, 959.0, 36.0], KHnlzDXBEi, 5683171]
