[1275, 1650]
[folio, [1165.0, 12.0, 222.0, 18.0], _0pTokkUnX, 5772786]
[folio, [1165.0, 30.0, 222.0, 18.0], _0pTokkUnX, 5772786]
[folio, [1165.0, 48.0, 222.0, 18.0], _0pTokkUnX, 5772786]
[folio, [287.0, 14.0, 207.0, 18.0], shoonya_0s8S0QNYU7ZHGM, 5772786]
[folio, [287.0, 32.0, 207.0, 18.0], shoonya_0s8S0QNYU7ZHGM, 5772786]
[folio, [287.0, 50.0, 207.0, 18.0], shoonya_0s8S0QNYU7ZHGM, 5772786]
[paragraph, [132.0, 94.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [132.0, 112.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [132.0, 130.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [132.0, 148.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [132.0, 166.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [132.0, 184.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [132.0, 202.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [132.0, 220.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [132.0, 238.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [132.0, 256.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [132.0, 274.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [132.0, 292.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [132.0, 310.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [132.0, 328.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [132.0, 346.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [132.0, 364.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [132.0, 382.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [132.0, 400.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [132.0, 418.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [132.0, 436.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [132.0, 454.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [132.0, 472.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [132.0, 490.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [132.0, 508.0, 643.0, 18.0], nOt8Kdquc1, 5772786]
[paragraph, [1000.0, 96.0, 618.0, 18.0], jG5Je6k2GD, 5772786]
[paragraph, [1000.0, 114.0, 618.0, 18.0], jG5Je6k2GD, 5772786]
[paragraph, [1000.0, 132.0, 618.0, 18.0], jG5Je6k2GD, 5772786]
[paragraph, [1000.0, 150.0, 618.0, 18.0], jG5Je6k2GD, 5772786]
[paragraph, [1000.0, 168.0, 618.0, 18.0], jG5Je6k2GD, 5772786]
[paragraph, [1000.0, 186.0, 618.0, 18.0], jG5Je6k2GD, 5772786]
[paragraph, [1000.0, 204.0, 618.0, 18.0], jG5Je6k2GD, 5772786]
[paragraph, [1000.0, 222.0, 618.0, 18.0], jG5Je6k2GD, 5772786]
[paragraph, [1000.0, 240.0, 618.0, 18.0], jG5Je6k2GD, 5772786]
[paragraph, [1000.0, 258.0, 618.0, 18.0], jG5Je6k2GD, 5772786]
[paragraph, [1031.0, 278.0, 589.0, 18.0], qCom-Nd9AU, 5772786]
[paragraph, [1031.0, 296.0, 589.0, 18.0], qCom-Nd9AU, 5772786]
[paragraph, [1031.0, 314.0, 589.0, 18.0], qCom-Nd9AU, 5772786]
[paragraph, [1031.0, 332.0, 589.0, 18.0], qCom-Nd9AU, 5772786]
[paragraph, [1031.0, 350.0, 589.0, 18.0], qCom-Nd9AU, 5772786]
[paragraph, [1031.0, 368.0, 589.0, 18.0], qCom-Nd9AU, 5772786]
[paragraph, [1031.0, 386.0, 589.0, 18.0], qCom-Nd9AU, 5772786]
[paragraph, [1031.0, 404.0, 589.0, 18.0], qCom-Nd9AU, 5772786]
[paragraph, [1031.0, 422.0, 589.0, 18.0], qCom-Nd9AU, 5772786]
[paragraph, [1014.0, 455.0, 602.0, 18.0], DmhD3oN9u_, 5772786]
[paragraph, [1014.0, 473.0, 602.0, 18.0], DmhD3oN9u_, 5772786]
[paragraph, [1014.0, 491.0, 602.0, 18.0], DmhD3oN9u_, 5772786]
[paragraph, [1014.0, 509.0, 602.0, 18.0], DmhD3oN9u_, 5772786]
[paragraph, [1014.0, 527.0, 602.0, 18.0], DmhD3oN9u_, 5772786]
[paragraph, [1014.0, 545.0, 602.0, 18.0], DmhD3oN9u_, 5772786]
[paragraph, [1014.0, 563.0, 602.0, 18.0], DmhD3oN9u_, 5772786]
[paragraph, [1014.0, 581.0, 602.0, 18.0], DmhD3oN9u_, 5772786]
[paragraph, [1014.0, 599.0, 602.0, 18.0], DmhD3oN9u_, 5772786]
[paragraph, [134.0, 538.0, 635.0, 18.0], hlepWJvZhO, 5772786]
[paragraph, [134.0, 556.0, 635.0, 18.0], hlepWJvZhO, 5772786]
[paragraph, [134.0, 574.0, 635.0, 18.0], hlepWJvZhO, 5772786]
[paragraph, [134.0, 592.0, 635.0, 18.0], hlepWJvZhO, 5772786]
[paragraph, [134.0, 610.0, 635.0, 18.0], hlepWJvZhO, 5772786]
[paragraph, [134.0, 628.0, 635.0, 18.0], hlepWJvZhO, 5772786]
[paragraph, [134.0, 646.0, 635.0, 18.0], hlepWJvZhO, 5772786]
[paragraph, [134.0, 664.0, 635.0, 18.0], hlepWJvZhO, 5772786]
[paragraph, [134.0, 682.0, 635.0, 18.0], hlepWJvZhO, 5772786]
[paragraph, [134.0, 700.0, 635.0, 18.0], hlepWJvZhO, 5772786]
[paragraph, [1039.0, 623.0, 585.0, 18.0], Qw1Ntje2yZ, 5772786]
[paragraph, [1039.0, 641.0, 585.0, 18.0], Qw1Ntje2yZ, 5772786]
[paragraph, [1039.0, 659.0, 585.0, 18.0], Qw1Ntje2yZ, 5772786]
[paragraph, [1039.0, 677.0, 585.0, 18.0], Qw1Ntje2yZ, 5772786]
[paragraph, [1039.0, 695.0, 585.0, 18.0], Qw1Ntje2yZ, 5772786]
[paragraph, [1039.0, 713.0, 585.0, 18.0], Qw1Ntje2yZ, 5772786]
[paragraph, [1039.0, 731.0, 585.0, 18.0], Qw1Ntje2yZ, 5772786]
[paragraph, [1039.0, 749.0, 585.0, 18.0], Qw1Ntje2yZ, 5772786]
[paragraph, [1039.0, 767.0, 585.0, 18.0], Qw1Ntje2yZ, 5772786]
[paragraph, [152.0, 722.0, 618.0, 18.0], 2bZHGeyd-9, 5772786]
[paragraph, [152.0, 740.0, 618.0, 18.0], 2bZHGeyd-9, 5772786]
[paragraph, [152.0, 758.0, 618.0, 18.0], 2bZHGeyd-9, 5772786]
[paragraph, [152.0, 776.0, 618.0, 18.0], 2bZHGeyd-9, 5772786]
[paragraph, [152.0, 794.0, 618.0, 18.0], 2bZHGeyd-9, 5772786]
[paragraph, [152.0, 812.0, 618.0, 18.0], 2bZHGeyd-9, 5772786]
[paragraph, [152.0, 830.0, 618.0, 18.0], 2bZHGeyd-9, 5772786]
[paragraph, [152.0, 848.0, 618.0, 18.0], 2bZHGeyd-9, 5772786]
[paragraph, [152.0, 866.0, 618.0, 18.0], 2bZHGeyd-9, 5772786]
[paragraph, [152.0, 884.0, 618.0, 18.0], 2bZHGeyd-9, 5772786]
[paragraph, [1027.0, 792.0, 604.0, 18.0], CxNC3Iy4Bs, 5772786]
[paragraph, [1027.0, 810.0, 604.0, 18.0], CxNC3Iy4Bs, 5772786]
[paragraph, [1027.0, 828.0, 604.0, 18.0], CxNC3Iy4Bs, 5772786]
[paragraph, [1027.0, 846.0, 604.0, 18.0], CxNC3Iy4Bs, 5772786]
[paragraph, [1027.0, 864.0, 604.0, 18.0], CxNC3Iy4Bs, 5772786]
[paragraph, [1027.0, 882.0, 604.0, 18.0], CxNC3Iy4Bs, 5772786]
[paragraph, [1027.0, 900.0, 604.0, 18.0], CxNC3Iy4Bs, 5772786]
[paragraph, [1027.0, 918.0, 604.0, 18.0], CxNC3Iy4Bs, 5772786]
[paragraph, [1027.0, 936.0, 604.0, 18.0], CxNC3Iy4Bs, 5772786]
[paragraph, [1027.0, 954.0, 604.0, 18.0], CxNC3Iy4Bs, 5772786]
[paragraph, [134.0, 903.0, 487.0, 18.0], DvQ6UBqpsY, 5772786]
[paragraph, [134.0, 921.0, 487.0, 18.0], DvQ6UBqpsY, 5772786]
[paragraph, [134.0, 939.0, 487.0, 18.0], DvQ6UBqpsY, 5772786]
[paragraph, [134.0, 957.0, 487.0, 18.0], DvQ6UBqpsY, 5772786]
[paragraph, [134.0, 975.0, 487.0, 18.0], DvQ6UBqpsY, 5772786]
[paragraph, [134.0, 993.0, 487.0, 18.0], DvQ6UBqpsY, 5772786]
[paragraph, [134.0, 1011.0, 487.0, 18.0], DvQ6UBqpsY, 5772786]
[paragraph, [134.0, 1029.0, 487.0, 18.0], DvQ6UBqpsY, 5772786]
[paragraph, [134.0, 1047.0, 487.0, 18.0], DvQ6UBqpsY, 5772786]
[paragraph, [134.0, 1065.0, 487.0, 18.0], DvQ6UBqpsY, 5772786]
[paragraph, [134.0, 1083.0, 487.0, 18.0], DvQ6UBqpsY, 5772786]
[paragraph, [134.0, 1101.0, 487.0, 18.0], DvQ6UBqpsY, 5772786]
[paragraph, [134.0, 1119.0, 487.0, 18.0], DvQ6UBqpsY, 5772786]
[paragraph, [134.0, 1137.0, 487.0, 18.0], DvQ6UBqpsY, 5772786]
[paragraph, [134.0, 1155.0, 487.0, 18.0], DvQ6UBqpsY, 5772786]
[paragraph, [134.0, 1173.0, 487.0, 18.0], DvQ6UBqpsY, 5772786]
[paragraph, [134.0, 1191.0, 487.0, 18.0], DvQ6UBqpsY, 5772786]
[paragraph, [134.0, 1209.0, 487.0, 18.0], DvQ6UBqpsY, 5772786]
[paragraph, [134.0, 1227.0, 487.0, 18.0], DvQ6UBqpsY, 5772786]
[paragraph, [899.0, 973.0, 734.0, 18.0], Nt34Ucu-lI, 5772786]
[paragraph, [899.0, 991.0, 734.0, 18.0], Nt34Ucu-lI, 5772786]
[paragraph, [899.0, 1009.0, 734.0, 18.0], Nt34Ucu-lI, 5772786]
[paragraph, [899.0, 1027.0, 734.0, 18.0], Nt34Ucu-lI, 5772786]
[paragraph, [899.0, 1045.0, 734.0, 18.0], Nt34Ucu-lI, 5772786]
[paragraph, [899.0, 1063.0, 734.0, 18.0], Nt34Ucu-lI, 5772786]
[paragraph, [899.0, 1081.0, 734.0, 18.0], Nt34Ucu-lI, 5772786]
[paragraph, [899.0, 1099.0, 734.0, 18.0], Nt34Ucu-lI, 5772786]
[paragraph, [899.0, 1117.0, 734.0, 18.0], Nt34Ucu-lI, 5772786]
[paragraph, [899.0, 1135.0, 734.0, 18.0], Nt34Ucu-lI, 5772786]
[paragraph, [1006.0, 1151.0, 513.0, 18.0], syrtSRU5qH, 5772786]
[paragraph, [1006.0, 1169.0, 513.0, 18.0], syrtSRU5qH, 5772786]
[paragraph, [1006.0, 1187.0, 513.0, 18.0], syrtSRU5qH, 5772786]
[paragraph, [1006.0, 1205.0, 513.0, 18.0], syrtSRU5qH, 5772786]
[paragraph, [1006.0, 1223.0, 513.0, 18.0], syrtSRU5qH, 5772786]
