[1987, 1270]
[chapter-title, [564.0, 301.0, 151.0, 58.5], shoonya_4sPPXV9Q0YIUD8, 5682240]
[paragraph, [133.0, 446.0, 1012.0, 36.0], shoonya_2s350H6JWK4E2E, 5682240]
[paragraph, [133.0, 482.0, 1012.0, 36.0], shoonya_2s350H6JWK4E2E, 5682240]
[paragraph, [135.0, 557.0, 1010.0, 36.0], shoonya_0s11AFSMNF8ABE, 5682240]
[paragraph, [135.0, 593.0, 1010.0, 36.0], shoonya_0s11AFSMNF8ABE, 5682240]
[paragraph, [135.0, 629.0, 1010.0, 36.0], shoonya_0s11AFSMNF8ABE, 5682240]
[paragraph, [135.0, 665.0, 1010.0, 36.0], shoonya_0s11AFSMNF8ABE, 5682240]
[paragraph, [135.0, 701.0, 1010.0, 36.0], shoonya_0s11AFSMNF8ABE, 5682240]
[paragraph, [135.0, 737.0, 1010.0, 36.0], shoonya_0s11AFSMNF8ABE, 5682240]
[paragraph, [135.0, 773.0, 1010.0, 36.0], shoonya_0s11AFSMNF8ABE, 5682240]
[paragraph, [133.0, 823.0, 1014.0, 36.0], shoonya_1sH1NWWBYOV1N6, 5682240]
[paragraph, [133.0, 859.0, 1014.0, 36.0], shoonya_1sH1NWWBYOV1N6, 5682240]
[paragraph, [133.0, 895.0, 1014.0, 36.0], shoonya_1sH1NWWBYOV1N6, 5682240]
[paragraph, [133.0, 931.0, 1014.0, 36.0], shoonya_1sH1NWWBYOV1N6, 5682240]
[paragraph, [133.0, 967.0, 1014.0, 36.0], shoonya_1sH1NWWBYOV1N6, 5682240]
[paragraph, [133.0, 1003.0, 1014.0, 36.0], shoonya_1sH1NWWBYOV1N6, 5682240]
[paragraph, [133.0, 1039.0, 1014.0, 36.0], shoonya_1sH1NWWBYOV1N6, 5682240]
[paragraph, [133.0, 1075.0, 1014.0, 36.0], shoonya_1sH1NWWBYOV1N6, 5682240]
[paragraph, [133.0, 1111.0, 1014.0, 36.0], shoonya_1sH1NWWBYOV1N6, 5682240]
[paragraph, [133.0, 1147.0, 1014.0, 36.0], shoonya_1sH1NWWBYOV1N6, 5682240]
[paragraph, [133.0, 1183.0, 1014.0, 36.0], shoonya_1sH1NWWBYOV1N6, 5682240]
[paragraph, [133.0, 1219.0, 1014.0, 36.0], shoonya_1sH1NWWBYOV1N6, 5682240]
[paragraph, [133.0, 1255.0, 1014.0, 36.0], shoonya_1sH1NWWBYOV1N6, 5682240]
[paragraph, [133.0, 1291.0, 1014.0, 36.0], shoonya_1sH1NWWBYOV1N6, 5682240]
[paragraph, [133.0, 1327.0, 1014.0, 36.0], shoonya_1sH1NWWBYOV1N6, 5682240]
[paragraph, [133.0, 1363.0, 1014.0, 36.0], shoonya_1sH1NWWBYOV1N6, 5682240]
[paragraph, [133.0, 1399.0, 1014.0, 36.0], shoonya_1sH1NWWBYOV1N6, 5682240]
[paragraph, [133.0, 1435.0, 1014.0, 36.0], shoonya_1sH1NWWBYOV1N6, 5682240]
[paragraph, [133.0, 1471.0, 1014.0, 36.0], shoonya_1sH1NWWBYOV1N6, 5682240]
[paragraph, [133.0, 1507.0, 1014.0, 36.0], shoonya_1sH1NWWBYOV1N6, 5682240]
[paragraph, [133.0, 1543.0, 1014.0, 36.0], shoonya_1sH1NWWBYOV1N6, 5682240]
[paragraph, [133.0, 1579.0, 1014.0, 36.0], shoonya_1sH1NWWBYOV1N6, 5682240]
[paragraph, [133.0, 1615.0, 1014.0, 36.0], shoonya_1sH1NWWBYOV1N6, 5682240]
[paragraph, [133.0, 1659.0, 1011.0, 36.0], shoonya_3sCYIMIOOE06YQ, 5682240]
[paragraph, [133.0, 1695.0, 1011.0, 36.0], shoonya_3sCYIMIOOE06YQ, 5682240]
[paragraph, [133.0, 1731.0, 1011.0, 36.0], shoonya_3sCYIMIOOE06YQ, 5682240]
[paragraph, [133.0, 1767.0, 1011.0, 36.0], shoonya_3sCYIMIOOE06YQ, 5682240]
[paragraph, [133.0, 1803.0, 1011.0, 36.0], shoonya_3sCYIMIOOE06YQ, 5682240]
