[789, 571]
[folio, [242.0, 56.0, 83.0, 18.0], shoonya_2sHUBZ42DWQRVJ, 5702270]
[paragraph, [47.0, 84.0, 460.0, 18.0], shoonya_0sAZHJ19U0693H, 5702270]
[paragraph, [47.0, 102.0, 460.0, 18.0], shoonya_0sAZHJ19U0693H, 5702270]
[paragraph, [47.0, 120.0, 460.0, 18.0], shoonya_0sAZHJ19U0693H, 5702270]
[paragraph, [48.0, 142.0, 462.0, 18.0], Z1OZUl9Fe_, 5702270]
[paragraph, [48.0, 160.0, 462.0, 18.0], Z1OZUl9Fe_, 5702270]
[paragraph, [48.0, 178.0, 462.0, 18.0], Z1OZUl9Fe_, 5702270]
[paragraph, [48.0, 196.0, 462.0, 18.0], Z1OZUl9Fe_, 5702270]
[paragraph, [48.0, 214.0, 462.0, 18.0], Z1OZUl9Fe_, 5702270]
[paragraph, [48.0, 232.0, 462.0, 18.0], Z1OZUl9Fe_, 5702270]
[paragraph, [48.0, 250.0, 462.0, 18.0], Z1OZUl9Fe_, 5702270]
[paragraph, [48.0, 268.0, 462.0, 18.0], Z1OZUl9Fe_, 5702270]
[paragraph, [48.0, 286.0, 462.0, 18.0], Z1OZUl9Fe_, 5702270]
[paragraph, [48.0, 304.0, 462.0, 18.0], Z1OZUl9Fe_, 5702270]
[paragraph, [48.0, 322.0, 462.0, 18.0], Z1OZUl9Fe_, 5702270]
[paragraph, [48.0, 340.0, 462.0, 18.0], Z1OZUl9Fe_, 5702270]
[paragraph, [48.0, 358.0, 462.0, 18.0], Z1OZUl9Fe_, 5702270]
[paragraph, [48.0, 376.0, 462.0, 18.0], Z1OZUl9Fe_, 5702270]
[paragraph, [48.0, 394.0, 462.0, 18.0], Z1OZUl9Fe_, 5702270]
[paragraph, [48.0, 412.0, 462.0, 18.0], Z1OZUl9Fe_, 5702270]
[paragraph, [48.0, 444.0, 457.0, 18.0], mSk3Vr4J0j, 5702270]
[paragraph, [48.0, 462.0, 457.0, 18.0], mSk3Vr4J0j, 5702270]
[paragraph, [48.0, 480.0, 457.0, 18.0], mSk3Vr4J0j, 5702270]
[paragraph, [48.0, 498.0, 457.0, 18.0], mSk3Vr4J0j, 5702270]
[paragraph, [48.0, 516.0, 457.0, 18.0], mSk3Vr4J0j, 5702270]
[paragraph, [45.0, 534.0, 467.0, 18.0], c0z1wVht9e, 5702270]
[paragraph, [45.0, 552.0, 467.0, 18.0], c0z1wVht9e, 5702270]
[paragraph, [45.0, 570.0, 467.0, 18.0], c0z1wVht9e, 5702270]
[paragraph, [45.0, 588.0, 467.0, 18.0], c0z1wVht9e, 5702270]
[paragraph, [48.0, 605.0, 461.0, 18.0], Ksuzzk-uey, 5702270]
[paragraph, [48.0, 623.0, 461.0, 18.0], Ksuzzk-uey, 5702270]
[paragraph, [48.0, 641.0, 461.0, 18.0], Ksuzzk-uey, 5702270]
[paragraph, [48.0, 659.0, 461.0, 18.0], Ksuzzk-uey, 5702270]
[paragraph, [48.0, 677.0, 461.0, 18.0], Ksuzzk-uey, 5702270]
[paragraph, [48.0, 695.0, 461.0, 18.0], Ksuzzk-uey, 5702270]
