[1754, 1241]
[folio, [893.0, 113.0, 201.0, 36.0], MA0dx9LykP, 5747162]
[paragraph, [136.0, 164.0, 957.0, 36.0], shoonya_3sOCEBP1J0XIXK, 5747162]
[paragraph, [136.0, 200.0, 957.0, 36.0], shoonya_3sOCEBP1J0XIXK, 5747162]
[paragraph, [136.0, 236.0, 957.0, 36.0], shoonya_3sOCEBP1J0XIXK, 5747162]
[paragraph, [140.0, 315.0, 956.0, 36.0], shoonya_2sGF9JUWPXJEJN, 5747162]
[paragraph, [140.0, 351.0, 956.0, 36.0], shoonya_2sGF9JUWPXJEJN, 5747162]
[paragraph, [140.0, 387.0, 956.0, 36.0], shoonya_2sGF9JUWPXJEJN, 5747162]
[paragraph, [140.0, 423.0, 956.0, 36.0], shoonya_2sGF9JUWPXJEJN, 5747162]
[paragraph, [140.0, 459.0, 956.0, 36.0], shoonya_2sGF9JUWPXJEJN, 5747162]
[paragraph, [140.0, 495.0, 956.0, 36.0], shoonya_2sGF9JUWPXJEJN, 5747162]
[paragraph, [140.0, 531.0, 956.0, 36.0], shoonya_2sGF9JUWPXJEJN, 5747162]
[paragraph, [140.0, 567.0, 956.0, 36.0], shoonya_2sGF9JUWPXJEJN, 5747162]
[paragraph, [140.0, 603.0, 956.0, 36.0], shoonya_2sGF9JUWPXJEJN, 5747162]
[paragraph, [140.0, 639.0, 956.0, 36.0], shoonya_2sGF9JUWPXJEJN, 5747162]
[paragraph, [140.0, 708.0, 957.0, 36.0], shoonya_0sL404I3JIG7AV, 5747162]
[paragraph, [140.0, 744.0, 957.0, 36.0], shoonya_0sL404I3JIG7AV, 5747162]
[paragraph, [140.0, 780.0, 957.0, 36.0], shoonya_0sL404I3JIG7AV, 5747162]
[paragraph, [140.0, 816.0, 957.0, 36.0], shoonya_0sL404I3JIG7AV, 5747162]
[paragraph, [140.0, 852.0, 957.0, 36.0], shoonya_0sL404I3JIG7AV, 5747162]
[paragraph, [140.0, 888.0, 957.0, 36.0], shoonya_0sL404I3JIG7AV, 5747162]
[paragraph, [140.0, 924.0, 957.0, 36.0], shoonya_0sL404I3JIG7AV, 5747162]
[paragraph, [140.0, 960.0, 957.0, 36.0], shoonya_0sL404I3JIG7AV, 5747162]
[paragraph, [140.0, 996.0, 957.0, 36.0], shoonya_0sL404I3JIG7AV, 5747162]
[paragraph, [140.0, 1050.0, 957.0, 36.0], shoonya_1sRKOCRTK3CVHL, 5747162]
[paragraph, [140.0, 1086.0, 957.0, 36.0], shoonya_1sRKOCRTK3CVHL, 5747162]
[paragraph, [140.0, 1122.0, 957.0, 36.0], shoonya_1sRKOCRTK3CVHL, 5747162]
[paragraph, [140.0, 1158.0, 957.0, 36.0], shoonya_1sRKOCRTK3CVHL, 5747162]
[paragraph, [140.0, 1194.0, 957.0, 36.0], shoonya_1sRKOCRTK3CVHL, 5747162]
[paragraph, [140.0, 1230.0, 957.0, 36.0], shoonya_1sRKOCRTK3CVHL, 5747162]
[paragraph, [140.0, 1266.0, 957.0, 36.0], shoonya_1sRKOCRTK3CVHL, 5747162]
[paragraph, [140.0, 1302.0, 957.0, 36.0], shoonya_1sRKOCRTK3CVHL, 5747162]
[paragraph, [140.0, 1338.0, 957.0, 36.0], shoonya_1sRKOCRTK3CVHL, 5747162]
[paragraph, [140.0, 1374.0, 957.0, 36.0], shoonya_1sRKOCRTK3CVHL, 5747162]
[paragraph, [140.0, 1410.0, 957.0, 36.0], shoonya_1sRKOCRTK3CVHL, 5747162]
[paragraph, [140.0, 1446.0, 957.0, 36.0], shoonya_1sRKOCRTK3CVHL, 5747162]
[paragraph, [140.0, 1482.0, 957.0, 36.0], shoonya_1sRKOCRTK3CVHL, 5747162]
