[2806, 1984]
[paragraph, [332.0, 201.0, 1430.0, 46.5], shoonya_4sXDKT9HOY5UKI, 5699265]
[paragraph, [332.0, 247.5, 1430.0, 46.5], shoonya_4sXDKT9HOY5UKI, 5699265]
[paragraph, [332.0, 294.0, 1430.0, 46.5], shoonya_4sXDKT9HOY5UKI, 5699265]
[ordered-list, [325.0, 346.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 392.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 439.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 485.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 532.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 578.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 625.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 671.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 718.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 764.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 811.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 857.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 904.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 950.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 997.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 1043.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 1090.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 1136.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 1183.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 1229.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 1276.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 1322.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 1369.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 1415.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 1462.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 1508.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 1555.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 1601.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 1648.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 1694.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 1741.0, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
[ordered-list, [325.0, 1787.5, 1448.0, 46.5], shoonya_1sHWHHCCPOXOJ9, 5699265]
