[1004, 621]
[paragraph, [32.0, 113.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 131.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 149.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 167.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 185.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 203.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 221.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 239.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 257.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 275.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 293.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 311.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 329.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 347.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 365.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 383.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 401.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 419.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 437.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 455.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 473.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 491.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 509.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 527.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 545.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 563.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 581.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 599.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 617.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 635.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 653.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 671.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 689.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 707.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 725.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 743.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 761.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 779.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 797.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 815.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 833.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 851.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 869.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 887.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 905.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
[paragraph, [32.0, 923.0, 552.0, 18.0], KyBXwyiOQI, 5741364]
