[2078, 1431]
[chapter-title, [434.0, 108.0, 732.0, 70.5], L7WHEN2_qw, 5654304]
[chapter-title, [434.0, 178.5, 732.0, 70.5], L7WHEN2_qw, 5654304]
[chapter-title, [434.0, 249.0, 732.0, 70.5], L7WHEN2_qw, 5654304]
[author, [512.0, 362.0, 634.0, 36.0], TQygVFLfnw, 5654304]
[author, [512.0, 398.0, 634.0, 36.0], TQygVFLfnw, 5654304]
[paragraph, [75.0, 443.0, 1238.0, 36.0], dq4OOozszg, 5654304]
[paragraph, [75.0, 479.0, 1238.0, 36.0], dq4OOozszg, 5654304]
[paragraph, [75.0, 515.0, 1238.0, 36.0], dq4OOozszg, 5654304]
[paragraph, [75.0, 551.0, 1238.0, 36.0], dq4OOozszg, 5654304]
[paragraph, [63.0, 594.0, 628.0, 36.0], shoonya_4sLJLE7BQUHQ0K, 5654304]
[paragraph, [63.0, 630.0, 628.0, 36.0], shoonya_4sLJLE7BQUHQ0K, 5654304]
[paragraph, [63.0, 666.0, 628.0, 36.0], shoonya_4sLJLE7BQUHQ0K, 5654304]
[paragraph, [63.0, 702.0, 628.0, 36.0], shoonya_4sLJLE7BQUHQ0K, 5654304]
[paragraph, [63.0, 738.0, 628.0, 36.0], shoonya_4sLJLE7BQUHQ0K, 5654304]
[paragraph, [63.0, 774.0, 628.0, 36.0], shoonya_4sLJLE7BQUHQ0K, 5654304]
[paragraph, [63.0, 810.0, 628.0, 36.0], shoonya_4sLJLE7BQUHQ0K, 5654304]
[paragraph, [63.0, 846.0, 628.0, 36.0], shoonya_4sLJLE7BQUHQ0K, 5654304]
[paragraph, [63.0, 882.0, 628.0, 36.0], shoonya_4sLJLE7BQUHQ0K, 5654304]
[paragraph, [63.0, 918.0, 628.0, 36.0], shoonya_4sLJLE7BQUHQ0K, 5654304]
[paragraph, [63.0, 954.0, 628.0, 36.0], shoonya_4sLJLE7BQUHQ0K, 5654304]
[paragraph, [706.0, 595.0, 617.0, 36.0], shoonya_1sM8NHIAIA2CTJ, 5654304]
