[1447, 1063]
[folio, [421.0, 46.0, 215.0, 18.0], LMmzV5lcCm, 5763142]
[paragraph, [94.0, 89.0, 421.0, 18.0], u0Ykp9XSCB, 5763142]
[paragraph, [94.0, 107.0, 421.0, 18.0], u0Ykp9XSCB, 5763142]
[paragraph, [94.0, 125.0, 421.0, 18.0], u0Ykp9XSCB, 5763142]
[paragraph, [94.0, 143.0, 421.0, 18.0], u0Ykp9XSCB, 5763142]
[unordered-list, [530.0, 92.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 110.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 128.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 146.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 164.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 182.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 200.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 218.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 236.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 254.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 272.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 290.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 308.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 326.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 344.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 362.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 380.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 398.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 416.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 434.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 452.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 470.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 488.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 506.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 524.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 542.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 560.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 578.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 596.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 614.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 632.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 650.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 668.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 686.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 704.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 722.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 740.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 758.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 776.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 794.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 812.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 830.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 848.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 866.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 884.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 902.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 920.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 938.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 956.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 974.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 992.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 1010.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 1028.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 1046.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 1064.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 1082.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 1100.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 1118.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 1136.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 1154.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 1172.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 1190.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 1208.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 1226.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 1244.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 1262.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 1280.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 1298.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [530.0, 1316.0, 440.0, 18.0], shoonya_3sEQA3QA9OWNM3, 5763142]
[unordered-list, [83.0, 176.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 194.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 212.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 230.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 248.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 266.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 284.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 302.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 320.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 338.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 356.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 374.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 392.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 410.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 428.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 446.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 464.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 482.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 500.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 518.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 536.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 554.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 572.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 590.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 608.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 626.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 644.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 662.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 680.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 698.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 716.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 734.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 752.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 770.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 788.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 806.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 824.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 842.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 860.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 878.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 896.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 914.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 932.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 950.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 968.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 986.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 1004.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 1022.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 1040.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 1058.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 1076.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 1094.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 1112.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 1130.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 1148.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 1166.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 1184.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 1202.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 1220.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 1238.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 1256.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 1274.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 1292.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
[unordered-list, [83.0, 1310.0, 442.0, 18.0], shoonya_1sJ01TJPJVZYT7, 5763142]
