[1806, 1262]
[chapter-title, [214.0, 364.0, 874.0, 58.5], shoonya_4sLDE9YWPM6IU3, 5680374]
[chapter-title, [214.0, 422.5, 874.0, 58.5], shoonya_4sLDE9YWPM6IU3, 5680374]
[paragraph, [105.0, 506.0, 1048.0, 36.0], shoonya_0s7QHGO7BZLC50, 5680374]
[paragraph, [105.0, 542.0, 1048.0, 36.0], shoonya_0s7QHGO7BZLC50, 5680374]
[paragraph, [105.0, 578.0, 1048.0, 36.0], shoonya_0s7QHGO7BZLC50, 5680374]
[paragraph, [105.0, 614.0, 1048.0, 36.0], shoonya_0s7QHGO7BZLC50, 5680374]
[paragraph, [105.0, 650.0, 1048.0, 36.0], shoonya_0s7QHGO7BZLC50, 5680374]
[paragraph, [105.0, 686.0, 1048.0, 36.0], shoonya_0s7QHGO7BZLC50, 5680374]
[paragraph, [105.0, 722.0, 1048.0, 36.0], shoonya_0s7QHGO7BZLC50, 5680374]
[paragraph, [105.0, 758.0, 1048.0, 36.0], shoonya_0s7QHGO7BZLC50, 5680374]
[paragraph, [107.0, 814.0, 1046.0, 36.0], shoonya_1sVIR37F4V1NRW, 5680374]
[paragraph, [107.0, 850.0, 1046.0, 36.0], shoonya_1sVIR37F4V1NRW, 5680374]
[paragraph, [107.0, 886.0, 1046.0, 36.0], shoonya_1sVIR37F4V1NRW, 5680374]
[paragraph, [107.0, 922.0, 1046.0, 36.0], shoonya_1sVIR37F4V1NRW, 5680374]
[paragraph, [107.0, 958.0, 1046.0, 36.0], shoonya_1sVIR37F4V1NRW, 5680374]
[paragraph, [107.0, 994.0, 1046.0, 36.0], shoonya_1sVIR37F4V1NRW, 5680374]
[paragraph, [107.0, 1030.0, 1046.0, 36.0], shoonya_1sVIR37F4V1NRW, 5680374]
[paragraph, [107.0, 1066.0, 1046.0, 36.0], shoonya_1sVIR37F4V1NRW, 5680374]
[paragraph, [107.0, 1102.0, 1046.0, 36.0], shoonya_1sVIR37F4V1NRW, 5680374]
[paragraph, [107.0, 1138.0, 1046.0, 36.0], shoonya_1sVIR37F4V1NRW, 5680374]
[paragraph, [107.0, 1174.0, 1046.0, 36.0], shoonya_1sVIR37F4V1NRW, 5680374]
[paragraph, [107.0, 1210.0, 1046.0, 36.0], shoonya_1sVIR37F4V1NRW, 5680374]
[paragraph, [107.0, 1246.0, 1046.0, 36.0], shoonya_1sVIR37F4V1NRW, 5680374]
[paragraph, [107.0, 1282.0, 1046.0, 36.0], shoonya_1sVIR37F4V1NRW, 5680374]
[paragraph, [105.0, 1335.0, 1044.0, 36.0], shoonya_2sVMOV6517701E, 5680374]
[paragraph, [105.0, 1371.0, 1044.0, 36.0], shoonya_2sVMOV6517701E, 5680374]
[paragraph, [105.0, 1407.0, 1044.0, 36.0], shoonya_2sVMOV6517701E, 5680374]
[paragraph, [105.0, 1443.0, 1044.0, 36.0], shoonya_2sVMOV6517701E, 5680374]
[paragraph, [105.0, 1479.0, 1044.0, 36.0], shoonya_2sVMOV6517701E, 5680374]
[paragraph, [102.0, 1522.0, 1050.0, 36.0], shoonya_3sSCHPXHC8FV78, 5680374]
[paragraph, [102.0, 1558.0, 1050.0, 36.0], shoonya_3sSCHPXHC8FV78, 5680374]
[paragraph, [102.0, 1594.0, 1050.0, 36.0], shoonya_3sSCHPXHC8FV78, 5680374]
[paragraph, [102.0, 1630.0, 1050.0, 36.0], shoonya_3sSCHPXHC8FV78, 5680374]
[paragraph, [102.0, 1666.0, 1050.0, 36.0], shoonya_3sSCHPXHC8FV78, 5680374]
