[1468, 909]
[headline, [310.0, 74.0, 318.0, 25.5], Mv_ZkiXGdu, 5770077]
[paragraph, [74.0, 139.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 157.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 175.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 193.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 211.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 229.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 247.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 265.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 283.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 301.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 319.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 337.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 355.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 373.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 391.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 409.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 427.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 445.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 463.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 481.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 499.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 517.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 535.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 553.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 571.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [74.0, 589.0, 372.0, 18.0], FPOtRLe5FW, 5770077]
[paragraph, [452.0, 139.0, 319.0, 18.0], dsNiABIyx6, 5770077]
[paragraph, [452.0, 157.0, 319.0, 18.0], dsNiABIyx6, 5770077]
[paragraph, [452.0, 175.0, 319.0, 18.0], dsNiABIyx6, 5770077]
[paragraph, [452.0, 193.0, 319.0, 18.0], dsNiABIyx6, 5770077]
[paragraph, [452.0, 211.0, 319.0, 18.0], dsNiABIyx6, 5770077]
[paragraph, [452.0, 229.0, 319.0, 18.0], dsNiABIyx6, 5770077]
[paragraph, [452.0, 247.0, 319.0, 18.0], dsNiABIyx6, 5770077]
[section-title, [536.0, 621.0, 207.0, 30.0], yxg0rbNPOE, 5770077]
[section-title, [121.0, 623.0, 284.0, 30.0], BXrWAU2W4u, 5770077]
[paragraph, [463.0, 668.0, 298.0, 18.0], F33unudEvU, 5770077]
[paragraph, [463.0, 686.0, 298.0, 18.0], F33unudEvU, 5770077]
[paragraph, [463.0, 704.0, 298.0, 18.0], F33unudEvU, 5770077]
[paragraph, [463.0, 722.0, 298.0, 18.0], F33unudEvU, 5770077]
[paragraph, [463.0, 740.0, 298.0, 18.0], F33unudEvU, 5770077]
[paragraph, [463.0, 758.0, 298.0, 18.0], F33unudEvU, 5770077]
[paragraph, [463.0, 776.0, 298.0, 18.0], F33unudEvU, 5770077]
[paragraph, [463.0, 794.0, 298.0, 18.0], F33unudEvU, 5770077]
[paragraph, [463.0, 812.0, 298.0, 18.0], F33unudEvU, 5770077]
[paragraph, [463.0, 830.0, 298.0, 18.0], F33unudEvU, 5770077]
[paragraph, [463.0, 848.0, 298.0, 18.0], F33unudEvU, 5770077]
[paragraph, [463.0, 866.0, 298.0, 18.0], F33unudEvU, 5770077]
[paragraph, [463.0, 884.0, 298.0, 18.0], F33unudEvU, 5770077]
[paragraph, [74.0, 669.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 687.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 705.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 723.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 741.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 759.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 777.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 795.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 813.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 831.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 849.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 867.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 885.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 903.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 921.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 939.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 957.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 975.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 993.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 1011.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 1029.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 1047.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 1065.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 1083.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 1101.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 1119.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 1137.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 1155.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 1173.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 1191.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 1209.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 1227.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 1245.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 1263.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 1281.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 1299.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 1317.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 1335.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [74.0, 1353.0, 385.0, 18.0], RZ2BgO_PDR, 5770077]
[paragraph, [466.0, 1047.0, 328.0, 18.0], kRO-2iiKXY, 5770077]
[paragraph, [466.0, 1065.0, 328.0, 18.0], kRO-2iiKXY, 5770077]
[paragraph, [466.0, 1083.0, 328.0, 18.0], kRO-2iiKXY, 5770077]
[paragraph, [466.0, 1101.0, 328.0, 18.0], kRO-2iiKXY, 5770077]
[paragraph, [466.0, 1119.0, 328.0, 18.0], kRO-2iiKXY, 5770077]
[paragraph, [466.0, 1137.0, 328.0, 18.0], kRO-2iiKXY, 5770077]
[paragraph, [466.0, 1155.0, 328.0, 18.0], kRO-2iiKXY, 5770077]
[paragraph, [466.0, 1173.0, 328.0, 18.0], kRO-2iiKXY, 5770077]
[paragraph, [466.0, 1191.0, 328.0, 18.0], kRO-2iiKXY, 5770077]
[paragraph, [466.0, 1209.0, 328.0, 18.0], kRO-2iiKXY, 5770077]
[paragraph, [466.0, 1227.0, 328.0, 18.0], kRO-2iiKXY, 5770077]
[paragraph, [466.0, 1245.0, 328.0, 18.0], kRO-2iiKXY, 5770077]
[paragraph, [466.0, 1263.0, 328.0, 18.0], kRO-2iiKXY, 5770077]
[folio, [171.0, 1364.0, 32.0, 18.0], W13zSsPwdV, 5770077]
[folio, [171.0, 1382.0, 32.0, 18.0], W13zSsPwdV, 5770077]
