[2200, 1700]
[paragraph, [197.0, 182.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 218.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 254.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 290.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 326.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 362.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 398.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 434.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 470.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 506.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 542.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 578.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 614.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 650.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 686.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 722.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 758.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 794.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 830.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 866.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 902.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 938.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 974.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 1010.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 1046.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 1082.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [197.0, 1118.0, 1334.0, 36.0], 8ZD7PhGIKi, 5752524]
[paragraph, [201.0, 1213.0, 1311.0, 36.0], fXfdi0zAUM, 5752524]
[paragraph, [201.0, 1249.0, 1311.0, 36.0], fXfdi0zAUM, 5752524]
[paragraph, [201.0, 1285.0, 1311.0, 36.0], fXfdi0zAUM, 5752524]
[paragraph, [201.0, 1321.0, 1311.0, 36.0], fXfdi0zAUM, 5752524]
[paragraph, [201.0, 1357.0, 1311.0, 36.0], fXfdi0zAUM, 5752524]
[paragraph, [201.0, 1393.0, 1311.0, 36.0], fXfdi0zAUM, 5752524]
[paragraph, [201.0, 1429.0, 1311.0, 36.0], fXfdi0zAUM, 5752524]
[paragraph, [201.0, 1465.0, 1311.0, 36.0], fXfdi0zAUM, 5752524]
[paragraph, [201.0, 1501.0, 1311.0, 36.0], fXfdi0zAUM, 5752524]
[paragraph, [201.0, 1537.0, 1311.0, 36.0], fXfdi0zAUM, 5752524]
[paragraph, [201.0, 1573.0, 1311.0, 36.0], fXfdi0zAUM, 5752524]
[paragraph, [201.0, 1609.0, 1311.0, 36.0], fXfdi0zAUM, 5752524]
[paragraph, [201.0, 1645.0, 1311.0, 36.0], fXfdi0zAUM, 5752524]
[paragraph, [201.0, 1681.0, 1311.0, 36.0], fXfdi0zAUM, 5752524]
[paragraph, [201.0, 1717.0, 1311.0, 36.0], fXfdi0zAUM, 5752524]
[paragraph, [201.0, 1753.0, 1311.0, 36.0], fXfdi0zAUM, 5752524]
[paragraph, [201.0, 1789.0, 1311.0, 36.0], fXfdi0zAUM, 5752524]
[paragraph, [201.0, 1825.0, 1311.0, 36.0], fXfdi0zAUM, 5752524]
[paragraph, [201.0, 1861.0, 1311.0, 36.0], fXfdi0zAUM, 5752524]
[paragraph, [201.0, 1897.0, 1311.0, 36.0], fXfdi0zAUM, 5752524]
[paragraph, [201.0, 1933.0, 1311.0, 36.0], fXfdi0zAUM, 5752524]
[folio, [375.0, 2009.0, 388.0, 36.0], shoonya_3sC9BRG5SOITAW, 5752524]
