[1034, 680]
[folio, [240.0, 70.0, 205.0, 18.0], jkq0F959Vk, 5740297]
[folio, [240.0, 88.0, 205.0, 18.0], jkq0F959Vk, 5740297]
[paragraph, [66.0, 135.0, 540.0, 18.0], shoonya_1sR353I52AXQLB, 5740297]
[paragraph, [66.0, 153.0, 540.0, 18.0], shoonya_1sR353I52AXQLB, 5740297]
[paragraph, [66.0, 171.0, 540.0, 18.0], shoonya_1sR353I52AXQLB, 5740297]
[paragraph, [66.0, 189.0, 540.0, 18.0], shoonya_1sR353I52AXQLB, 5740297]
[paragraph, [66.0, 207.0, 540.0, 18.0], shoonya_1sR353I52AXQLB, 5740297]
[paragraph, [66.0, 225.0, 540.0, 18.0], shoonya_1sR353I52AXQLB, 5740297]
[paragraph, [66.0, 243.0, 540.0, 18.0], shoonya_1sR353I52AXQLB, 5740297]
[paragraph, [70.0, 301.0, 538.0, 18.0], shoonya_0s3XMXCZ8TSFOU, 5740297]
[paragraph, [70.0, 319.0, 538.0, 18.0], shoonya_0s3XMXCZ8TSFOU, 5740297]
[paragraph, [70.0, 337.0, 538.0, 18.0], shoonya_0s3XMXCZ8TSFOU, 5740297]
[paragraph, [70.0, 355.0, 538.0, 18.0], shoonya_0s3XMXCZ8TSFOU, 5740297]
[paragraph, [70.0, 373.0, 538.0, 18.0], shoonya_0s3XMXCZ8TSFOU, 5740297]
[paragraph, [70.0, 391.0, 538.0, 18.0], shoonya_0s3XMXCZ8TSFOU, 5740297]
[paragraph, [70.0, 409.0, 538.0, 18.0], shoonya_0s3XMXCZ8TSFOU, 5740297]
[paragraph, [70.0, 427.0, 538.0, 18.0], shoonya_0s3XMXCZ8TSFOU, 5740297]
[paragraph, [70.0, 445.0, 538.0, 18.0], shoonya_0s3XMXCZ8TSFOU, 5740297]
[paragraph, [70.0, 463.0, 538.0, 18.0], shoonya_0s3XMXCZ8TSFOU, 5740297]
[paragraph, [70.0, 481.0, 538.0, 18.0], shoonya_0s3XMXCZ8TSFOU, 5740297]
[paragraph, [70.0, 499.0, 538.0, 18.0], shoonya_0s3XMXCZ8TSFOU, 5740297]
[paragraph, [70.0, 517.0, 538.0, 18.0], shoonya_0s3XMXCZ8TSFOU, 5740297]
[paragraph, [70.0, 535.0, 538.0, 18.0], shoonya_0s3XMXCZ8TSFOU, 5740297]
[paragraph, [70.0, 553.0, 538.0, 18.0], shoonya_0s3XMXCZ8TSFOU, 5740297]
[paragraph, [70.0, 571.0, 538.0, 18.0], shoonya_0s3XMXCZ8TSFOU, 5740297]
[paragraph, [70.0, 589.0, 538.0, 18.0], shoonya_0s3XMXCZ8TSFOU, 5740297]
[paragraph, [70.0, 607.0, 538.0, 18.0], shoonya_0s3XMXCZ8TSFOU, 5740297]
[paragraph, [70.0, 625.0, 538.0, 18.0], shoonya_0s3XMXCZ8TSFOU, 5740297]
[paragraph, [70.0, 643.0, 538.0, 18.0], shoonya_0s3XMXCZ8TSFOU, 5740297]
[paragraph, [70.0, 661.0, 538.0, 18.0], shoonya_0s3XMXCZ8TSFOU, 5740297]
[paragraph, [68.0, 715.0, 537.0, 18.0], zas-AkOEF4, 5740297]
[paragraph, [68.0, 733.0, 537.0, 18.0], zas-AkOEF4, 5740297]
[paragraph, [68.0, 751.0, 537.0, 18.0], zas-AkOEF4, 5740297]
[paragraph, [68.0, 769.0, 537.0, 18.0], zas-AkOEF4, 5740297]
[paragraph, [68.0, 787.0, 537.0, 18.0], zas-AkOEF4, 5740297]
[paragraph, [68.0, 805.0, 537.0, 18.0], zas-AkOEF4, 5740297]
[paragraph, [68.0, 823.0, 537.0, 18.0], zas-AkOEF4, 5740297]
[paragraph, [68.0, 841.0, 537.0, 18.0], zas-AkOEF4, 5740297]
[paragraph, [68.0, 859.0, 537.0, 18.0], zas-AkOEF4, 5740297]
[paragraph, [68.0, 877.0, 537.0, 18.0], zas-AkOEF4, 5740297]
[paragraph, [68.0, 895.0, 537.0, 18.0], zas-AkOEF4, 5740297]
[paragraph, [68.0, 913.0, 537.0, 18.0], zas-AkOEF4, 5740297]
[paragraph, [68.0, 931.0, 537.0, 18.0], zas-AkOEF4, 5740297]
[paragraph, [68.0, 949.0, 537.0, 18.0], zas-AkOEF4, 5740297]
