[872, 605]
[section-title, [272.0, 29.0, 73.0, 30.0], shoonya_0sYXVYH4TH9PDX, 6456617]
[folio, [436.0, 32.0, 122.0, 18.0], VzftpjpzZd, 6456617]
[paragraph, [306.0, 70.0, 245.0, 18.0], s-7vSE5nRq, 6456617]
[paragraph, [306.0, 88.0, 245.0, 18.0], s-7vSE5nRq, 6456617]
[paragraph, [306.0, 106.0, 245.0, 18.0], s-7vSE5nRq, 6456617]
[paragraph, [56.0, 77.0, 231.0, 18.0], EOZ6SyWSes, 6456617]
[paragraph, [55.0, 98.0, 211.0, 18.0], XM4tDeYcUc, 6456617]
[paragraph, [54.0, 120.0, 250.0, 18.0], Vht3dTqxSQ, 6456617]
[paragraph, [54.0, 138.0, 250.0, 18.0], Vht3dTqxSQ, 6456617]
[paragraph, [54.0, 156.0, 250.0, 18.0], Vht3dTqxSQ, 6456617]
[paragraph, [54.0, 174.0, 250.0, 18.0], Vht3dTqxSQ, 6456617]
[paragraph, [306.0, 132.0, 240.0, 18.0], WY8BXRfjxQ, 6456617]
[paragraph, [307.0, 152.0, 213.0, 18.0], bPdPCjeztP, 6456617]
[paragraph, [308.0, 176.0, 242.0, 18.0], 7WEcq_VX5C, 6456617]
[paragraph, [308.0, 194.0, 242.0, 18.0], 7WEcq_VX5C, 6456617]
[paragraph, [308.0, 212.0, 242.0, 18.0], 7WEcq_VX5C, 6456617]
[paragraph, [308.0, 230.0, 242.0, 18.0], 7WEcq_VX5C, 6456617]
[paragraph, [308.0, 248.0, 242.0, 18.0], 7WEcq_VX5C, 6456617]
[paragraph, [308.0, 266.0, 242.0, 18.0], 7WEcq_VX5C, 6456617]
[paragraph, [308.0, 284.0, 242.0, 18.0], 7WEcq_VX5C, 6456617]
[paragraph, [68.0, 191.0, 120.0, 18.0], pzRabzSYu7, 6456617]
[paragraph, [56.0, 210.0, 241.0, 18.0], owFiE13gBB, 6456617]
[paragraph, [56.0, 228.0, 230.0, 18.0], JPV4HY0Hwh, 6456617]
[paragraph, [56.0, 246.0, 230.0, 18.0], JPV4HY0Hwh, 6456617]
[paragraph, [57.0, 265.0, 228.0, 18.0], fCgqIp3OwU, 6456617]
[paragraph, [57.0, 283.0, 228.0, 18.0], fCgqIp3OwU, 6456617]
