[2200, 1700]
[section-title, [169.0, 213.0, 153.0, 52.5], shoonya_2sIXLSJDFQ92UZ, 5658743]
[ordered-list, [341.0, 229.0, 1142.0, 36.0], shoonya_3sA098SS6G362Q, 5658743]
[ordered-list, [341.0, 265.0, 1142.0, 36.0], shoonya_3sA098SS6G362Q, 5658743]
[ordered-list, [341.0, 301.0, 1142.0, 36.0], shoonya_3sA098SS6G362Q, 5658743]
[ordered-list, [341.0, 337.0, 1142.0, 36.0], shoonya_3sA098SS6G362Q, 5658743]
[ordered-list, [341.0, 373.0, 1142.0, 36.0], shoonya_3sA098SS6G362Q, 5658743]
[ordered-list, [341.0, 409.0, 1142.0, 36.0], shoonya_3sA098SS6G362Q, 5658743]
[ordered-list, [341.0, 445.0, 1142.0, 36.0], shoonya_3sA098SS6G362Q, 5658743]
[ordered-list, [341.0, 481.0, 1142.0, 36.0], shoonya_3sA098SS6G362Q, 5658743]
[ordered-list, [341.0, 517.0, 1142.0, 36.0], shoonya_3sA098SS6G362Q, 5658743]
[ordered-list, [341.0, 553.0, 1142.0, 36.0], shoonya_3sA098SS6G362Q, 5658743]
[ordered-list, [341.0, 589.0, 1142.0, 36.0], shoonya_3sA098SS6G362Q, 5658743]
[ordered-list, [341.0, 625.0, 1142.0, 36.0], shoonya_3sA098SS6G362Q, 5658743]
[section-title, [148.0, 734.0, 328.0, 52.5], BHIxAtRXKS, 5658743]
[unordered-list, [163.0, 798.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 834.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 870.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 906.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 942.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 978.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 1014.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 1050.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 1086.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 1122.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 1158.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 1194.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 1230.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 1266.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 1302.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 1338.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 1374.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 1410.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 1446.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 1482.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 1518.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 1554.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 1590.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 1626.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
[unordered-list, [163.0, 1662.0, 1019.0, 36.0], shoonya_1sEBUX4I40TMNW, 5658743]
