[792, 612]
[paragraph, [152.0, 68.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 86.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 104.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 122.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 140.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 158.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 176.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 194.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 212.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 230.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 248.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 266.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 284.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 302.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 320.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 338.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 356.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 374.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 392.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 410.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 428.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 446.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 464.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 482.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 500.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [152.0, 518.0, 184.0, 18.0], shoonya_2sU0AC35DZ1XPG, 5654658]
[paragraph, [348.0, 68.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 86.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 104.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 122.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 140.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 158.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 176.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 194.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 212.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 230.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 248.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 266.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 284.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 302.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 320.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 338.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 356.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 374.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 392.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 410.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 428.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 446.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 464.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 482.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 500.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [348.0, 518.0, 189.0, 18.0], shoonya_0sLZNNA7XND94K, 5654658]
[paragraph, [147.0, 548.0, 192.0, 18.0], shoonya_1sS1OH3YA4RVLD, 5654658]
[paragraph, [147.0, 566.0, 192.0, 18.0], shoonya_1sS1OH3YA4RVLD, 5654658]
[paragraph, [147.0, 584.0, 192.0, 18.0], shoonya_1sS1OH3YA4RVLD, 5654658]
[paragraph, [147.0, 602.0, 192.0, 18.0], shoonya_1sS1OH3YA4RVLD, 5654658]
[paragraph, [147.0, 620.0, 192.0, 18.0], shoonya_1sS1OH3YA4RVLD, 5654658]
[paragraph, [147.0, 638.0, 192.0, 18.0], shoonya_1sS1OH3YA4RVLD, 5654658]
[paragraph, [147.0, 656.0, 192.0, 18.0], shoonya_1sS1OH3YA4RVLD, 5654658]
[paragraph, [147.0, 674.0, 192.0, 18.0], shoonya_1sS1OH3YA4RVLD, 5654658]
[paragraph, [147.0, 692.0, 192.0, 18.0], shoonya_1sS1OH3YA4RVLD, 5654658]
[folio, [481.0, 737.0, 57.0, 18.0], A0nKG103gs, 5654658]
