[1387, 987]
[paragraph, [87.0, 91.0, 783.0, 18.0], shoonya_0sM8KCJ36PFCK0, 5651475]
[paragraph, [87.0, 109.0, 783.0, 18.0], shoonya_0sM8KCJ36PFCK0, 5651475]
[paragraph, [87.0, 127.0, 783.0, 18.0], shoonya_0sM8KCJ36PFCK0, 5651475]
[paragraph, [87.0, 145.0, 783.0, 18.0], shoonya_0sM8KCJ36PFCK0, 5651475]
[paragraph, [87.0, 163.0, 783.0, 18.0], shoonya_0sM8KCJ36PFCK0, 5651475]
[paragraph, [87.0, 181.0, 783.0, 18.0], shoonya_0sM8KCJ36PFCK0, 5651475]
[paragraph, [87.0, 199.0, 783.0, 18.0], shoonya_0sM8KCJ36PFCK0, 5651475]
[paragraph, [87.0, 217.0, 783.0, 18.0], shoonya_0sM8KCJ36PFCK0, 5651475]
[paragraph, [87.0, 235.0, 783.0, 18.0], shoonya_0sM8KCJ36PFCK0, 5651475]
[paragraph, [87.0, 253.0, 783.0, 18.0], shoonya_0sM8KCJ36PFCK0, 5651475]
[paragraph, [87.0, 271.0, 783.0, 18.0], shoonya_0sM8KCJ36PFCK0, 5651475]
[paragraph, [87.0, 289.0, 783.0, 18.0], shoonya_0sM8KCJ36PFCK0, 5651475]
[paragraph, [87.0, 307.0, 783.0, 18.0], shoonya_0sM8KCJ36PFCK0, 5651475]
[paragraph, [87.0, 325.0, 783.0, 18.0], shoonya_0sM8KCJ36PFCK0, 5651475]
[paragraph, [87.0, 343.0, 783.0, 18.0], shoonya_0sM8KCJ36PFCK0, 5651475]
[paragraph, [87.0, 361.0, 783.0, 18.0], shoonya_0sM8KCJ36PFCK0, 5651475]
[paragraph, [87.0, 379.0, 783.0, 18.0], shoonya_0sM8KCJ36PFCK0, 5651475]
[paragraph, [87.0, 397.0, 783.0, 18.0], shoonya_0sM8KCJ36PFCK0, 5651475]
[paragraph, [87.0, 415.0, 783.0, 18.0], shoonya_0sM8KCJ36PFCK0, 5651475]
[paragraph, [81.0, 456.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 474.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 492.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 510.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 528.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 546.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 564.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 582.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 600.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 618.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 636.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 654.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 672.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 690.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 708.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 726.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 744.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 762.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 780.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 798.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 816.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 834.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 852.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 870.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [81.0, 888.0, 806.0, 18.0], 2Zf03BR5ZY, 5651475]
[paragraph, [82.0, 1158.0, 799.0, 18.0], tGjmT--R7c, 5651475]
[paragraph, [82.0, 1176.0, 799.0, 18.0], tGjmT--R7c, 5651475]
[paragraph, [82.0, 1194.0, 799.0, 18.0], tGjmT--R7c, 5651475]
[paragraph, [82.0, 1212.0, 799.0, 18.0], tGjmT--R7c, 5651475]
[paragraph, [82.0, 1230.0, 799.0, 18.0], tGjmT--R7c, 5651475]
[paragraph, [82.0, 1248.0, 799.0, 18.0], tGjmT--R7c, 5651475]
[paragraph, [82.0, 1266.0, 799.0, 18.0], tGjmT--R7c, 5651475]
