[792, 612]
[section-title, [212.0, 66.0, 222.0, 30.0], V4BF39yYAv, 5757054]
[ordered-list, [74.0, 99.0, 478.0, 18.0], shoonya_0s4PGRGQ77EZ1C, 5757054]
[ordered-list, [74.0, 117.0, 478.0, 18.0], shoonya_0s4PGRGQ77EZ1C, 5757054]
[ordered-list, [74.0, 135.0, 478.0, 18.0], shoonya_0s4PGRGQ77EZ1C, 5757054]
[ordered-list, [74.0, 153.0, 478.0, 18.0], shoonya_0s4PGRGQ77EZ1C, 5757054]
[ordered-list, [74.0, 171.0, 478.0, 18.0], shoonya_0s4PGRGQ77EZ1C, 5757054]
[ordered-list, [74.0, 189.0, 478.0, 18.0], shoonya_0s4PGRGQ77EZ1C, 5757054]
[ordered-list, [74.0, 207.0, 478.0, 18.0], shoonya_0s4PGRGQ77EZ1C, 5757054]
[ordered-list, [74.0, 225.0, 478.0, 18.0], shoonya_0s4PGRGQ77EZ1C, 5757054]
[ordered-list, [74.0, 243.0, 478.0, 18.0], shoonya_0s4PGRGQ77EZ1C, 5757054]
[ordered-list, [74.0, 261.0, 478.0, 18.0], shoonya_0s4PGRGQ77EZ1C, 5757054]
[ordered-list, [74.0, 279.0, 478.0, 18.0], shoonya_0s4PGRGQ77EZ1C, 5757054]
[ordered-list, [74.0, 297.0, 478.0, 18.0], shoonya_0s4PGRGQ77EZ1C, 5757054]
[ordered-list, [74.0, 315.0, 478.0, 18.0], shoonya_0s4PGRGQ77EZ1C, 5757054]
[ordered-list, [74.0, 333.0, 478.0, 18.0], shoonya_0s4PGRGQ77EZ1C, 5757054]
[ordered-list, [74.0, 351.0, 478.0, 18.0], shoonya_0s4PGRGQ77EZ1C, 5757054]
[ordered-list, [74.0, 369.0, 478.0, 18.0], shoonya_0s4PGRGQ77EZ1C, 5757054]
[ordered-list, [74.0, 387.0, 478.0, 18.0], shoonya_0s4PGRGQ77EZ1C, 5757054]
[ordered-list, [74.0, 405.0, 478.0, 18.0], shoonya_0s4PGRGQ77EZ1C, 5757054]
[ordered-list, [74.0, 423.0, 478.0, 18.0], shoonya_0s4PGRGQ77EZ1C, 5757054]
[section-title, [235.0, 351.0, 168.0, 30.0], V20Ni7wqw4, 5757054]
[section-title, [90.0, 477.0, 122.0, 30.0], ZE8GacKIUt, 5757054]
[ordered-list, [88.0, 506.0, 408.0, 18.0], shoonya_1s54FP2MVV9UKV, 5757054]
[ordered-list, [88.0, 524.0, 408.0, 18.0], shoonya_1s54FP2MVV9UKV, 5757054]
[ordered-list, [88.0, 542.0, 408.0, 18.0], shoonya_1s54FP2MVV9UKV, 5757054]
[ordered-list, [88.0, 560.0, 408.0, 18.0], shoonya_1s54FP2MVV9UKV, 5757054]
[ordered-list, [88.0, 578.0, 408.0, 18.0], shoonya_1s54FP2MVV9UKV, 5757054]
[ordered-list, [88.0, 596.0, 408.0, 18.0], shoonya_1s54FP2MVV9UKV, 5757054]
[ordered-list, [88.0, 614.0, 408.0, 18.0], shoonya_1s54FP2MVV9UKV, 5757054]
[ordered-list, [88.0, 632.0, 408.0, 18.0], shoonya_1s54FP2MVV9UKV, 5757054]
[ordered-list, [88.0, 650.0, 408.0, 18.0], shoonya_1s54FP2MVV9UKV, 5757054]
[ordered-list, [88.0, 668.0, 408.0, 18.0], shoonya_1s54FP2MVV9UKV, 5757054]
[ordered-list, [88.0, 686.0, 408.0, 18.0], shoonya_1s54FP2MVV9UKV, 5757054]
