[975, 571]
[chapter-title, [128.0, 17.0, 275.0, 30.0], shoonya_4sHDYTIPFG2KNF, 5776642]
[paragraph, [10.0, 49.0, 519.0, 18.0], shoonya_5sDEVEJAY2GZ2P, 5776642]
[paragraph, [10.0, 67.0, 519.0, 18.0], shoonya_5sDEVEJAY2GZ2P, 5776642]
[paragraph, [10.0, 85.0, 519.0, 18.0], shoonya_5sDEVEJAY2GZ2P, 5776642]
[paragraph, [10.0, 103.0, 519.0, 18.0], shoonya_5sDEVEJAY2GZ2P, 5776642]
[paragraph, [16.0, 106.0, 520.0, 18.0], shoonya_2sUKAFRM6ITZ1Z, 5776642]
[paragraph, [16.0, 124.0, 520.0, 18.0], shoonya_2sUKAFRM6ITZ1Z, 5776642]
[paragraph, [16.0, 142.0, 520.0, 18.0], shoonya_2sUKAFRM6ITZ1Z, 5776642]
[paragraph, [16.0, 160.0, 520.0, 18.0], shoonya_2sUKAFRM6ITZ1Z, 5776642]
[paragraph, [16.0, 178.0, 520.0, 18.0], shoonya_2sUKAFRM6ITZ1Z, 5776642]
[paragraph, [16.0, 196.0, 520.0, 18.0], shoonya_2sUKAFRM6ITZ1Z, 5776642]
[paragraph, [16.0, 214.0, 520.0, 18.0], shoonya_2sUKAFRM6ITZ1Z, 5776642]
[paragraph, [16.0, 232.0, 520.0, 18.0], shoonya_2sUKAFRM6ITZ1Z, 5776642]
[paragraph, [16.0, 250.0, 520.0, 18.0], shoonya_2sUKAFRM6ITZ1Z, 5776642]
[paragraph, [16.0, 268.0, 520.0, 18.0], shoonya_2sUKAFRM6ITZ1Z, 5776642]
[paragraph, [16.0, 286.0, 520.0, 18.0], shoonya_2sUKAFRM6ITZ1Z, 5776642]
[paragraph, [16.0, 304.0, 520.0, 18.0], shoonya_2sUKAFRM6ITZ1Z, 5776642]
[paragraph, [23.0, 299.0, 517.0, 18.0], shoonya_3sZV3FSTO5GRTS, 5776642]
[paragraph, [23.0, 317.0, 517.0, 18.0], shoonya_3sZV3FSTO5GRTS, 5776642]
[paragraph, [23.0, 335.0, 517.0, 18.0], shoonya_3sZV3FSTO5GRTS, 5776642]
[paragraph, [23.0, 353.0, 517.0, 18.0], shoonya_3sZV3FSTO5GRTS, 5776642]
[paragraph, [23.0, 371.0, 517.0, 18.0], shoonya_3sZV3FSTO5GRTS, 5776642]
[paragraph, [23.0, 389.0, 517.0, 18.0], shoonya_3sZV3FSTO5GRTS, 5776642]
[paragraph, [23.0, 407.0, 517.0, 18.0], shoonya_3sZV3FSTO5GRTS, 5776642]
[paragraph, [33.0, 415.0, 517.0, 18.0], shoonya_1s0FX22LR9ZZTY, 5776642]
[paragraph, [33.0, 433.0, 517.0, 18.0], shoonya_1s0FX22LR9ZZTY, 5776642]
[paragraph, [33.0, 451.0, 517.0, 18.0], shoonya_1s0FX22LR9ZZTY, 5776642]
[paragraph, [33.0, 469.0, 517.0, 18.0], shoonya_1s0FX22LR9ZZTY, 5776642]
[paragraph, [33.0, 487.0, 517.0, 18.0], shoonya_1s0FX22LR9ZZTY, 5776642]
[paragraph, [33.0, 505.0, 517.0, 18.0], shoonya_1s0FX22LR9ZZTY, 5776642]
[paragraph, [33.0, 523.0, 517.0, 18.0], shoonya_1s0FX22LR9ZZTY, 5776642]
[paragraph, [33.0, 541.0, 517.0, 18.0], shoonya_1s0FX22LR9ZZTY, 5776642]
[paragraph, [33.0, 559.0, 517.0, 18.0], shoonya_1s0FX22LR9ZZTY, 5776642]
[paragraph, [33.0, 577.0, 517.0, 18.0], shoonya_1s0FX22LR9ZZTY, 5776642]
[paragraph, [33.0, 595.0, 517.0, 18.0], shoonya_1s0FX22LR9ZZTY, 5776642]
[paragraph, [33.0, 613.0, 517.0, 18.0], shoonya_1s0FX22LR9ZZTY, 5776642]
[paragraph, [33.0, 631.0, 517.0, 18.0], shoonya_1s0FX22LR9ZZTY, 5776642]
[paragraph, [33.0, 649.0, 517.0, 18.0], shoonya_1s0FX22LR9ZZTY, 5776642]
[paragraph, [34.0, 639.0, 516.0, 18.0], shoonya_7s2S6NOACEYLWE, 5776642]
[paragraph, [34.0, 657.0, 516.0, 18.0], shoonya_7s2S6NOACEYLWE, 5776642]
[paragraph, [34.0, 675.0, 516.0, 18.0], shoonya_7s2S6NOACEYLWE, 5776642]
[paragraph, [44.0, 684.0, 515.0, 18.0], shoonya_0s2ELEXOYBK7U0, 5776642]
[paragraph, [44.0, 702.0, 515.0, 18.0], shoonya_0s2ELEXOYBK7U0, 5776642]
[paragraph, [44.0, 720.0, 515.0, 18.0], shoonya_0s2ELEXOYBK7U0, 5776642]
[paragraph, [44.0, 738.0, 515.0, 18.0], shoonya_0s2ELEXOYBK7U0, 5776642]
[paragraph, [44.0, 756.0, 515.0, 18.0], shoonya_0s2ELEXOYBK7U0, 5776642]
[paragraph, [44.0, 774.0, 515.0, 18.0], shoonya_0s2ELEXOYBK7U0, 5776642]
[paragraph, [44.0, 792.0, 515.0, 18.0], shoonya_0s2ELEXOYBK7U0, 5776642]
[paragraph, [44.0, 810.0, 515.0, 18.0], shoonya_0s2ELEXOYBK7U0, 5776642]
[paragraph, [44.0, 828.0, 515.0, 18.0], shoonya_0s2ELEXOYBK7U0, 5776642]
[paragraph, [51.0, 836.0, 511.0, 18.0], shoonya_6sKAFXWK3WSHFZ, 5776642]
[paragraph, [51.0, 854.0, 511.0, 18.0], shoonya_6sKAFXWK3WSHFZ, 5776642]
[paragraph, [51.0, 872.0, 511.0, 18.0], shoonya_6sKAFXWK3WSHFZ, 5776642]
