[720, 504]
[folio, [379.0, 71.0, 76.0, 18.0], ZfZOGfboM0, 5650924]
[paragraph, [259.0, 102.0, 199.0, 18.0], _hdUDemJ2d, 5650924]
[paragraph, [259.0, 120.0, 199.0, 18.0], _hdUDemJ2d, 5650924]
[paragraph, [259.0, 138.0, 199.0, 18.0], _hdUDemJ2d, 5650924]
[paragraph, [54.0, 105.0, 186.0, 18.0], shoonya_7s0H1UWWA40A6N, 5650924]
[paragraph, [54.0, 123.0, 186.0, 18.0], shoonya_7s0H1UWWA40A6N, 5650924]
[paragraph, [51.0, 141.0, 191.0, 18.0], shoonya_6sNCY1IF4XTZHE, 5650924]
[paragraph, [51.0, 159.0, 191.0, 18.0], shoonya_6sNCY1IF4XTZHE, 5650924]
[paragraph, [51.0, 177.0, 191.0, 18.0], shoonya_6sNCY1IF4XTZHE, 5650924]
[paragraph, [51.0, 195.0, 191.0, 18.0], shoonya_6sNCY1IF4XTZHE, 5650924]
[paragraph, [259.0, 165.0, 197.0, 18.0], shoonya_0sX9HFS5Y6PJ5T, 5650924]
[paragraph, [259.0, 183.0, 197.0, 18.0], shoonya_0sX9HFS5Y6PJ5T, 5650924]
[paragraph, [259.0, 201.0, 197.0, 18.0], shoonya_0sX9HFS5Y6PJ5T, 5650924]
[paragraph, [259.0, 219.0, 197.0, 18.0], shoonya_0sX9HFS5Y6PJ5T, 5650924]
[paragraph, [259.0, 237.0, 197.0, 18.0], shoonya_0sX9HFS5Y6PJ5T, 5650924]
[paragraph, [259.0, 255.0, 197.0, 18.0], shoonya_0sX9HFS5Y6PJ5T, 5650924]
[paragraph, [259.0, 273.0, 197.0, 18.0], shoonya_0sX9HFS5Y6PJ5T, 5650924]
[paragraph, [259.0, 291.0, 197.0, 18.0], shoonya_0sX9HFS5Y6PJ5T, 5650924]
[paragraph, [259.0, 309.0, 197.0, 18.0], shoonya_0sX9HFS5Y6PJ5T, 5650924]
[paragraph, [259.0, 327.0, 197.0, 18.0], shoonya_0sX9HFS5Y6PJ5T, 5650924]
[paragraph, [259.0, 345.0, 197.0, 18.0], shoonya_0sX9HFS5Y6PJ5T, 5650924]
[paragraph, [259.0, 363.0, 197.0, 18.0], shoonya_0sX9HFS5Y6PJ5T, 5650924]
[paragraph, [259.0, 381.0, 197.0, 18.0], shoonya_0sX9HFS5Y6PJ5T, 5650924]
[paragraph, [259.0, 399.0, 197.0, 18.0], shoonya_0sX9HFS5Y6PJ5T, 5650924]
[paragraph, [44.0, 226.0, 207.0, 18.0], shoonya_2sA144JNH251MY, 5650924]
[paragraph, [44.0, 244.0, 207.0, 18.0], shoonya_2sA144JNH251MY, 5650924]
[paragraph, [44.0, 262.0, 207.0, 18.0], shoonya_2sA144JNH251MY, 5650924]
[paragraph, [44.0, 280.0, 207.0, 18.0], shoonya_2sA144JNH251MY, 5650924]
[paragraph, [44.0, 298.0, 207.0, 18.0], shoonya_2sA144JNH251MY, 5650924]
[paragraph, [44.0, 316.0, 207.0, 18.0], shoonya_2sA144JNH251MY, 5650924]
[paragraph, [44.0, 334.0, 207.0, 18.0], shoonya_2sA144JNH251MY, 5650924]
[paragraph, [50.0, 357.0, 191.0, 18.0], shoonya_3sBDP9LYJCKOZ6, 5650924]
[paragraph, [50.0, 375.0, 191.0, 18.0], shoonya_3sBDP9LYJCKOZ6, 5650924]
[paragraph, [50.0, 393.0, 191.0, 18.0], shoonya_3sBDP9LYJCKOZ6, 5650924]
[paragraph, [50.0, 411.0, 191.0, 18.0], shoonya_3sBDP9LYJCKOZ6, 5650924]
[paragraph, [50.0, 429.0, 191.0, 18.0], shoonya_3sBDP9LYJCKOZ6, 5650924]
[paragraph, [50.0, 447.0, 191.0, 18.0], shoonya_3sBDP9LYJCKOZ6, 5650924]
[paragraph, [50.0, 465.0, 191.0, 18.0], shoonya_3sBDP9LYJCKOZ6, 5650924]
[paragraph, [50.0, 483.0, 191.0, 18.0], shoonya_3sBDP9LYJCKOZ6, 5650924]
[paragraph, [254.0, 472.0, 212.0, 18.0], shoonya_1s6XGPH5PZBU3E, 5650924]
[paragraph, [254.0, 490.0, 212.0, 18.0], shoonya_1s6XGPH5PZBU3E, 5650924]
[paragraph, [254.0, 508.0, 212.0, 18.0], shoonya_1s6XGPH5PZBU3E, 5650924]
[paragraph, [254.0, 526.0, 212.0, 18.0], shoonya_1s6XGPH5PZBU3E, 5650924]
[paragraph, [254.0, 544.0, 212.0, 18.0], shoonya_1s6XGPH5PZBU3E, 5650924]
[paragraph, [254.0, 562.0, 212.0, 18.0], shoonya_1s6XGPH5PZBU3E, 5650924]
[paragraph, [254.0, 580.0, 212.0, 18.0], shoonya_1s6XGPH5PZBU3E, 5650924]
[paragraph, [254.0, 598.0, 212.0, 18.0], shoonya_1s6XGPH5PZBU3E, 5650924]
[paragraph, [254.0, 616.0, 212.0, 18.0], shoonya_1s6XGPH5PZBU3E, 5650924]
[paragraph, [49.0, 528.0, 192.0, 18.0], shoonya_4s5OXX9HPH9DEL, 5650924]
[paragraph, [49.0, 546.0, 192.0, 18.0], shoonya_4s5OXX9HPH9DEL, 5650924]
[paragraph, [49.0, 564.0, 192.0, 18.0], shoonya_4s5OXX9HPH9DEL, 5650924]
[paragraph, [49.0, 582.0, 192.0, 18.0], shoonya_4s5OXX9HPH9DEL, 5650924]
[paragraph, [49.0, 600.0, 192.0, 18.0], shoonya_4s5OXX9HPH9DEL, 5650924]
[footnote, [206.0, 682.0, 92.0, 18.0], DoiqxosW4k, 5650924]
