[2200, 1700]
[paragraph, [358.0, 84.0, 1053.0, 36.0], shoonya_2sG93TZNFB5R2X, 5731404]
[paragraph, [358.0, 120.0, 1053.0, 36.0], shoonya_2sG93TZNFB5R2X, 5731404]
[paragraph, [358.0, 156.0, 1053.0, 36.0], shoonya_2sG93TZNFB5R2X, 5731404]
[paragraph, [356.0, 208.0, 1063.0, 36.0], RAHWC27r_K, 5731404]
[paragraph, [356.0, 244.0, 1063.0, 36.0], RAHWC27r_K, 5731404]
[paragraph, [356.0, 280.0, 1063.0, 36.0], RAHWC27r_K, 5731404]
[paragraph, [356.0, 316.0, 1063.0, 36.0], RAHWC27r_K, 5731404]
[paragraph, [362.0, 382.0, 1065.0, 36.0], tUA5m4HgTM, 5731404]
[paragraph, [362.0, 418.0, 1065.0, 36.0], tUA5m4HgTM, 5731404]
[paragraph, [362.0, 454.0, 1065.0, 36.0], tUA5m4HgTM, 5731404]
[paragraph, [362.0, 490.0, 1065.0, 36.0], tUA5m4HgTM, 5731404]
[paragraph, [362.0, 526.0, 1065.0, 36.0], tUA5m4HgTM, 5731404]
[paragraph, [362.0, 562.0, 1065.0, 36.0], tUA5m4HgTM, 5731404]
[paragraph, [362.0, 598.0, 1065.0, 36.0], tUA5m4HgTM, 5731404]
[paragraph, [362.0, 634.0, 1065.0, 36.0], tUA5m4HgTM, 5731404]
[paragraph, [359.0, 705.0, 1062.0, 36.0], shoonya_3sKS9M8V1TPYZ6, 5731404]
[paragraph, [359.0, 741.0, 1062.0, 36.0], shoonya_3sKS9M8V1TPYZ6, 5731404]
[paragraph, [359.0, 777.0, 1062.0, 36.0], shoonya_3sKS9M8V1TPYZ6, 5731404]
[paragraph, [359.0, 813.0, 1062.0, 36.0], shoonya_3sKS9M8V1TPYZ6, 5731404]
[paragraph, [359.0, 849.0, 1062.0, 36.0], shoonya_3sKS9M8V1TPYZ6, 5731404]
[paragraph, [359.0, 885.0, 1062.0, 36.0], shoonya_3sKS9M8V1TPYZ6, 5731404]
[paragraph, [359.0, 921.0, 1062.0, 36.0], shoonya_3sKS9M8V1TPYZ6, 5731404]
[paragraph, [359.0, 957.0, 1062.0, 36.0], shoonya_3sKS9M8V1TPYZ6, 5731404]
[paragraph, [366.0, 1030.0, 1057.0, 36.0], shoonya_0sKUGNH8I4UJYI, 5731404]
[paragraph, [366.0, 1066.0, 1057.0, 36.0], shoonya_0sKUGNH8I4UJYI, 5731404]
[paragraph, [366.0, 1102.0, 1057.0, 36.0], shoonya_0sKUGNH8I4UJYI, 5731404]
[paragraph, [366.0, 1138.0, 1057.0, 36.0], shoonya_0sKUGNH8I4UJYI, 5731404]
[paragraph, [366.0, 1174.0, 1057.0, 36.0], shoonya_0sKUGNH8I4UJYI, 5731404]
[paragraph, [366.0, 1210.0, 1057.0, 36.0], shoonya_0sKUGNH8I4UJYI, 5731404]
[paragraph, [366.0, 1246.0, 1057.0, 36.0], shoonya_0sKUGNH8I4UJYI, 5731404]
[paragraph, [366.0, 1282.0, 1057.0, 36.0], shoonya_0sKUGNH8I4UJYI, 5731404]
[paragraph, [366.0, 1318.0, 1057.0, 36.0], shoonya_0sKUGNH8I4UJYI, 5731404]
[paragraph, [366.0, 1354.0, 1057.0, 36.0], shoonya_0sKUGNH8I4UJYI, 5731404]
[paragraph, [371.0, 1403.0, 1050.0, 36.0], shoonya_1sD45O219GDNSH, 5731404]
[paragraph, [371.0, 1439.0, 1050.0, 36.0], shoonya_1sD45O219GDNSH, 5731404]
[paragraph, [371.0, 1475.0, 1050.0, 36.0], shoonya_1sD45O219GDNSH, 5731404]
[paragraph, [371.0, 1511.0, 1050.0, 36.0], shoonya_1sD45O219GDNSH, 5731404]
[paragraph, [371.0, 1547.0, 1050.0, 36.0], shoonya_1sD45O219GDNSH, 5731404]
[paragraph, [371.0, 1583.0, 1050.0, 36.0], shoonya_1sD45O219GDNSH, 5731404]
[paragraph, [356.0, 1641.0, 1084.0, 36.0], yXygLHSa63, 5731404]
[paragraph, [356.0, 1677.0, 1084.0, 36.0], yXygLHSa63, 5731404]
[paragraph, [356.0, 1713.0, 1084.0, 36.0], yXygLHSa63, 5731404]
[paragraph, [356.0, 1749.0, 1084.0, 36.0], yXygLHSa63, 5731404]
[paragraph, [356.0, 1822.0, 1073.0, 36.0], fbaM4BQKbJ, 5731404]
[paragraph, [356.0, 1858.0, 1073.0, 36.0], fbaM4BQKbJ, 5731404]
[paragraph, [356.0, 1894.0, 1073.0, 36.0], fbaM4BQKbJ, 5731404]
[folio, [426.0, 2023.0, 367.0, 36.0], EKR_wF7_ED, 5731404]
