[2339, 1653]
[chapter-title, [335.0, 196.0, 998.0, 70.5], 3T6hEqYDa3, 5753939]
[chapter-title, [335.0, 266.5, 998.0, 70.5], 3T6hEqYDa3, 5753939]
[chapter-title, [335.0, 337.0, 998.0, 70.5], 3T6hEqYDa3, 5753939]
[chapter-title, [335.0, 407.5, 998.0, 70.5], 3T6hEqYDa3, 5753939]
[paragraph, [234.0, 546.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 582.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 618.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 654.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 690.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 726.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 762.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 798.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 834.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 870.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 906.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 942.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 978.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1014.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1050.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1086.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1122.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1158.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1194.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1230.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1266.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1302.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1338.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1374.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1410.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1446.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1482.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1518.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1554.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1590.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1626.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1662.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1698.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1734.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1770.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1806.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
[paragraph, [234.0, 1842.0, 1182.0, 36.0], shoonya_0sC0NV755NTM0P, 5753939]
