[2200, 1700]
[paragraph, [309.0, 74.0, 976.0, 36.0], zagg1BlJHd, 5730846]
[paragraph, [301.0, 139.0, 1088.0, 36.0], shoonya_0sQLGF1VR1CCPB, 5730846]
[paragraph, [301.0, 175.0, 1088.0, 36.0], shoonya_0sQLGF1VR1CCPB, 5730846]
[paragraph, [301.0, 211.0, 1088.0, 36.0], shoonya_0sQLGF1VR1CCPB, 5730846]
[paragraph, [301.0, 247.0, 1088.0, 36.0], shoonya_0sQLGF1VR1CCPB, 5730846]
[paragraph, [301.0, 283.0, 1088.0, 36.0], shoonya_0sQLGF1VR1CCPB, 5730846]
[paragraph, [301.0, 319.0, 1088.0, 36.0], shoonya_0sQLGF1VR1CCPB, 5730846]
[paragraph, [301.0, 355.0, 1088.0, 36.0], shoonya_0sQLGF1VR1CCPB, 5730846]
[paragraph, [301.0, 391.0, 1088.0, 36.0], shoonya_0sQLGF1VR1CCPB, 5730846]
[paragraph, [301.0, 427.0, 1088.0, 36.0], shoonya_0sQLGF1VR1CCPB, 5730846]
[paragraph, [301.0, 463.0, 1088.0, 36.0], shoonya_0sQLGF1VR1CCPB, 5730846]
[paragraph, [301.0, 499.0, 1088.0, 36.0], shoonya_0sQLGF1VR1CCPB, 5730846]
[paragraph, [301.0, 535.0, 1088.0, 36.0], shoonya_0sQLGF1VR1CCPB, 5730846]
[paragraph, [301.0, 571.0, 1088.0, 36.0], shoonya_0sQLGF1VR1CCPB, 5730846]
[paragraph, [301.0, 607.0, 1088.0, 36.0], shoonya_0sQLGF1VR1CCPB, 5730846]
[paragraph, [301.0, 643.0, 1088.0, 36.0], shoonya_0sQLGF1VR1CCPB, 5730846]
[paragraph, [301.0, 679.0, 1088.0, 36.0], shoonya_0sQLGF1VR1CCPB, 5730846]
[paragraph, [301.0, 715.0, 1088.0, 36.0], shoonya_0sQLGF1VR1CCPB, 5730846]
[paragraph, [301.0, 751.0, 1088.0, 36.0], shoonya_0sQLGF1VR1CCPB, 5730846]
[paragraph, [301.0, 787.0, 1088.0, 36.0], shoonya_0sQLGF1VR1CCPB, 5730846]
[paragraph, [309.0, 816.0, 1085.0, 36.0], shoonya_2sCTYUYPNCT0DX, 5730846]
[paragraph, [309.0, 852.0, 1085.0, 36.0], shoonya_2sCTYUYPNCT0DX, 5730846]
[paragraph, [309.0, 888.0, 1085.0, 36.0], shoonya_2sCTYUYPNCT0DX, 5730846]
[paragraph, [309.0, 924.0, 1085.0, 36.0], shoonya_2sCTYUYPNCT0DX, 5730846]
[paragraph, [309.0, 960.0, 1085.0, 36.0], shoonya_2sCTYUYPNCT0DX, 5730846]
[paragraph, [309.0, 996.0, 1085.0, 36.0], shoonya_2sCTYUYPNCT0DX, 5730846]
[paragraph, [309.0, 1032.0, 1085.0, 36.0], shoonya_2sCTYUYPNCT0DX, 5730846]
[paragraph, [309.0, 1068.0, 1085.0, 36.0], shoonya_2sCTYUYPNCT0DX, 5730846]
[paragraph, [309.0, 1104.0, 1085.0, 36.0], shoonya_2sCTYUYPNCT0DX, 5730846]
[paragraph, [309.0, 1140.0, 1085.0, 36.0], shoonya_2sCTYUYPNCT0DX, 5730846]
[paragraph, [309.0, 1211.0, 1100.0, 36.0], shoonya_1s6Y4D2PTPJY52, 5730846]
[paragraph, [309.0, 1247.0, 1100.0, 36.0], shoonya_1s6Y4D2PTPJY52, 5730846]
[paragraph, [309.0, 1283.0, 1100.0, 36.0], shoonya_1s6Y4D2PTPJY52, 5730846]
[paragraph, [309.0, 1319.0, 1100.0, 36.0], shoonya_1s6Y4D2PTPJY52, 5730846]
[paragraph, [309.0, 1355.0, 1100.0, 36.0], shoonya_1s6Y4D2PTPJY52, 5730846]
[paragraph, [309.0, 1391.0, 1100.0, 36.0], shoonya_1s6Y4D2PTPJY52, 5730846]
[paragraph, [309.0, 1427.0, 1100.0, 36.0], shoonya_1s6Y4D2PTPJY52, 5730846]
[paragraph, [309.0, 1463.0, 1100.0, 36.0], shoonya_1s6Y4D2PTPJY52, 5730846]
[paragraph, [309.0, 1499.0, 1100.0, 36.0], shoonya_1s6Y4D2PTPJY52, 5730846]
[paragraph, [309.0, 1535.0, 1100.0, 36.0], shoonya_1s6Y4D2PTPJY52, 5730846]
[paragraph, [309.0, 1571.0, 1100.0, 36.0], shoonya_1s6Y4D2PTPJY52, 5730846]
[paragraph, [309.0, 1607.0, 1100.0, 36.0], shoonya_1s6Y4D2PTPJY52, 5730846]
[paragraph, [309.0, 1643.0, 1100.0, 36.0], shoonya_1s6Y4D2PTPJY52, 5730846]
[paragraph, [309.0, 1679.0, 1100.0, 36.0], shoonya_1s6Y4D2PTPJY52, 5730846]
[paragraph, [309.0, 1715.0, 1100.0, 36.0], shoonya_1s6Y4D2PTPJY52, 5730846]
[paragraph, [309.0, 1751.0, 1100.0, 36.0], shoonya_1s6Y4D2PTPJY52, 5730846]
[paragraph, [309.0, 1787.0, 1100.0, 36.0], shoonya_1s6Y4D2PTPJY52, 5730846]
[paragraph, [309.0, 1823.0, 1100.0, 36.0], shoonya_1s6Y4D2PTPJY52, 5730846]
[paragraph, [309.0, 1859.0, 1100.0, 36.0], shoonya_1s6Y4D2PTPJY52, 5730846]
[paragraph, [309.0, 1895.0, 1100.0, 36.0], shoonya_1s6Y4D2PTPJY52, 5730846]
[folio, [948.0, 1996.0, 377.0, 36.0], 0nk9qojDxJ, 5730846]
[folio, [948.0, 2032.0, 377.0, 36.0], 0nk9qojDxJ, 5730846]
