[1754, 1241]
[section-title, [169.0, 159.0, 542.0, 49.5], Wwfn0Haecu, 5715405]
[answer, [677.0, 313.0, 448.0, 36.0], dFazPPSgBn, 5715405]
[answer, [677.0, 349.0, 448.0, 36.0], dFazPPSgBn, 5715405]
[answer, [677.0, 385.0, 448.0, 36.0], dFazPPSgBn, 5715405]
[answer, [677.0, 421.0, 448.0, 36.0], dFazPPSgBn, 5715405]
[answer, [677.0, 457.0, 448.0, 36.0], dFazPPSgBn, 5715405]
[answer, [677.0, 493.0, 448.0, 36.0], dFazPPSgBn, 5715405]
[answer, [153.0, 436.0, 449.0, 36.0], F2K3_Zv_fb, 5715405]
[answer, [153.0, 472.0, 449.0, 36.0], F2K3_Zv_fb, 5715405]
[answer, [153.0, 508.0, 449.0, 36.0], F2K3_Zv_fb, 5715405]
[answer, [153.0, 544.0, 449.0, 36.0], F2K3_Zv_fb, 5715405]
[answer, [153.0, 580.0, 449.0, 36.0], F2K3_Zv_fb, 5715405]
[answer, [153.0, 616.0, 449.0, 36.0], F2K3_Zv_fb, 5715405]
[answer, [674.0, 642.0, 432.0, 36.0], mVqyX5vuAU, 5715405]
[answer, [674.0, 678.0, 432.0, 36.0], mVqyX5vuAU, 5715405]
[answer, [674.0, 714.0, 432.0, 36.0], mVqyX5vuAU, 5715405]
[answer, [674.0, 750.0, 432.0, 36.0], mVqyX5vuAU, 5715405]
[answer, [161.0, 737.0, 411.0, 36.0], coA9fml8Hu, 5715405]
[answer, [161.0, 773.0, 411.0, 36.0], coA9fml8Hu, 5715405]
[answer, [161.0, 809.0, 411.0, 36.0], coA9fml8Hu, 5715405]
[answer, [682.0, 883.0, 404.0, 36.0], lDp-imLSWF, 5715405]
[answer, [682.0, 919.0, 404.0, 36.0], lDp-imLSWF, 5715405]
[answer, [680.0, 1060.0, 417.0, 36.0], Ug3b6H0t0v, 5715405]
[answer, [680.0, 1096.0, 417.0, 36.0], Ug3b6H0t0v, 5715405]
[answer, [680.0, 1132.0, 417.0, 36.0], Ug3b6H0t0v, 5715405]
[answer, [680.0, 1168.0, 417.0, 36.0], Ug3b6H0t0v, 5715405]
[answer, [680.0, 1204.0, 417.0, 36.0], Ug3b6H0t0v, 5715405]
[answer, [680.0, 1240.0, 417.0, 36.0], Ug3b6H0t0v, 5715405]
[answer, [680.0, 1276.0, 417.0, 36.0], Ug3b6H0t0v, 5715405]
[answer, [161.0, 1067.0, 445.0, 36.0], R0_9hVtvOE, 5715405]
[answer, [161.0, 1103.0, 445.0, 36.0], R0_9hVtvOE, 5715405]
[answer, [161.0, 1139.0, 445.0, 36.0], R0_9hVtvOE, 5715405]
[answer, [161.0, 1175.0, 445.0, 36.0], R0_9hVtvOE, 5715405]
[answer, [161.0, 1211.0, 445.0, 36.0], R0_9hVtvOE, 5715405]
[answer, [161.0, 1247.0, 445.0, 36.0], R0_9hVtvOE, 5715405]
[answer, [161.0, 1283.0, 445.0, 36.0], R0_9hVtvOE, 5715405]
[answer, [161.0, 1319.0, 445.0, 36.0], R0_9hVtvOE, 5715405]
[answer, [161.0, 1355.0, 445.0, 36.0], R0_9hVtvOE, 5715405]
[answer, [161.0, 1391.0, 445.0, 36.0], R0_9hVtvOE, 5715405]
[answer, [161.0, 1427.0, 445.0, 36.0], R0_9hVtvOE, 5715405]
[answer, [161.0, 1463.0, 445.0, 36.0], R0_9hVtvOE, 5715405]
[answer, [161.0, 1499.0, 445.0, 36.0], R0_9hVtvOE, 5715405]
[answer, [161.0, 1535.0, 445.0, 36.0], R0_9hVtvOE, 5715405]
[answer, [677.0, 1418.0, 431.0, 36.0], z4FnwjMg6B, 5715405]
[answer, [677.0, 1454.0, 431.0, 36.0], z4FnwjMg6B, 5715405]
[answer, [677.0, 1490.0, 431.0, 36.0], z4FnwjMg6B, 5715405]
