[1806, 1262]
[folio, [165.0, 97.0, 503.0, 36.0], shoonya_1sC7PZ4QPI5BSE, 5681167]
[paragraph, [94.0, 173.0, 515.0, 36.0], shoonya_3s6S070PX7BBWX, 5681167]
[paragraph, [649.0, 174.0, 520.0, 36.0], shoonya_11sM6E32G4DQVL, 5681167]
[paragraph, [649.0, 210.0, 520.0, 36.0], shoonya_11sM6E32G4DQVL, 5681167]
[paragraph, [94.0, 215.0, 522.0, 36.0], shoonya_4s1CACMQ5XCSBQ, 5681167]
[paragraph, [94.0, 251.0, 522.0, 36.0], shoonya_4s1CACMQ5XCSBQ, 5681167]
[paragraph, [94.0, 287.0, 522.0, 36.0], shoonya_4s1CACMQ5XCSBQ, 5681167]
[paragraph, [94.0, 323.0, 522.0, 36.0], shoonya_4s1CACMQ5XCSBQ, 5681167]
[paragraph, [649.0, 268.0, 522.0, 36.0], spXYyVNc_N, 5681167]
[paragraph, [649.0, 304.0, 522.0, 36.0], spXYyVNc_N, 5681167]
[paragraph, [649.0, 340.0, 522.0, 36.0], spXYyVNc_N, 5681167]
[paragraph, [649.0, 376.0, 522.0, 36.0], spXYyVNc_N, 5681167]
[paragraph, [649.0, 412.0, 522.0, 36.0], spXYyVNc_N, 5681167]
[paragraph, [649.0, 448.0, 522.0, 36.0], spXYyVNc_N, 5681167]
[paragraph, [649.0, 484.0, 522.0, 36.0], spXYyVNc_N, 5681167]
[paragraph, [649.0, 520.0, 522.0, 36.0], spXYyVNc_N, 5681167]
[paragraph, [94.0, 394.0, 520.0, 36.0], shoonya_5s54PH4T1FEN34, 5681167]
[paragraph, [94.0, 430.0, 520.0, 36.0], shoonya_5s54PH4T1FEN34, 5681167]
[paragraph, [94.0, 466.0, 520.0, 36.0], shoonya_5s54PH4T1FEN34, 5681167]
[paragraph, [96.0, 537.0, 517.0, 36.0], shoonya_6s5NBAOX567ORL, 5681167]
[paragraph, [96.0, 573.0, 517.0, 36.0], shoonya_6s5NBAOX567ORL, 5681167]
[paragraph, [96.0, 609.0, 517.0, 36.0], shoonya_6s5NBAOX567ORL, 5681167]
[paragraph, [96.0, 645.0, 517.0, 36.0], shoonya_6s5NBAOX567ORL, 5681167]
[paragraph, [648.0, 593.0, 521.0, 36.0], zqovTpxEaU, 5681167]
[paragraph, [648.0, 629.0, 521.0, 36.0], zqovTpxEaU, 5681167]
[paragraph, [648.0, 665.0, 521.0, 36.0], zqovTpxEaU, 5681167]
[paragraph, [648.0, 701.0, 521.0, 36.0], zqovTpxEaU, 5681167]
[paragraph, [648.0, 737.0, 521.0, 36.0], zqovTpxEaU, 5681167]
[paragraph, [648.0, 773.0, 521.0, 36.0], zqovTpxEaU, 5681167]
[paragraph, [648.0, 809.0, 521.0, 36.0], zqovTpxEaU, 5681167]
[paragraph, [648.0, 845.0, 521.0, 36.0], zqovTpxEaU, 5681167]
[paragraph, [648.0, 881.0, 521.0, 36.0], zqovTpxEaU, 5681167]
[paragraph, [648.0, 917.0, 521.0, 36.0], zqovTpxEaU, 5681167]
[paragraph, [97.0, 715.0, 512.0, 36.0], shoonya_7sUCK0ZP4K4EL8, 5681167]
[paragraph, [97.0, 751.0, 512.0, 36.0], shoonya_7sUCK0ZP4K4EL8, 5681167]
[paragraph, [97.0, 787.0, 512.0, 36.0], shoonya_7sUCK0ZP4K4EL8, 5681167]
[paragraph, [97.0, 823.0, 512.0, 36.0], shoonya_7sUCK0ZP4K4EL8, 5681167]
[paragraph, [97.0, 859.0, 512.0, 36.0], shoonya_7sUCK0ZP4K4EL8, 5681167]
[paragraph, [97.0, 895.0, 512.0, 36.0], shoonya_7sUCK0ZP4K4EL8, 5681167]
[paragraph, [95.0, 941.0, 518.0, 36.0], shoonya_8sPJD9YXK2ZE15, 5681167]
[paragraph, [95.0, 977.0, 518.0, 36.0], shoonya_8sPJD9YXK2ZE15, 5681167]
[paragraph, [95.0, 1013.0, 518.0, 36.0], shoonya_8sPJD9YXK2ZE15, 5681167]
[paragraph, [646.0, 988.0, 525.0, 36.0], Y9ajA7NVKd, 5681167]
[paragraph, [646.0, 1024.0, 525.0, 36.0], Y9ajA7NVKd, 5681167]
[paragraph, [646.0, 1060.0, 525.0, 36.0], Y9ajA7NVKd, 5681167]
[paragraph, [646.0, 1096.0, 525.0, 36.0], Y9ajA7NVKd, 5681167]
[paragraph, [646.0, 1132.0, 525.0, 36.0], Y9ajA7NVKd, 5681167]
[paragraph, [646.0, 1168.0, 525.0, 36.0], Y9ajA7NVKd, 5681167]
[paragraph, [646.0, 1204.0, 525.0, 36.0], Y9ajA7NVKd, 5681167]
[paragraph, [646.0, 1240.0, 525.0, 36.0], Y9ajA7NVKd, 5681167]
[paragraph, [646.0, 1276.0, 525.0, 36.0], Y9ajA7NVKd, 5681167]
[paragraph, [646.0, 1312.0, 525.0, 36.0], Y9ajA7NVKd, 5681167]
[paragraph, [646.0, 1348.0, 525.0, 36.0], Y9ajA7NVKd, 5681167]
[paragraph, [646.0, 1384.0, 525.0, 36.0], Y9ajA7NVKd, 5681167]
[paragraph, [646.0, 1420.0, 525.0, 36.0], Y9ajA7NVKd, 5681167]
[paragraph, [95.0, 1091.0, 516.0, 36.0], shoonya_9sIQO2LILPZO35, 5681167]
[paragraph, [95.0, 1127.0, 516.0, 36.0], shoonya_9sIQO2LILPZO35, 5681167]
[paragraph, [95.0, 1163.0, 516.0, 36.0], shoonya_9sIQO2LILPZO35, 5681167]
[paragraph, [95.0, 1199.0, 516.0, 36.0], shoonya_9sIQO2LILPZO35, 5681167]
[paragraph, [95.0, 1235.0, 516.0, 36.0], shoonya_9sIQO2LILPZO35, 5681167]
[paragraph, [95.0, 1271.0, 516.0, 36.0], shoonya_9sIQO2LILPZO35, 5681167]
[paragraph, [105.0, 1336.0, 519.0, 36.0], shoonya_10sMQRKPHKA3RN, 5681167]
[paragraph, [105.0, 1372.0, 519.0, 36.0], shoonya_10sMQRKPHKA3RN, 5681167]
[paragraph, [105.0, 1408.0, 519.0, 36.0], shoonya_10sMQRKPHKA3RN, 5681167]
[paragraph, [105.0, 1444.0, 519.0, 36.0], shoonya_10sMQRKPHKA3RN, 5681167]
[paragraph, [105.0, 1480.0, 519.0, 36.0], shoonya_10sMQRKPHKA3RN, 5681167]
[paragraph, [105.0, 1516.0, 519.0, 36.0], shoonya_10sMQRKPHKA3RN, 5681167]
[paragraph, [105.0, 1552.0, 519.0, 36.0], shoonya_10sMQRKPHKA3RN, 5681167]
[paragraph, [105.0, 1588.0, 519.0, 36.0], shoonya_10sMQRKPHKA3RN, 5681167]
[paragraph, [105.0, 1624.0, 519.0, 36.0], shoonya_10sMQRKPHKA3RN, 5681167]
[paragraph, [105.0, 1660.0, 519.0, 36.0], shoonya_10sMQRKPHKA3RN, 5681167]
[paragraph, [647.0, 1491.0, 523.0, 36.0], iSHMGyeRVB, 5681167]
[paragraph, [647.0, 1527.0, 523.0, 36.0], iSHMGyeRVB, 5681167]
[paragraph, [647.0, 1563.0, 523.0, 36.0], iSHMGyeRVB, 5681167]
[paragraph, [647.0, 1599.0, 523.0, 36.0], iSHMGyeRVB, 5681167]
[paragraph, [647.0, 1635.0, 523.0, 36.0], iSHMGyeRVB, 5681167]
