[3509, 2482]
[folio, [882.0, 222.0, 472.0, 52.5], 6mrgtu_dLa, 5692185]
[paragraph, [319.0, 347.0, 1345.0, 52.5], ffEpOoaKvw, 5692185]
[paragraph, [319.0, 399.5, 1345.0, 52.5], ffEpOoaKvw, 5692185]
[paragraph, [300.0, 512.0, 1367.0, 52.5], u78-Fgk3nY, 5692185]
[paragraph, [322.0, 660.0, 1226.0, 52.5], skhhIIaz6V, 5692185]
[paragraph, [322.0, 760.0, 1139.0, 52.5], LknN33hdiL, 5692185]
[paragraph, [316.0, 829.0, 438.0, 52.5], 3yV6wLA3wX, 5692185]
[paragraph, [334.0, 898.0, 600.0, 52.5], loUzZLFUWD, 5692185]
[paragraph, [231.0, 982.0, 1758.0, 52.5], 22ae8ZpulB, 5692185]
[paragraph, [231.0, 1034.5, 1758.0, 52.5], 22ae8ZpulB, 5692185]
[paragraph, [231.0, 1087.0, 1758.0, 52.5], 22ae8ZpulB, 5692185]
[paragraph, [247.0, 1211.0, 1746.0, 52.5], 9E2b3AZk7J, 5692185]
[paragraph, [247.0, 1263.5, 1746.0, 52.5], 9E2b3AZk7J, 5692185]
[paragraph, [338.0, 1361.0, 654.0, 52.5], YkH3195H2A, 5692185]
[paragraph, [250.0, 1430.0, 1737.0, 52.5], ls6cG75OO3, 5692185]
[paragraph, [250.0, 1482.5, 1737.0, 52.5], ls6cG75OO3, 5692185]
[paragraph, [250.0, 1535.0, 1737.0, 52.5], ls6cG75OO3, 5692185]
[paragraph, [250.0, 1587.5, 1737.0, 52.5], ls6cG75OO3, 5692185]
[paragraph, [250.0, 1640.0, 1737.0, 52.5], ls6cG75OO3, 5692185]
[paragraph, [237.0, 1721.0, 1755.0, 52.5], 3blM1YgWwy, 5692185]
[paragraph, [237.0, 1773.5, 1755.0, 52.5], 3blM1YgWwy, 5692185]
[paragraph, [237.0, 1826.0, 1755.0, 52.5], 3blM1YgWwy, 5692185]
[paragraph, [309.0, 1890.0, 998.0, 52.5], ygey4Ti0_C, 5692185]
[paragraph, [284.0, 1968.0, 1251.0, 52.5], kFHN6PE3Bv, 5692185]
[paragraph, [319.0, 2040.0, 1226.0, 52.5], mI_-n1hpNl, 5692185]
[paragraph, [228.0, 2112.0, 1749.0, 52.5], nXQKauykQZ, 5692185]
[paragraph, [228.0, 2164.5, 1749.0, 52.5], nXQKauykQZ, 5692185]
[paragraph, [316.0, 2275.0, 826.0, 52.5], dCi7i-143N, 5692185]
[paragraph, [316.0, 2341.0, 538.0, 52.5], Qs8nqZ6ti7, 5692185]
[paragraph, [294.0, 2425.0, 741.0, 52.5], MlGvQ3HNKH, 5692185]
[paragraph, [212.0, 2494.0, 1740.0, 52.5], i8jvnaQ5tl, 5692185]
[paragraph, [253.0, 2582.0, 1746.0, 52.5], TSoUpVo0VF, 5692185]
[paragraph, [253.0, 2634.5, 1746.0, 52.5], TSoUpVo0VF, 5692185]
