[2339, 1653]
[paragraph, [237.0, 209.0, 1179.0, 36.0], shoonya_0sU0SW6RT15MGK, 5686339]
[paragraph, [237.0, 245.0, 1179.0, 36.0], shoonya_0sU0SW6RT15MGK, 5686339]
[paragraph, [237.0, 281.0, 1179.0, 36.0], shoonya_0sU0SW6RT15MGK, 5686339]
[paragraph, [237.0, 317.0, 1179.0, 36.0], shoonya_0sU0SW6RT15MGK, 5686339]
[paragraph, [237.0, 353.0, 1179.0, 36.0], shoonya_0sU0SW6RT15MGK, 5686339]
[paragraph, [237.0, 389.0, 1179.0, 36.0], shoonya_0sU0SW6RT15MGK, 5686339]
[paragraph, [237.0, 425.0, 1179.0, 36.0], shoonya_0sU0SW6RT15MGK, 5686339]
[paragraph, [237.0, 461.0, 1179.0, 36.0], shoonya_0sU0SW6RT15MGK, 5686339]
[paragraph, [237.0, 497.0, 1179.0, 36.0], shoonya_0sU0SW6RT15MGK, 5686339]
[paragraph, [237.0, 533.0, 1179.0, 36.0], shoonya_0sU0SW6RT15MGK, 5686339]
[paragraph, [237.0, 569.0, 1179.0, 36.0], shoonya_0sU0SW6RT15MGK, 5686339]
[paragraph, [237.0, 605.0, 1179.0, 36.0], shoonya_0sU0SW6RT15MGK, 5686339]
[paragraph, [237.0, 641.0, 1179.0, 36.0], shoonya_0sU0SW6RT15MGK, 5686339]
[paragraph, [237.0, 677.0, 1179.0, 36.0], shoonya_0sU0SW6RT15MGK, 5686339]
[paragraph, [237.0, 713.0, 1179.0, 36.0], shoonya_0sU0SW6RT15MGK, 5686339]
[paragraph, [237.0, 749.0, 1179.0, 36.0], shoonya_0sU0SW6RT15MGK, 5686339]
[paragraph, [237.0, 785.0, 1179.0, 36.0], shoonya_0sU0SW6RT15MGK, 5686339]
[paragraph, [237.0, 821.0, 1179.0, 36.0], shoonya_0sU0SW6RT15MGK, 5686339]
[paragraph, [237.0, 857.0, 1179.0, 36.0], shoonya_0sU0SW6RT15MGK, 5686339]
[paragraph, [237.0, 893.0, 1179.0, 36.0], shoonya_0sU0SW6RT15MGK, 5686339]
[paragraph, [238.0, 964.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1000.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1036.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1072.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1108.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1144.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1180.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1216.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1252.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1288.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1324.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1360.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1396.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1432.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1468.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1504.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1540.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1576.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1612.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1648.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1684.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1720.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1756.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1792.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1828.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1864.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1900.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1936.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 1972.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 2008.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
[paragraph, [238.0, 2044.0, 1175.0, 36.0], shoonya_1sX3N6YP7G846I, 5686339]
