[2084, 1289]
[paragraph, [137.0, 265.0, 1023.0, 36.0], shoonya_0s0ONYEQ9YLSOS, 5661144]
[paragraph, [137.0, 301.0, 1023.0, 36.0], shoonya_0s0ONYEQ9YLSOS, 5661144]
[paragraph, [137.0, 337.0, 1023.0, 36.0], shoonya_0s0ONYEQ9YLSOS, 5661144]
[ordered-list, [113.0, 384.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 420.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 456.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 492.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 528.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 564.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 600.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 636.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 672.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 708.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 744.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 780.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 816.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 852.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 888.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 924.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 960.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 996.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 1032.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 1068.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 1104.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 1140.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 1176.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 1212.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 1248.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 1284.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 1320.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 1356.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 1392.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 1428.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 1464.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 1500.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 1536.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 1572.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 1608.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 1644.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 1680.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 1716.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 1752.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 1788.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[ordered-list, [113.0, 1824.0, 1065.0, 36.0], shoonya_3sZA9EW8BKNA8E, 5661144]
[folio, [632.0, 1938.0, 655.0, 36.0], shoonya_2sX0ZC2JGTS6TF, 5661144]
[folio, [632.0, 1974.0, 655.0, 36.0], shoonya_2sX0ZC2JGTS6TF, 5661144]
