[2200, 1700]
[paragraph, [370.0, 115.0, 1134.0, 36.0], shoonya_1s8BEZGMVO6PXU, 5733962]
[paragraph, [370.0, 151.0, 1134.0, 36.0], shoonya_1s8BEZGMVO6PXU, 5733962]
[paragraph, [370.0, 187.0, 1134.0, 36.0], shoonya_1s8BEZGMVO6PXU, 5733962]
[paragraph, [370.0, 223.0, 1134.0, 36.0], shoonya_1s8BEZGMVO6PXU, 5733962]
[paragraph, [370.0, 259.0, 1134.0, 36.0], shoonya_1s8BEZGMVO6PXU, 5733962]
[paragraph, [370.0, 295.0, 1134.0, 36.0], shoonya_1s8BEZGMVO6PXU, 5733962]
[paragraph, [370.0, 331.0, 1134.0, 36.0], shoonya_1s8BEZGMVO6PXU, 5733962]
[paragraph, [370.0, 367.0, 1134.0, 36.0], shoonya_1s8BEZGMVO6PXU, 5733962]
[paragraph, [370.0, 403.0, 1134.0, 36.0], shoonya_1s8BEZGMVO6PXU, 5733962]
[paragraph, [373.0, 470.0, 1138.0, 36.0], shoonya_2s8OO18746FNHA, 5733962]
[paragraph, [373.0, 506.0, 1138.0, 36.0], shoonya_2s8OO18746FNHA, 5733962]
[paragraph, [373.0, 542.0, 1138.0, 36.0], shoonya_2s8OO18746FNHA, 5733962]
[paragraph, [373.0, 578.0, 1138.0, 36.0], shoonya_2s8OO18746FNHA, 5733962]
[paragraph, [373.0, 614.0, 1138.0, 36.0], shoonya_2s8OO18746FNHA, 5733962]
[paragraph, [373.0, 650.0, 1138.0, 36.0], shoonya_2s8OO18746FNHA, 5733962]
[paragraph, [373.0, 686.0, 1138.0, 36.0], shoonya_2s8OO18746FNHA, 5733962]
[paragraph, [373.0, 722.0, 1138.0, 36.0], shoonya_2s8OO18746FNHA, 5733962]
[paragraph, [373.0, 758.0, 1138.0, 36.0], shoonya_2s8OO18746FNHA, 5733962]
[paragraph, [373.0, 794.0, 1138.0, 36.0], shoonya_2s8OO18746FNHA, 5733962]
[paragraph, [373.0, 830.0, 1138.0, 36.0], shoonya_2s8OO18746FNHA, 5733962]
[paragraph, [373.0, 866.0, 1138.0, 36.0], shoonya_2s8OO18746FNHA, 5733962]
[paragraph, [373.0, 902.0, 1138.0, 36.0], shoonya_2s8OO18746FNHA, 5733962]
[paragraph, [373.0, 938.0, 1138.0, 36.0], shoonya_2s8OO18746FNHA, 5733962]
[paragraph, [373.0, 974.0, 1138.0, 36.0], shoonya_2s8OO18746FNHA, 5733962]
[paragraph, [373.0, 1010.0, 1138.0, 36.0], shoonya_2s8OO18746FNHA, 5733962]
[paragraph, [373.0, 1046.0, 1138.0, 36.0], shoonya_2s8OO18746FNHA, 5733962]
[paragraph, [369.0, 1084.0, 1136.0, 36.0], shoonya_3sA2E9BMDH89P4, 5733962]
[paragraph, [369.0, 1120.0, 1136.0, 36.0], shoonya_3sA2E9BMDH89P4, 5733962]
[paragraph, [369.0, 1156.0, 1136.0, 36.0], shoonya_3sA2E9BMDH89P4, 5733962]
[paragraph, [369.0, 1192.0, 1136.0, 36.0], shoonya_3sA2E9BMDH89P4, 5733962]
[paragraph, [373.0, 1268.0, 1133.0, 36.0], shoonya_0s4AE7FCHOG4UF, 5733962]
[paragraph, [373.0, 1304.0, 1133.0, 36.0], shoonya_0s4AE7FCHOG4UF, 5733962]
[paragraph, [373.0, 1340.0, 1133.0, 36.0], shoonya_0s4AE7FCHOG4UF, 5733962]
[paragraph, [373.0, 1376.0, 1133.0, 36.0], shoonya_0s4AE7FCHOG4UF, 5733962]
[paragraph, [373.0, 1412.0, 1133.0, 36.0], shoonya_0s4AE7FCHOG4UF, 5733962]
[paragraph, [373.0, 1448.0, 1133.0, 36.0], shoonya_0s4AE7FCHOG4UF, 5733962]
[paragraph, [373.0, 1484.0, 1133.0, 36.0], shoonya_0s4AE7FCHOG4UF, 5733962]
[paragraph, [373.0, 1520.0, 1133.0, 36.0], shoonya_0s4AE7FCHOG4UF, 5733962]
[paragraph, [373.0, 1556.0, 1133.0, 36.0], shoonya_0s4AE7FCHOG4UF, 5733962]
[paragraph, [373.0, 1592.0, 1133.0, 36.0], shoonya_0s4AE7FCHOG4UF, 5733962]
[paragraph, [373.0, 1628.0, 1133.0, 36.0], shoonya_0s4AE7FCHOG4UF, 5733962]
[paragraph, [373.0, 1664.0, 1133.0, 36.0], shoonya_0s4AE7FCHOG4UF, 5733962]
[paragraph, [373.0, 1700.0, 1133.0, 36.0], shoonya_0s4AE7FCHOG4UF, 5733962]
[paragraph, [373.0, 1736.0, 1133.0, 36.0], shoonya_0s4AE7FCHOG4UF, 5733962]
[paragraph, [373.0, 1772.0, 1133.0, 36.0], shoonya_0s4AE7FCHOG4UF, 5733962]
[paragraph, [373.0, 1808.0, 1133.0, 36.0], shoonya_0s4AE7FCHOG4UF, 5733962]
[paragraph, [373.0, 1844.0, 1133.0, 36.0], shoonya_0s4AE7FCHOG4UF, 5733962]
[paragraph, [373.0, 1880.0, 1133.0, 36.0], shoonya_0s4AE7FCHOG4UF, 5733962]
[paragraph, [373.0, 1916.0, 1133.0, 36.0], shoonya_0s4AE7FCHOG4UF, 5733962]
[paragraph, [373.0, 1952.0, 1133.0, 36.0], shoonya_0s4AE7FCHOG4UF, 5733962]
[paragraph, [373.0, 1988.0, 1133.0, 36.0], shoonya_0s4AE7FCHOG4UF, 5733962]
