[2339, 1654]
[chapter-title, [382.0, 45.0, 930.0, 70.5], MkMnqEwHXp, 5750513]
[chapter-title, [382.0, 115.5, 930.0, 70.5], MkMnqEwHXp, 5750513]
[chapter-title, [382.0, 186.0, 930.0, 70.5], MkMnqEwHXp, 5750513]
[paragraph, [93.0, 328.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 364.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 400.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 436.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 472.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 508.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 544.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 580.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 616.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 652.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 688.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 724.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 760.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 796.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 832.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 868.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 904.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 940.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 976.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1012.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1048.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1084.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1120.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1156.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1192.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1228.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1264.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1300.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1336.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1372.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1408.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1444.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1480.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1516.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1552.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1588.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1624.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1660.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1696.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1732.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1768.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1804.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1840.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1876.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [93.0, 1912.0, 1484.0, 36.0], shoonya_0sJO1EM9HJDYSH, 5750513]
[paragraph, [250.0, 1977.0, 1151.0, 36.0], 5h3MsmzImM, 5750513]
[paragraph, [250.0, 2013.0, 1151.0, 36.0], 5h3MsmzImM, 5750513]
