[3508, 2481]
[contact-info, [679.0, 350.0, 1125.0, 52.5], _-Kp89Xway, 6491262]
[contact-info, [679.0, 402.5, 1125.0, 52.5], _-Kp89Xway, 6491262]
[section-title, [694.0, 567.0, 1066.0, 93.0], LYSpghpmXK, 6491262]
[paragraph, [224.0, 818.0, 1202.0, 52.5], shoonya_5s7097LFOQJ91K, 6491262]
[placeholder-text, [208.0, 1090.0, 272.0, 18.0], ojjmV5RYwO, 6491262]
[placeholder-text, [208.0, 1108.0, 272.0, 18.0], ojjmV5RYwO, 6491262]
[paragraph, [226.0, 1328.0, 456.0, 52.5], shoonya_8s2M74M4IP37YT, 6491262]
[paragraph, [211.0, 1445.0, 2071.0, 52.5], shoonya_0sMDYSPK3SME0D, 6491262]
[paragraph, [211.0, 1497.5, 2071.0, 52.5], shoonya_0sMDYSPK3SME0D, 6491262]
[paragraph, [211.0, 1550.0, 2071.0, 52.5], shoonya_0sMDYSPK3SME0D, 6491262]
[paragraph, [211.0, 1602.5, 2071.0, 52.5], shoonya_0sMDYSPK3SME0D, 6491262]
[paragraph, [211.0, 1655.0, 2071.0, 52.5], shoonya_0sMDYSPK3SME0D, 6491262]
[paragraph, [211.0, 1707.5, 2071.0, 52.5], shoonya_0sMDYSPK3SME0D, 6491262]
[paragraph, [214.0, 1798.0, 2065.0, 52.5], shoonya_1sPV6I3547ZXAL, 6491262]
[paragraph, [214.0, 1850.5, 2065.0, 52.5], shoonya_1sPV6I3547ZXAL, 6491262]
[paragraph, [214.0, 1903.0, 2065.0, 52.5], shoonya_1sPV6I3547ZXAL, 6491262]
[paragraph, [214.0, 1955.5, 2065.0, 52.5], shoonya_1sPV6I3547ZXAL, 6491262]
[paragraph, [214.0, 2008.0, 2065.0, 52.5], shoonya_1sPV6I3547ZXAL, 6491262]
[paragraph, [214.0, 2060.5, 2065.0, 52.5], shoonya_1sPV6I3547ZXAL, 6491262]
[paragraph, [214.0, 2113.0, 2065.0, 52.5], shoonya_1sPV6I3547ZXAL, 6491262]
[paragraph, [210.0, 2178.0, 2152.0, 52.5], AVAna8eLmY, 6491262]
[paragraph, [210.0, 2230.5, 2152.0, 52.5], AVAna8eLmY, 6491262]
[paragraph, [210.0, 2283.0, 2152.0, 52.5], AVAna8eLmY, 6491262]
[paragraph, [210.0, 2335.5, 2152.0, 52.5], AVAna8eLmY, 6491262]
[paragraph, [210.0, 2388.0, 2152.0, 52.5], AVAna8eLmY, 6491262]
[contact-info, [222.0, 2573.0, 480.0, 52.5], shoonya_2sG7KE628GKBPG, 6491262]
[contact-info, [222.0, 2625.5, 480.0, 52.5], shoonya_2sG7KE628GKBPG, 6491262]
[contact-info, [1763.0, 3280.0, 525.0, 52.5], shoonya_6sSIQBHO98AQR8, 6491262]
[contact-info, [1763.0, 3332.5, 525.0, 52.5], shoonya_6sSIQBHO98AQR8, 6491262]
