[1050, 693]
[paragraph, [78.0, 116.0, 531.0, 18.0], shoonya_1s2C9OOIPZ9ID3, 5702373]
[paragraph, [78.0, 134.0, 531.0, 18.0], shoonya_1s2C9OOIPZ9ID3, 5702373]
[paragraph, [78.0, 152.0, 531.0, 18.0], shoonya_1s2C9OOIPZ9ID3, 5702373]
[paragraph, [78.0, 170.0, 531.0, 18.0], shoonya_1s2C9OOIPZ9ID3, 5702373]
[paragraph, [78.0, 188.0, 531.0, 18.0], shoonya_1s2C9OOIPZ9ID3, 5702373]
[paragraph, [78.0, 206.0, 531.0, 18.0], shoonya_1s2C9OOIPZ9ID3, 5702373]
[paragraph, [78.0, 224.0, 531.0, 18.0], shoonya_1s2C9OOIPZ9ID3, 5702373]
[paragraph, [78.0, 242.0, 531.0, 18.0], shoonya_1s2C9OOIPZ9ID3, 5702373]
[paragraph, [78.0, 260.0, 531.0, 18.0], shoonya_1s2C9OOIPZ9ID3, 5702373]
[paragraph, [78.0, 278.0, 531.0, 18.0], shoonya_1s2C9OOIPZ9ID3, 5702373]
[paragraph, [78.0, 296.0, 531.0, 18.0], shoonya_1s2C9OOIPZ9ID3, 5702373]
[paragraph, [78.0, 314.0, 531.0, 18.0], shoonya_1s2C9OOIPZ9ID3, 5702373]
[paragraph, [78.0, 332.0, 531.0, 18.0], shoonya_1s2C9OOIPZ9ID3, 5702373]
[paragraph, [78.0, 350.0, 531.0, 18.0], shoonya_1s2C9OOIPZ9ID3, 5702373]
[paragraph, [78.0, 368.0, 531.0, 18.0], shoonya_1s2C9OOIPZ9ID3, 5702373]
[paragraph, [78.0, 386.0, 531.0, 18.0], shoonya_1s2C9OOIPZ9ID3, 5702373]
[paragraph, [81.0, 415.0, 532.0, 18.0], Lf5ElEBEZf, 5702373]
[paragraph, [81.0, 433.0, 532.0, 18.0], Lf5ElEBEZf, 5702373]
[paragraph, [81.0, 451.0, 532.0, 18.0], Lf5ElEBEZf, 5702373]
[paragraph, [81.0, 469.0, 532.0, 18.0], Lf5ElEBEZf, 5702373]
[paragraph, [81.0, 487.0, 532.0, 18.0], Lf5ElEBEZf, 5702373]
[paragraph, [81.0, 505.0, 532.0, 18.0], Lf5ElEBEZf, 5702373]
[paragraph, [84.0, 533.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
[paragraph, [84.0, 551.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
[paragraph, [84.0, 569.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
[paragraph, [84.0, 587.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
[paragraph, [84.0, 605.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
[paragraph, [84.0, 623.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
[paragraph, [84.0, 641.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
[paragraph, [84.0, 659.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
[paragraph, [84.0, 677.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
[paragraph, [84.0, 695.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
[paragraph, [84.0, 713.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
[paragraph, [84.0, 731.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
[paragraph, [84.0, 749.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
[paragraph, [84.0, 767.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
[paragraph, [84.0, 785.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
[paragraph, [84.0, 803.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
[paragraph, [84.0, 821.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
[paragraph, [84.0, 839.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
[paragraph, [84.0, 857.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
[paragraph, [84.0, 875.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
[paragraph, [84.0, 893.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
[paragraph, [84.0, 911.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
[paragraph, [84.0, 929.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
[paragraph, [84.0, 947.0, 524.0, 18.0], shoonya_0s0B7PGU3BMNFA, 5702373]
