[576, 720]
[folio, [384.0, 38.0, 71.0, 18.0], cIlPDZ9OIk, 6534126]
[paragraph, [384.0, 64.0, 299.0, 18.0], shoonya_0sIQO6408VA3LQ, 6534126]
[paragraph, [384.0, 82.0, 299.0, 18.0], shoonya_0sIQO6408VA3LQ, 6534126]
[paragraph, [384.0, 100.0, 299.0, 18.0], shoonya_0sIQO6408VA3LQ, 6534126]
[paragraph, [384.0, 118.0, 299.0, 18.0], shoonya_0sIQO6408VA3LQ, 6534126]
[paragraph, [384.0, 136.0, 299.0, 18.0], shoonya_0sIQO6408VA3LQ, 6534126]
[paragraph, [384.0, 154.0, 299.0, 18.0], shoonya_0sIQO6408VA3LQ, 6534126]
[paragraph, [33.0, 66.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 84.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 102.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 120.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 138.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 156.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 174.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 192.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 210.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 228.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 246.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 264.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 282.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 300.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 318.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 336.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 354.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 372.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 390.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 408.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 426.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 444.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 462.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 480.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 498.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 516.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [33.0, 534.0, 302.0, 18.0], shoonya_3sZCGTO77LZ5E6, 6534126]
[paragraph, [387.0, 186.0, 299.0, 18.0], shoonya_1sO8D78LKX8I9T, 6534126]
[paragraph, [387.0, 204.0, 299.0, 18.0], shoonya_1sO8D78LKX8I9T, 6534126]
[paragraph, [387.0, 222.0, 299.0, 18.0], shoonya_1sO8D78LKX8I9T, 6534126]
[paragraph, [387.0, 240.0, 299.0, 18.0], shoonya_1sO8D78LKX8I9T, 6534126]
[paragraph, [387.0, 258.0, 299.0, 18.0], shoonya_1sO8D78LKX8I9T, 6534126]
[paragraph, [387.0, 276.0, 299.0, 18.0], shoonya_1sO8D78LKX8I9T, 6534126]
[paragraph, [387.0, 294.0, 299.0, 18.0], shoonya_1sO8D78LKX8I9T, 6534126]
[paragraph, [387.0, 312.0, 299.0, 18.0], shoonya_1sO8D78LKX8I9T, 6534126]
[paragraph, [387.0, 330.0, 299.0, 18.0], shoonya_1sO8D78LKX8I9T, 6534126]
[paragraph, [387.0, 348.0, 299.0, 18.0], shoonya_1sO8D78LKX8I9T, 6534126]
[paragraph, [387.0, 366.0, 299.0, 18.0], shoonya_1sO8D78LKX8I9T, 6534126]
[paragraph, [387.0, 384.0, 299.0, 18.0], shoonya_1sO8D78LKX8I9T, 6534126]
[paragraph, [387.0, 402.0, 299.0, 18.0], shoonya_1sO8D78LKX8I9T, 6534126]
[paragraph, [387.0, 420.0, 299.0, 18.0], shoonya_1sO8D78LKX8I9T, 6534126]
[paragraph, [387.0, 438.0, 299.0, 18.0], shoonya_1sO8D78LKX8I9T, 6534126]
[paragraph, [387.0, 456.0, 299.0, 18.0], shoonya_1sO8D78LKX8I9T, 6534126]
[paragraph, [387.0, 474.0, 299.0, 18.0], shoonya_1sO8D78LKX8I9T, 6534126]
[paragraph, [387.0, 492.0, 299.0, 18.0], shoonya_1sO8D78LKX8I9T, 6534126]
[paragraph, [387.0, 510.0, 299.0, 18.0], shoonya_1sO8D78LKX8I9T, 6534126]
[paragraph, [387.0, 528.0, 299.0, 18.0], shoonya_1sO8D78LKX8I9T, 6534126]
