[2339, 1653]
[folio, [237.0, 330.0, 241.0, 36.0], de-2uX2_5_, 5735861]
[sidebar, [64.0, 443.0, 129.0, 36.0], shoonya_7s9GAB06J229T5, 5735861]
[figure-caption, [540.0, 1086.0, 577.0, 36.0], shoonya_5sY9CYLLNF63Z1, 5735861]
[paragraph, [231.0, 1141.0, 593.0, 36.0], shoonya_1sIDGOQK2TG8FL, 5735861]
[paragraph, [231.0, 1177.0, 593.0, 36.0], shoonya_1sIDGOQK2TG8FL, 5735861]
[paragraph, [231.0, 1213.0, 593.0, 36.0], shoonya_1sIDGOQK2TG8FL, 5735861]
[paragraph, [231.0, 1249.0, 593.0, 36.0], shoonya_1sIDGOQK2TG8FL, 5735861]
[paragraph, [231.0, 1285.0, 593.0, 36.0], shoonya_1sIDGOQK2TG8FL, 5735861]
[paragraph, [231.0, 1321.0, 593.0, 36.0], shoonya_1sIDGOQK2TG8FL, 5735861]
[paragraph, [231.0, 1357.0, 593.0, 36.0], shoonya_1sIDGOQK2TG8FL, 5735861]
[paragraph, [231.0, 1393.0, 593.0, 36.0], shoonya_1sIDGOQK2TG8FL, 5735861]
[paragraph, [231.0, 1429.0, 593.0, 36.0], shoonya_1sIDGOQK2TG8FL, 5735861]
[paragraph, [231.0, 1465.0, 593.0, 36.0], shoonya_1sIDGOQK2TG8FL, 5735861]
[paragraph, [231.0, 1501.0, 593.0, 36.0], shoonya_1sIDGOQK2TG8FL, 5735861]
[paragraph, [231.0, 1537.0, 593.0, 36.0], shoonya_1sIDGOQK2TG8FL, 5735861]
[paragraph, [231.0, 1573.0, 593.0, 36.0], shoonya_1sIDGOQK2TG8FL, 5735861]
[paragraph, [231.0, 1609.0, 593.0, 36.0], shoonya_1sIDGOQK2TG8FL, 5735861]
[paragraph, [231.0, 1645.0, 593.0, 36.0], shoonya_1sIDGOQK2TG8FL, 5735861]
[paragraph, [231.0, 1681.0, 593.0, 36.0], shoonya_1sIDGOQK2TG8FL, 5735861]
[paragraph, [231.0, 1717.0, 593.0, 36.0], shoonya_1sIDGOQK2TG8FL, 5735861]
[paragraph, [231.0, 1753.0, 593.0, 36.0], shoonya_1sIDGOQK2TG8FL, 5735861]
[paragraph, [231.0, 1789.0, 593.0, 36.0], shoonya_1sIDGOQK2TG8FL, 5735861]
[paragraph, [231.0, 1825.0, 593.0, 36.0], shoonya_1sIDGOQK2TG8FL, 5735861]
[paragraph, [231.0, 1861.0, 593.0, 36.0], shoonya_1sIDGOQK2TG8FL, 5735861]
[paragraph, [231.0, 1897.0, 593.0, 36.0], shoonya_1sIDGOQK2TG8FL, 5735861]
[paragraph, [834.0, 1146.0, 421.0, 36.0], shoonya_3sG61OC4S5JBG3, 5735861]
[paragraph, [835.0, 1190.0, 580.0, 36.0], shoonya_2s62ECZRT96IT1, 5735861]
[paragraph, [835.0, 1226.0, 580.0, 36.0], shoonya_2s62ECZRT96IT1, 5735861]
[paragraph, [835.0, 1262.0, 580.0, 36.0], shoonya_2s62ECZRT96IT1, 5735861]
[paragraph, [835.0, 1298.0, 580.0, 36.0], shoonya_2s62ECZRT96IT1, 5735861]
[paragraph, [835.0, 1334.0, 580.0, 36.0], shoonya_2s62ECZRT96IT1, 5735861]
[paragraph, [835.0, 1370.0, 580.0, 36.0], shoonya_2s62ECZRT96IT1, 5735861]
[paragraph, [835.0, 1406.0, 580.0, 36.0], shoonya_2s62ECZRT96IT1, 5735861]
[paragraph, [835.0, 1442.0, 580.0, 36.0], shoonya_2s62ECZRT96IT1, 5735861]
[paragraph, [835.0, 1478.0, 580.0, 36.0], shoonya_2s62ECZRT96IT1, 5735861]
[paragraph, [835.0, 1514.0, 580.0, 36.0], shoonya_2s62ECZRT96IT1, 5735861]
[paragraph, [835.0, 1550.0, 580.0, 36.0], shoonya_2s62ECZRT96IT1, 5735861]
[paragraph, [835.0, 1586.0, 580.0, 36.0], shoonya_2s62ECZRT96IT1, 5735861]
[paragraph, [835.0, 1622.0, 580.0, 36.0], shoonya_2s62ECZRT96IT1, 5735861]
[paragraph, [835.0, 1658.0, 580.0, 36.0], shoonya_2s62ECZRT96IT1, 5735861]
[paragraph, [835.0, 1694.0, 580.0, 36.0], shoonya_2s62ECZRT96IT1, 5735861]
[paragraph, [835.0, 1730.0, 580.0, 36.0], shoonya_2s62ECZRT96IT1, 5735861]
[paragraph, [835.0, 1766.0, 580.0, 36.0], shoonya_2s62ECZRT96IT1, 5735861]
[paragraph, [835.0, 1802.0, 580.0, 36.0], shoonya_2s62ECZRT96IT1, 5735861]
[paragraph, [835.0, 1838.0, 580.0, 36.0], shoonya_2s62ECZRT96IT1, 5735861]
[paragraph, [835.0, 1874.0, 580.0, 36.0], shoonya_2s62ECZRT96IT1, 5735861]
[paragraph, [835.0, 1910.0, 580.0, 36.0], shoonya_2s62ECZRT96IT1, 5735861]
[folio, [1182.0, 1966.0, 231.0, 36.0], shoonya_6s2ADHFZKQPGGB, 5735861]
