[2334, 1650]
[paragraph, [310.0, 145.0, 1141.0, 36.0], shoonya_4sW1SDZV9KSTOM, 5653040]
[paragraph, [310.0, 181.0, 1141.0, 36.0], shoonya_4sW1SDZV9KSTOM, 5653040]
[paragraph, [310.0, 217.0, 1141.0, 36.0], shoonya_4sW1SDZV9KSTOM, 5653040]
[paragraph, [310.0, 253.0, 1141.0, 36.0], shoonya_4sW1SDZV9KSTOM, 5653040]
[paragraph, [310.0, 289.0, 1141.0, 36.0], shoonya_4sW1SDZV9KSTOM, 5653040]
[paragraph, [310.0, 325.0, 1141.0, 36.0], shoonya_4sW1SDZV9KSTOM, 5653040]
[paragraph, [310.0, 361.0, 1141.0, 36.0], shoonya_4sW1SDZV9KSTOM, 5653040]
[paragraph, [310.0, 397.0, 1141.0, 36.0], shoonya_4sW1SDZV9KSTOM, 5653040]
[paragraph, [310.0, 433.0, 1141.0, 36.0], shoonya_4sW1SDZV9KSTOM, 5653040]
[paragraph, [323.0, 484.0, 1128.0, 36.0], shoonya_2sIPO0RE9AHSFR, 5653040]
[paragraph, [323.0, 520.0, 1128.0, 36.0], shoonya_2sIPO0RE9AHSFR, 5653040]
[paragraph, [323.0, 556.0, 1128.0, 36.0], shoonya_2sIPO0RE9AHSFR, 5653040]
[paragraph, [323.0, 592.0, 1128.0, 36.0], shoonya_2sIPO0RE9AHSFR, 5653040]
[paragraph, [323.0, 628.0, 1128.0, 36.0], shoonya_2sIPO0RE9AHSFR, 5653040]
[paragraph, [323.0, 664.0, 1128.0, 36.0], shoonya_2sIPO0RE9AHSFR, 5653040]
[paragraph, [323.0, 700.0, 1128.0, 36.0], shoonya_2sIPO0RE9AHSFR, 5653040]
[paragraph, [323.0, 736.0, 1128.0, 36.0], shoonya_2sIPO0RE9AHSFR, 5653040]
[paragraph, [323.0, 772.0, 1128.0, 36.0], shoonya_2sIPO0RE9AHSFR, 5653040]
[paragraph, [372.0, 821.0, 894.0, 36.0], shoonya_6s3FQV53HVGGMS, 5653040]
[paragraph, [335.0, 868.0, 1115.0, 36.0], shoonya_3sJ8YX0VXAR9DR, 5653040]
[paragraph, [335.0, 904.0, 1115.0, 36.0], shoonya_3sJ8YX0VXAR9DR, 5653040]
[paragraph, [335.0, 940.0, 1115.0, 36.0], shoonya_3sJ8YX0VXAR9DR, 5653040]
[paragraph, [335.0, 976.0, 1115.0, 36.0], shoonya_3sJ8YX0VXAR9DR, 5653040]
[paragraph, [334.0, 1042.0, 1111.0, 36.0], shoonya_1sT4UM19M6KQKB, 5653040]
[paragraph, [334.0, 1078.0, 1111.0, 36.0], shoonya_1sT4UM19M6KQKB, 5653040]
[paragraph, [334.0, 1114.0, 1111.0, 36.0], shoonya_1sT4UM19M6KQKB, 5653040]
[paragraph, [334.0, 1150.0, 1111.0, 36.0], shoonya_1sT4UM19M6KQKB, 5653040]
[paragraph, [334.0, 1186.0, 1111.0, 36.0], shoonya_1sT4UM19M6KQKB, 5653040]
[paragraph, [334.0, 1222.0, 1111.0, 36.0], shoonya_1sT4UM19M6KQKB, 5653040]
[paragraph, [334.0, 1258.0, 1111.0, 36.0], shoonya_1sT4UM19M6KQKB, 5653040]
[paragraph, [334.0, 1294.0, 1111.0, 36.0], shoonya_1sT4UM19M6KQKB, 5653040]
[paragraph, [334.0, 1330.0, 1111.0, 36.0], shoonya_1sT4UM19M6KQKB, 5653040]
[paragraph, [334.0, 1366.0, 1111.0, 36.0], shoonya_1sT4UM19M6KQKB, 5653040]
[paragraph, [331.0, 1428.0, 1120.0, 36.0], shoonya_0s8SAV1L6IDM0U, 5653040]
[paragraph, [331.0, 1464.0, 1120.0, 36.0], shoonya_0s8SAV1L6IDM0U, 5653040]
[paragraph, [331.0, 1500.0, 1120.0, 36.0], shoonya_0s8SAV1L6IDM0U, 5653040]
[paragraph, [331.0, 1536.0, 1120.0, 36.0], shoonya_0s8SAV1L6IDM0U, 5653040]
[paragraph, [331.0, 1572.0, 1120.0, 36.0], shoonya_0s8SAV1L6IDM0U, 5653040]
[paragraph, [331.0, 1608.0, 1120.0, 36.0], shoonya_0s8SAV1L6IDM0U, 5653040]
[paragraph, [331.0, 1644.0, 1120.0, 36.0], shoonya_0s8SAV1L6IDM0U, 5653040]
[paragraph, [331.0, 1680.0, 1120.0, 36.0], shoonya_0s8SAV1L6IDM0U, 5653040]
[paragraph, [331.0, 1716.0, 1120.0, 36.0], shoonya_0s8SAV1L6IDM0U, 5653040]
[paragraph, [331.0, 1752.0, 1120.0, 36.0], shoonya_0s8SAV1L6IDM0U, 5653040]
[paragraph, [331.0, 1788.0, 1120.0, 36.0], shoonya_0s8SAV1L6IDM0U, 5653040]
[paragraph, [331.0, 1824.0, 1120.0, 36.0], shoonya_0s8SAV1L6IDM0U, 5653040]
[paragraph, [331.0, 1860.0, 1120.0, 36.0], shoonya_0s8SAV1L6IDM0U, 5653040]
[paragraph, [329.0, 1917.0, 1114.0, 36.0], shoonya_5sIGSPNDEY02HI, 5653040]
[paragraph, [329.0, 1953.0, 1114.0, 36.0], shoonya_5sIGSPNDEY02HI, 5653040]
[paragraph, [329.0, 1989.0, 1114.0, 36.0], shoonya_5sIGSPNDEY02HI, 5653040]
[folio, [400.0, 2086.0, 350.0, 36.0], nN6GN93ujA, 5653040]
