[1447, 1093]
[section-title, [473.0, 78.0, 529.0, 30.0], shoonya_3sNYDNY43HQYAJ, 5715798]
[section-title, [473.0, 108.0, 529.0, 30.0], shoonya_3sNYDNY43HQYAJ, 5715798]
[section-title, [473.0, 138.0, 529.0, 30.0], shoonya_3sNYDNY43HQYAJ, 5715798]
[section-title, [473.0, 168.0, 529.0, 30.0], shoonya_3sNYDNY43HQYAJ, 5715798]
[section-title, [473.0, 198.0, 529.0, 30.0], shoonya_3sNYDNY43HQYAJ, 5715798]
[section-title, [473.0, 228.0, 529.0, 30.0], shoonya_3sNYDNY43HQYAJ, 5715798]
[unordered-list, [123.0, 278.0, 564.0, 18.0], shoonya_4s1V1224RVDQU2, 5715798]
[unordered-list, [123.0, 296.0, 564.0, 18.0], shoonya_4s1V1224RVDQU2, 5715798]
[unordered-list, [123.0, 314.0, 564.0, 18.0], shoonya_4s1V1224RVDQU2, 5715798]
[unordered-list, [123.0, 332.0, 564.0, 18.0], shoonya_4s1V1224RVDQU2, 5715798]
[unordered-list, [123.0, 350.0, 564.0, 18.0], shoonya_4s1V1224RVDQU2, 5715798]
[unordered-list, [123.0, 368.0, 564.0, 18.0], shoonya_4s1V1224RVDQU2, 5715798]
[unordered-list, [123.0, 386.0, 564.0, 18.0], shoonya_4s1V1224RVDQU2, 5715798]
[paragraph, [113.0, 461.0, 847.0, 18.0], shoonya_2s66VYOYMY5EI2, 5715798]
[paragraph, [113.0, 479.0, 847.0, 18.0], shoonya_2s66VYOYMY5EI2, 5715798]
[paragraph, [113.0, 497.0, 847.0, 18.0], shoonya_2s66VYOYMY5EI2, 5715798]
[paragraph, [113.0, 515.0, 847.0, 18.0], shoonya_2s66VYOYMY5EI2, 5715798]
[paragraph, [113.0, 533.0, 847.0, 18.0], shoonya_2s66VYOYMY5EI2, 5715798]
[paragraph, [113.0, 551.0, 847.0, 18.0], shoonya_2s66VYOYMY5EI2, 5715798]
[paragraph, [113.0, 569.0, 847.0, 18.0], shoonya_2s66VYOYMY5EI2, 5715798]
[paragraph, [113.0, 587.0, 847.0, 18.0], shoonya_2s66VYOYMY5EI2, 5715798]
[paragraph, [113.0, 605.0, 847.0, 18.0], shoonya_2s66VYOYMY5EI2, 5715798]
[paragraph, [236.0, 742.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 760.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 778.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 796.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 814.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 832.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 850.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 868.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 886.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 904.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 922.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 940.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 958.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 976.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 994.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 1012.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 1030.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 1048.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 1066.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 1084.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 1102.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 1120.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 1138.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 1156.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 1174.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 1192.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 1210.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 1228.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
[paragraph, [236.0, 1246.0, 632.0, 18.0], shoonya_0sRRNEM5VQK1ON, 5715798]
