[1241, 1754]
[paragraph, [130.0, 36.0, 1487.0, 18.0], B_VWyq9cqg, 6476619]
[paragraph, [130.0, 54.0, 1487.0, 18.0], B_VWyq9cqg, 6476619]
[paragraph, [130.0, 72.0, 1487.0, 18.0], B_VWyq9cqg, 6476619]
[paragraph, [130.0, 90.0, 1487.0, 18.0], B_VWyq9cqg, 6476619]
[ordered-list, [124.0, 119.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 137.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 155.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 173.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 191.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 209.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 227.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 245.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 263.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 281.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 299.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 317.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 335.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 353.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 371.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 389.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 407.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 425.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 443.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 461.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 479.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 497.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 515.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 533.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 551.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 569.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 587.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 605.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 623.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 641.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 659.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 677.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 695.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 713.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 731.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 749.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 767.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 785.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 803.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 821.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 839.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 857.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 875.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 893.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 911.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 929.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 947.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 965.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 983.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 1001.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 1019.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 1037.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[ordered-list, [124.0, 1055.0, 1517.0, 18.0], E7DGRD6kxd, 6476619]
[sub-ordered-list, [135.0, 365.0, 1480.0, 18.0], vyxYFK4e44, 6476619]
[sub-ordered-list, [135.0, 383.0, 1480.0, 18.0], vyxYFK4e44, 6476619]
[sub-ordered-list, [135.0, 401.0, 1480.0, 18.0], vyxYFK4e44, 6476619]
[sub-ordered-list, [135.0, 419.0, 1480.0, 18.0], vyxYFK4e44, 6476619]
[sub-ordered-list, [135.0, 437.0, 1480.0, 18.0], vyxYFK4e44, 6476619]
[sub-ordered-list, [135.0, 455.0, 1480.0, 18.0], vyxYFK4e44, 6476619]
[sub-ordered-list, [135.0, 473.0, 1480.0, 18.0], vyxYFK4e44, 6476619]
[sub-ordered-list, [135.0, 491.0, 1480.0, 18.0], vyxYFK4e44, 6476619]
[sub-ordered-list, [135.0, 509.0, 1480.0, 18.0], vyxYFK4e44, 6476619]
[sub-ordered-list, [135.0, 527.0, 1480.0, 18.0], vyxYFK4e44, 6476619]
[sub-ordered-list, [135.0, 545.0, 1480.0, 18.0], vyxYFK4e44, 6476619]
[sub-ordered-list, [135.0, 563.0, 1480.0, 18.0], vyxYFK4e44, 6476619]
[sub-ordered-list, [135.0, 581.0, 1480.0, 18.0], vyxYFK4e44, 6476619]
[sub-ordered-list, [135.0, 599.0, 1480.0, 18.0], vyxYFK4e44, 6476619]
[sub-ordered-list, [135.0, 617.0, 1480.0, 18.0], vyxYFK4e44, 6476619]
[sub-ordered-list, [135.0, 635.0, 1480.0, 18.0], vyxYFK4e44, 6476619]
[sub-ordered-list, [135.0, 653.0, 1480.0, 18.0], vyxYFK4e44, 6476619]
