[1271, 896]
[chapter-title, [270.0, 71.0, 262.0, 30.0], shoonya_5s2VYA7GTG56EA, 5776623]
[paragraph, [86.0, 109.0, 634.0, 18.0], shoonya_3sQR8EO1O7Z562, 5776623]
[paragraph, [86.0, 127.0, 634.0, 18.0], shoonya_3sQR8EO1O7Z562, 5776623]
[paragraph, [86.0, 145.0, 634.0, 18.0], shoonya_3sQR8EO1O7Z562, 5776623]
[paragraph, [86.0, 163.0, 634.0, 18.0], shoonya_3sQR8EO1O7Z562, 5776623]
[paragraph, [86.0, 181.0, 634.0, 18.0], shoonya_3sQR8EO1O7Z562, 5776623]
[paragraph, [86.0, 199.0, 634.0, 18.0], shoonya_3sQR8EO1O7Z562, 5776623]
[paragraph, [86.0, 217.0, 634.0, 18.0], shoonya_3sQR8EO1O7Z562, 5776623]
[paragraph, [86.0, 235.0, 634.0, 18.0], shoonya_3sQR8EO1O7Z562, 5776623]
[paragraph, [90.0, 262.0, 628.0, 18.0], shoonya_0s0UW2BH20J8YW, 5776623]
[paragraph, [90.0, 280.0, 628.0, 18.0], shoonya_0s0UW2BH20J8YW, 5776623]
[paragraph, [90.0, 298.0, 628.0, 18.0], shoonya_0s0UW2BH20J8YW, 5776623]
[paragraph, [90.0, 316.0, 628.0, 18.0], shoonya_0s0UW2BH20J8YW, 5776623]
[paragraph, [90.0, 334.0, 628.0, 18.0], shoonya_0s0UW2BH20J8YW, 5776623]
[paragraph, [90.0, 352.0, 628.0, 18.0], shoonya_0s0UW2BH20J8YW, 5776623]
[paragraph, [90.0, 370.0, 628.0, 18.0], shoonya_0s0UW2BH20J8YW, 5776623]
[paragraph, [90.0, 388.0, 628.0, 18.0], shoonya_0s0UW2BH20J8YW, 5776623]
[paragraph, [90.0, 406.0, 628.0, 18.0], shoonya_0s0UW2BH20J8YW, 5776623]
[paragraph, [90.0, 424.0, 628.0, 18.0], shoonya_0s0UW2BH20J8YW, 5776623]
[paragraph, [90.0, 442.0, 628.0, 18.0], shoonya_0s0UW2BH20J8YW, 5776623]
[paragraph, [90.0, 460.0, 628.0, 18.0], shoonya_0s0UW2BH20J8YW, 5776623]
[paragraph, [90.0, 478.0, 628.0, 18.0], shoonya_0s0UW2BH20J8YW, 5776623]
[paragraph, [90.0, 496.0, 628.0, 18.0], shoonya_0s0UW2BH20J8YW, 5776623]
[paragraph, [90.0, 514.0, 628.0, 18.0], shoonya_0s0UW2BH20J8YW, 5776623]
[paragraph, [90.0, 532.0, 628.0, 18.0], shoonya_0s0UW2BH20J8YW, 5776623]
[paragraph, [90.0, 550.0, 628.0, 18.0], shoonya_0s0UW2BH20J8YW, 5776623]
[paragraph, [90.0, 568.0, 628.0, 18.0], shoonya_0s0UW2BH20J8YW, 5776623]
[paragraph, [93.0, 588.0, 627.0, 18.0], shoonya_2sOUH7Q41FCKV6, 5776623]
[paragraph, [93.0, 606.0, 627.0, 18.0], shoonya_2sOUH7Q41FCKV6, 5776623]
[paragraph, [93.0, 624.0, 627.0, 18.0], shoonya_2sOUH7Q41FCKV6, 5776623]
[paragraph, [93.0, 642.0, 627.0, 18.0], shoonya_2sOUH7Q41FCKV6, 5776623]
[paragraph, [93.0, 660.0, 627.0, 18.0], shoonya_2sOUH7Q41FCKV6, 5776623]
[paragraph, [93.0, 678.0, 627.0, 18.0], shoonya_2sOUH7Q41FCKV6, 5776623]
[paragraph, [93.0, 696.0, 627.0, 18.0], shoonya_2sOUH7Q41FCKV6, 5776623]
[paragraph, [93.0, 714.0, 627.0, 18.0], shoonya_2sOUH7Q41FCKV6, 5776623]
[paragraph, [93.0, 732.0, 627.0, 18.0], shoonya_2sOUH7Q41FCKV6, 5776623]
[paragraph, [93.0, 750.0, 627.0, 18.0], shoonya_2sOUH7Q41FCKV6, 5776623]
[paragraph, [93.0, 768.0, 627.0, 18.0], shoonya_2sOUH7Q41FCKV6, 5776623]
[paragraph, [93.0, 786.0, 627.0, 18.0], shoonya_2sOUH7Q41FCKV6, 5776623]
[paragraph, [93.0, 804.0, 627.0, 18.0], shoonya_2sOUH7Q41FCKV6, 5776623]
[paragraph, [95.0, 838.0, 629.0, 18.0], shoonya_1sXIE0F3K5JZK0, 5776623]
[paragraph, [95.0, 856.0, 629.0, 18.0], shoonya_1sXIE0F3K5JZK0, 5776623]
[paragraph, [95.0, 874.0, 629.0, 18.0], shoonya_1sXIE0F3K5JZK0, 5776623]
[paragraph, [95.0, 892.0, 629.0, 18.0], shoonya_1sXIE0F3K5JZK0, 5776623]
[paragraph, [95.0, 910.0, 629.0, 18.0], shoonya_1sXIE0F3K5JZK0, 5776623]
[paragraph, [95.0, 928.0, 629.0, 18.0], shoonya_1sXIE0F3K5JZK0, 5776623]
[paragraph, [95.0, 946.0, 629.0, 18.0], shoonya_1sXIE0F3K5JZK0, 5776623]
[paragraph, [95.0, 964.0, 629.0, 18.0], shoonya_1sXIE0F3K5JZK0, 5776623]
[paragraph, [95.0, 982.0, 629.0, 18.0], shoonya_1sXIE0F3K5JZK0, 5776623]
[paragraph, [95.0, 1000.0, 629.0, 18.0], shoonya_1sXIE0F3K5JZK0, 5776623]
[paragraph, [95.0, 1018.0, 629.0, 18.0], shoonya_1sXIE0F3K5JZK0, 5776623]
[paragraph, [95.0, 1036.0, 629.0, 18.0], shoonya_1sXIE0F3K5JZK0, 5776623]
[paragraph, [95.0, 1054.0, 629.0, 18.0], shoonya_1sXIE0F3K5JZK0, 5776623]
[paragraph, [95.0, 1072.0, 629.0, 18.0], shoonya_1sXIE0F3K5JZK0, 5776623]
[paragraph, [95.0, 1090.0, 629.0, 18.0], shoonya_1sXIE0F3K5JZK0, 5776623]
