[2339, 1653]
[paragraph, [324.0, 164.0, 1136.0, 36.0], shoonya_1sC891WSLZEDWX, 5734196]
[paragraph, [324.0, 200.0, 1136.0, 36.0], shoonya_1sC891WSLZEDWX, 5734196]
[paragraph, [324.0, 236.0, 1136.0, 36.0], shoonya_1sC891WSLZEDWX, 5734196]
[paragraph, [324.0, 272.0, 1136.0, 36.0], shoonya_1sC891WSLZEDWX, 5734196]
[paragraph, [324.0, 308.0, 1136.0, 36.0], shoonya_1sC891WSLZEDWX, 5734196]
[paragraph, [324.0, 344.0, 1136.0, 36.0], shoonya_1sC891WSLZEDWX, 5734196]
[paragraph, [324.0, 380.0, 1136.0, 36.0], shoonya_1sC891WSLZEDWX, 5734196]
[paragraph, [327.0, 443.0, 1131.0, 36.0], shoonya_3sJ71XMXPLJU3B, 5734196]
[paragraph, [327.0, 479.0, 1131.0, 36.0], shoonya_3sJ71XMXPLJU3B, 5734196]
[paragraph, [327.0, 515.0, 1131.0, 36.0], shoonya_3sJ71XMXPLJU3B, 5734196]
[paragraph, [327.0, 551.0, 1131.0, 36.0], shoonya_3sJ71XMXPLJU3B, 5734196]
[paragraph, [327.0, 587.0, 1131.0, 36.0], shoonya_3sJ71XMXPLJU3B, 5734196]
[paragraph, [327.0, 623.0, 1131.0, 36.0], shoonya_3sJ71XMXPLJU3B, 5734196]
[paragraph, [327.0, 659.0, 1131.0, 36.0], shoonya_3sJ71XMXPLJU3B, 5734196]
[paragraph, [327.0, 695.0, 1131.0, 36.0], shoonya_3sJ71XMXPLJU3B, 5734196]
[paragraph, [327.0, 731.0, 1131.0, 36.0], shoonya_3sJ71XMXPLJU3B, 5734196]
[paragraph, [327.0, 767.0, 1131.0, 36.0], shoonya_3sJ71XMXPLJU3B, 5734196]
[paragraph, [327.0, 803.0, 1131.0, 36.0], shoonya_3sJ71XMXPLJU3B, 5734196]
[paragraph, [327.0, 839.0, 1131.0, 36.0], shoonya_3sJ71XMXPLJU3B, 5734196]
[paragraph, [327.0, 875.0, 1131.0, 36.0], shoonya_3sJ71XMXPLJU3B, 5734196]
[paragraph, [327.0, 911.0, 1131.0, 36.0], shoonya_3sJ71XMXPLJU3B, 5734196]
[paragraph, [327.0, 947.0, 1131.0, 36.0], shoonya_3sJ71XMXPLJU3B, 5734196]
[paragraph, [327.0, 983.0, 1131.0, 36.0], shoonya_3sJ71XMXPLJU3B, 5734196]
[paragraph, [326.0, 1055.0, 1138.0, 36.0], shoonya_0sGHNYCLMLRUZO, 5734196]
[paragraph, [326.0, 1091.0, 1138.0, 36.0], shoonya_0sGHNYCLMLRUZO, 5734196]
[paragraph, [326.0, 1127.0, 1138.0, 36.0], shoonya_0sGHNYCLMLRUZO, 5734196]
[paragraph, [326.0, 1163.0, 1138.0, 36.0], shoonya_0sGHNYCLMLRUZO, 5734196]
[paragraph, [326.0, 1199.0, 1138.0, 36.0], shoonya_0sGHNYCLMLRUZO, 5734196]
[paragraph, [326.0, 1235.0, 1138.0, 36.0], shoonya_0sGHNYCLMLRUZO, 5734196]
[paragraph, [326.0, 1271.0, 1138.0, 36.0], shoonya_0sGHNYCLMLRUZO, 5734196]
[paragraph, [326.0, 1307.0, 1138.0, 36.0], shoonya_0sGHNYCLMLRUZO, 5734196]
[paragraph, [326.0, 1343.0, 1138.0, 36.0], shoonya_0sGHNYCLMLRUZO, 5734196]
[paragraph, [326.0, 1379.0, 1138.0, 36.0], shoonya_0sGHNYCLMLRUZO, 5734196]
[paragraph, [326.0, 1415.0, 1138.0, 36.0], shoonya_0sGHNYCLMLRUZO, 5734196]
[paragraph, [326.0, 1451.0, 1138.0, 36.0], shoonya_0sGHNYCLMLRUZO, 5734196]
[paragraph, [326.0, 1487.0, 1138.0, 36.0], shoonya_0sGHNYCLMLRUZO, 5734196]
[paragraph, [326.0, 1523.0, 1138.0, 36.0], shoonya_0sGHNYCLMLRUZO, 5734196]
[paragraph, [326.0, 1559.0, 1138.0, 36.0], shoonya_0sGHNYCLMLRUZO, 5734196]
[paragraph, [326.0, 1595.0, 1138.0, 36.0], shoonya_0sGHNYCLMLRUZO, 5734196]
[paragraph, [326.0, 1631.0, 1138.0, 36.0], shoonya_0sGHNYCLMLRUZO, 5734196]
[paragraph, [326.0, 1667.0, 1138.0, 36.0], shoonya_0sGHNYCLMLRUZO, 5734196]
[paragraph, [326.0, 1703.0, 1138.0, 36.0], shoonya_0sGHNYCLMLRUZO, 5734196]
[paragraph, [326.0, 1739.0, 1138.0, 36.0], shoonya_0sGHNYCLMLRUZO, 5734196]
[paragraph, [326.0, 1775.0, 1138.0, 36.0], shoonya_0sGHNYCLMLRUZO, 5734196]
[paragraph, [323.0, 1831.0, 1138.0, 36.0], shoonya_2s6YR12PTGDU9X, 5734196]
[paragraph, [323.0, 1867.0, 1138.0, 36.0], shoonya_2s6YR12PTGDU9X, 5734196]
[paragraph, [323.0, 1903.0, 1138.0, 36.0], shoonya_2s6YR12PTGDU9X, 5734196]
[paragraph, [323.0, 1939.0, 1138.0, 36.0], shoonya_2s6YR12PTGDU9X, 5734196]
[paragraph, [323.0, 1975.0, 1138.0, 36.0], shoonya_2s6YR12PTGDU9X, 5734196]
[paragraph, [323.0, 2011.0, 1138.0, 36.0], shoonya_2s6YR12PTGDU9X, 5734196]
[paragraph, [323.0, 2047.0, 1138.0, 36.0], shoonya_2s6YR12PTGDU9X, 5734196]
[folio, [813.0, 2157.0, 574.0, 36.0], dze77CrWAQ, 5734196]
