[595, 454]
[paragraph, [228.0, 31.0, 200.0, 18.0], shoonya_4sP7IE2OAEUUSH, 6459591]
[paragraph, [228.0, 49.0, 200.0, 18.0], shoonya_4sP7IE2OAEUUSH, 6459591]
[paragraph, [228.0, 67.0, 200.0, 18.0], shoonya_4sP7IE2OAEUUSH, 6459591]
[paragraph, [228.0, 85.0, 200.0, 18.0], shoonya_4sP7IE2OAEUUSH, 6459591]
[paragraph, [228.0, 103.0, 200.0, 18.0], shoonya_4sP7IE2OAEUUSH, 6459591]
[paragraph, [228.0, 121.0, 200.0, 18.0], shoonya_4sP7IE2OAEUUSH, 6459591]
[paragraph, [228.0, 139.0, 200.0, 18.0], shoonya_4sP7IE2OAEUUSH, 6459591]
[paragraph, [228.0, 157.0, 200.0, 18.0], shoonya_4sP7IE2OAEUUSH, 6459591]
[paragraph, [228.0, 175.0, 200.0, 18.0], shoonya_4sP7IE2OAEUUSH, 6459591]
[paragraph, [230.0, 204.0, 197.0, 18.0], shoonya_3s7X003Q0NROQ2, 6459591]
[paragraph, [230.0, 222.0, 197.0, 18.0], shoonya_3s7X003Q0NROQ2, 6459591]
[paragraph, [230.0, 240.0, 197.0, 18.0], shoonya_3s7X003Q0NROQ2, 6459591]
[paragraph, [233.0, 261.0, 195.0, 18.0], shoonya_2sNV1CLYZERLDT, 6459591]
[paragraph, [233.0, 279.0, 195.0, 18.0], shoonya_2sNV1CLYZERLDT, 6459591]
[paragraph, [233.0, 297.0, 195.0, 18.0], shoonya_2sNV1CLYZERLDT, 6459591]
[paragraph, [233.0, 315.0, 195.0, 18.0], shoonya_2sNV1CLYZERLDT, 6459591]
[paragraph, [233.0, 333.0, 195.0, 18.0], shoonya_2sNV1CLYZERLDT, 6459591]
[paragraph, [233.0, 351.0, 195.0, 18.0], shoonya_2sNV1CLYZERLDT, 6459591]
[paragraph, [233.0, 369.0, 195.0, 18.0], shoonya_2sNV1CLYZERLDT, 6459591]
[paragraph, [233.0, 387.0, 195.0, 18.0], shoonya_2sNV1CLYZERLDT, 6459591]
[paragraph, [233.0, 405.0, 195.0, 18.0], shoonya_2sNV1CLYZERLDT, 6459591]
[paragraph, [233.0, 423.0, 195.0, 18.0], shoonya_2sNV1CLYZERLDT, 6459591]
[paragraph, [233.0, 441.0, 195.0, 18.0], shoonya_2sNV1CLYZERLDT, 6459591]
[paragraph, [36.0, 270.0, 193.0, 18.0], shoonya_6s4YTNEZNJ1NT5, 6459591]
[paragraph, [36.0, 288.0, 193.0, 18.0], shoonya_6s4YTNEZNJ1NT5, 6459591]
[paragraph, [36.0, 306.0, 193.0, 18.0], shoonya_6s4YTNEZNJ1NT5, 6459591]
[paragraph, [36.0, 324.0, 193.0, 18.0], shoonya_6s4YTNEZNJ1NT5, 6459591]
[paragraph, [37.0, 354.0, 190.0, 18.0], shoonya_1sJPJCF9VPHLEY, 6459591]
[paragraph, [37.0, 372.0, 190.0, 18.0], shoonya_1sJPJCF9VPHLEY, 6459591]
[paragraph, [37.0, 390.0, 190.0, 18.0], shoonya_1sJPJCF9VPHLEY, 6459591]
[paragraph, [37.0, 408.0, 190.0, 18.0], shoonya_1sJPJCF9VPHLEY, 6459591]
[paragraph, [37.0, 426.0, 190.0, 18.0], shoonya_1sJPJCF9VPHLEY, 6459591]
[paragraph, [37.0, 444.0, 190.0, 18.0], shoonya_1sJPJCF9VPHLEY, 6459591]
[paragraph, [37.0, 462.0, 190.0, 18.0], shoonya_1sJPJCF9VPHLEY, 6459591]
[paragraph, [37.0, 480.0, 190.0, 18.0], shoonya_1sJPJCF9VPHLEY, 6459591]
[paragraph, [37.0, 498.0, 190.0, 18.0], shoonya_1sJPJCF9VPHLEY, 6459591]
[paragraph, [230.0, 468.0, 193.0, 18.0], ogR9Td58WZ, 6459591]
[paragraph, [230.0, 486.0, 193.0, 18.0], ogR9Td58WZ, 6459591]
[paragraph, [230.0, 504.0, 193.0, 18.0], ogR9Td58WZ, 6459591]
[paragraph, [230.0, 522.0, 193.0, 18.0], ogR9Td58WZ, 6459591]
[paragraph, [41.0, 528.0, 178.0, 18.0], shoonya_8sSQ0HKB3HBM9B, 6459591]
[folio, [367.0, 551.0, 59.0, 18.0], shoonya_7sILIK9FUP1MAH, 6459591]
