[1031, 622]
[section-title, [263.0, 69.0, 99.0, 30.0], shoonya_0sQ08OY11KXLMX, 5710372]
[paragraph, [49.0, 114.0, 537.0, 18.0], shoonya_1sJL3HLQZLTE1T, 5710372]
[paragraph, [49.0, 132.0, 537.0, 18.0], shoonya_1sJL3HLQZLTE1T, 5710372]
[paragraph, [49.0, 150.0, 537.0, 18.0], shoonya_1sJL3HLQZLTE1T, 5710372]
[paragraph, [49.0, 168.0, 537.0, 18.0], shoonya_1sJL3HLQZLTE1T, 5710372]
[paragraph, [49.0, 186.0, 537.0, 18.0], shoonya_1sJL3HLQZLTE1T, 5710372]
[paragraph, [53.0, 211.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 229.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 247.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 265.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 283.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 301.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 319.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 337.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 355.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 373.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 391.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 409.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 427.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 445.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 463.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 481.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 499.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 517.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 535.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 553.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 571.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 589.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 607.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 625.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 643.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 661.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [53.0, 679.0, 526.0, 18.0], shoonya_2sEIPR5C92ADJG, 5710372]
[paragraph, [51.0, 712.0, 531.0, 18.0], dHvjHCSHdw, 5710372]
[paragraph, [51.0, 730.0, 531.0, 18.0], dHvjHCSHdw, 5710372]
[footnote, [63.0, 766.0, 500.0, 18.0], 9Sslzvk23j, 5710372]
[footnote, [63.0, 784.0, 500.0, 18.0], 9Sslzvk23j, 5710372]
[footnote, [63.0, 802.0, 500.0, 18.0], 9Sslzvk23j, 5710372]
[footnote, [63.0, 820.0, 500.0, 18.0], 9Sslzvk23j, 5710372]
[footnote, [63.0, 838.0, 500.0, 18.0], 9Sslzvk23j, 5710372]
[footnote, [63.0, 856.0, 500.0, 18.0], 9Sslzvk23j, 5710372]
[footnote, [63.0, 874.0, 500.0, 18.0], 9Sslzvk23j, 5710372]
[footnote, [63.0, 892.0, 500.0, 18.0], 9Sslzvk23j, 5710372]
[footnote, [63.0, 910.0, 500.0, 18.0], 9Sslzvk23j, 5710372]
[footnote, [63.0, 928.0, 500.0, 18.0], 9Sslzvk23j, 5710372]
[footnote, [63.0, 946.0, 500.0, 18.0], 9Sslzvk23j, 5710372]
