[1337, 839]
[folio, [354.0, 75.0, 129.0, 18.0], shoonya_1sGQLLG5QODAD6, 5770036]
[folio, [354.0, 93.0, 129.0, 18.0], shoonya_1sGQLLG5QODAD6, 5770036]
[paragraph, [427.0, 135.0, 330.0, 18.0], QjDZHgZ_0-, 5770036]
[paragraph, [427.0, 153.0, 330.0, 18.0], QjDZHgZ_0-, 5770036]
[paragraph, [427.0, 171.0, 330.0, 18.0], QjDZHgZ_0-, 5770036]
[paragraph, [71.0, 138.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 156.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 174.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 192.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 210.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 228.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 246.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 264.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 282.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 300.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 318.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 336.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 354.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 372.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 390.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 408.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 426.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 444.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 462.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 480.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 498.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 516.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 534.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 552.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [71.0, 570.0, 352.0, 18.0], shoonya_0sPFTVQNLZBILN, 5770036]
[paragraph, [425.0, 194.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 212.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 230.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 248.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 266.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 284.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 302.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 320.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 338.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 356.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 374.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 392.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 410.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 428.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 446.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 464.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 482.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 500.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 518.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 536.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 554.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 572.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 590.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 608.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
[paragraph, [425.0, 626.0, 331.0, 18.0], i6bHWZ3KyC, 5770036]
