[2717, 1772]
[folio, [790.0, 234.0, 202.0, 46.5], shoonya_0sUQ2X90RJ4QUF, 5721370]
[paragraph, [334.0, 352.0, 686.0, 46.5], SFWEcOa_aP, 5721370]
[paragraph, [203.0, 432.0, 1375.0, 46.5], 16BS81Ds1Y, 5721370]
[paragraph, [203.0, 478.5, 1375.0, 46.5], 16BS81Ds1Y, 5721370]
[paragraph, [203.0, 525.0, 1375.0, 46.5], 16BS81Ds1Y, 5721370]
[paragraph, [203.0, 571.5, 1375.0, 46.5], 16BS81Ds1Y, 5721370]
[paragraph, [199.0, 664.0, 1397.0, 46.5], W3htwhXikC, 5721370]
[paragraph, [199.0, 710.5, 1397.0, 46.5], W3htwhXikC, 5721370]
[paragraph, [199.0, 757.0, 1397.0, 46.5], W3htwhXikC, 5721370]
[paragraph, [199.0, 803.5, 1397.0, 46.5], W3htwhXikC, 5721370]
[paragraph, [199.0, 850.0, 1397.0, 46.5], W3htwhXikC, 5721370]
[paragraph, [199.0, 896.5, 1397.0, 46.5], W3htwhXikC, 5721370]
[paragraph, [192.0, 992.0, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 1038.5, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 1085.0, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 1131.5, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 1178.0, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 1224.5, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 1271.0, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 1317.5, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 1364.0, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 1410.5, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 1457.0, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 1503.5, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 1550.0, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 1596.5, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 1643.0, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 1689.5, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 1736.0, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 1782.5, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 1829.0, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 1875.5, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 1922.0, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 1968.5, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 2015.0, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 2061.5, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 2108.0, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 2154.5, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 2201.0, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 2247.5, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 2294.0, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 2340.5, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 2387.0, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
[paragraph, [192.0, 2433.5, 1397.0, 46.5], 4Ujc0H7hr6, 5721370]
