[1031, 622]
[section-title, [251.0, 68.0, 130.0, 30.0], shoonya_2sIRCPIFTIUOIQ, 5710270]
[paragraph, [51.0, 112.0, 550.0, 18.0], shoonya_1s6P7ZFGNY65BD, 5710270]
[paragraph, [51.0, 130.0, 550.0, 18.0], shoonya_1s6P7ZFGNY65BD, 5710270]
[paragraph, [51.0, 148.0, 550.0, 18.0], shoonya_1s6P7ZFGNY65BD, 5710270]
[paragraph, [51.0, 166.0, 550.0, 18.0], shoonya_1s6P7ZFGNY65BD, 5710270]
[paragraph, [51.0, 184.0, 550.0, 18.0], shoonya_1s6P7ZFGNY65BD, 5710270]
[paragraph, [51.0, 202.0, 550.0, 18.0], shoonya_1s6P7ZFGNY65BD, 5710270]
[paragraph, [51.0, 220.0, 550.0, 18.0], shoonya_1s6P7ZFGNY65BD, 5710270]
[paragraph, [51.0, 238.0, 550.0, 18.0], shoonya_1s6P7ZFGNY65BD, 5710270]
[paragraph, [51.0, 256.0, 550.0, 18.0], shoonya_1s6P7ZFGNY65BD, 5710270]
[paragraph, [51.0, 274.0, 550.0, 18.0], shoonya_1s6P7ZFGNY65BD, 5710270]
[paragraph, [51.0, 292.0, 550.0, 18.0], shoonya_1s6P7ZFGNY65BD, 5710270]
[paragraph, [51.0, 310.0, 550.0, 18.0], shoonya_1s6P7ZFGNY65BD, 5710270]
[paragraph, [51.0, 328.0, 550.0, 18.0], shoonya_1s6P7ZFGNY65BD, 5710270]
[paragraph, [51.0, 346.0, 550.0, 18.0], shoonya_1s6P7ZFGNY65BD, 5710270]
[paragraph, [51.0, 364.0, 550.0, 18.0], shoonya_1s6P7ZFGNY65BD, 5710270]
[paragraph, [51.0, 382.0, 550.0, 18.0], shoonya_1s6P7ZFGNY65BD, 5710270]
[paragraph, [51.0, 400.0, 550.0, 18.0], shoonya_1s6P7ZFGNY65BD, 5710270]
[paragraph, [52.0, 419.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 437.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 455.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 473.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 491.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 509.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 527.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 545.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 563.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 581.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 599.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 617.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 635.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 653.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 671.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 689.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 707.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 725.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 743.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 761.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 779.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 797.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 815.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 833.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 851.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 869.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 887.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 905.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[paragraph, [52.0, 923.0, 544.0, 18.0], shoonya_0sLVRSJGD359R7, 5710270]
[folio, [465.0, 936.0, 29.0, 18.0], EVXDl1qGdd, 5710270]
