[842, 595]
[section-title, [61.0, 68.0, 209.0, 30.0], 35yZ9KQFcx, 5770719]
[paragraph, [61.0, 111.0, 473.0, 18.0], shoonya_0s5MIII7TNV2LT, 5770719]
[paragraph, [61.0, 129.0, 473.0, 18.0], shoonya_0s5MIII7TNV2LT, 5770719]
[paragraph, [61.0, 147.0, 473.0, 18.0], shoonya_0s5MIII7TNV2LT, 5770719]
[paragraph, [61.0, 165.0, 473.0, 18.0], shoonya_0s5MIII7TNV2LT, 5770719]
[paragraph, [61.0, 183.0, 473.0, 18.0], shoonya_0s5MIII7TNV2LT, 5770719]
[paragraph, [61.0, 201.0, 473.0, 18.0], shoonya_0s5MIII7TNV2LT, 5770719]
[paragraph, [61.0, 219.0, 473.0, 18.0], shoonya_0s5MIII7TNV2LT, 5770719]
[paragraph, [61.0, 237.0, 473.0, 18.0], shoonya_0s5MIII7TNV2LT, 5770719]
[paragraph, [61.0, 255.0, 473.0, 18.0], shoonya_0s5MIII7TNV2LT, 5770719]
[paragraph, [61.0, 273.0, 473.0, 18.0], shoonya_0s5MIII7TNV2LT, 5770719]
[paragraph, [61.0, 291.0, 473.0, 18.0], shoonya_0s5MIII7TNV2LT, 5770719]
[paragraph, [61.0, 309.0, 473.0, 18.0], shoonya_0s5MIII7TNV2LT, 5770719]
[paragraph, [61.0, 327.0, 473.0, 18.0], shoonya_0s5MIII7TNV2LT, 5770719]
[paragraph, [61.0, 345.0, 473.0, 18.0], shoonya_0s5MIII7TNV2LT, 5770719]
[paragraph, [61.0, 381.0, 471.0, 18.0], JeCE3ko34s, 5770719]
[paragraph, [61.0, 399.0, 471.0, 18.0], JeCE3ko34s, 5770719]
[paragraph, [61.0, 417.0, 471.0, 18.0], JeCE3ko34s, 5770719]
[paragraph, [61.0, 435.0, 471.0, 18.0], JeCE3ko34s, 5770719]
[paragraph, [61.0, 453.0, 471.0, 18.0], JeCE3ko34s, 5770719]
[paragraph, [61.0, 471.0, 471.0, 18.0], JeCE3ko34s, 5770719]
[paragraph, [61.0, 489.0, 471.0, 18.0], JeCE3ko34s, 5770719]
[paragraph, [61.0, 507.0, 471.0, 18.0], JeCE3ko34s, 5770719]
[paragraph, [61.0, 525.0, 471.0, 18.0], JeCE3ko34s, 5770719]
[paragraph, [61.0, 543.0, 471.0, 18.0], JeCE3ko34s, 5770719]
[paragraph, [61.0, 561.0, 471.0, 18.0], JeCE3ko34s, 5770719]
[paragraph, [61.0, 579.0, 471.0, 18.0], JeCE3ko34s, 5770719]
[paragraph, [61.0, 597.0, 471.0, 18.0], JeCE3ko34s, 5770719]
[paragraph, [61.0, 615.0, 471.0, 18.0], JeCE3ko34s, 5770719]
[paragraph, [61.0, 633.0, 471.0, 18.0], JeCE3ko34s, 5770719]
[paragraph, [61.0, 651.0, 471.0, 18.0], JeCE3ko34s, 5770719]
[paragraph, [61.0, 669.0, 471.0, 18.0], JeCE3ko34s, 5770719]
[paragraph, [61.0, 687.0, 471.0, 18.0], JeCE3ko34s, 5770719]
[paragraph, [61.0, 705.0, 471.0, 18.0], JeCE3ko34s, 5770719]
