[1606, 1056]
[folio, [107.0, 95.0, 218.0, 36.0], shoonya_10sGM9DZ97HF1D, 5683807]
[folio, [446.0, 100.0, 159.0, 36.0], shoonya_3sO49874QKLU5Y, 5683807]
[paragraph, [97.0, 146.0, 861.0, 36.0], shoonya_2sA01AMVJDE4QQ, 5683807]
[paragraph, [97.0, 182.0, 861.0, 36.0], shoonya_2sA01AMVJDE4QQ, 5683807]
[paragraph, [97.0, 218.0, 861.0, 36.0], shoonya_2sA01AMVJDE4QQ, 5683807]
[paragraph, [97.0, 254.0, 861.0, 36.0], shoonya_2sA01AMVJDE4QQ, 5683807]
[paragraph, [97.0, 290.0, 861.0, 36.0], shoonya_2sA01AMVJDE4QQ, 5683807]
[paragraph, [100.0, 324.0, 855.0, 36.0], shoonya_1sN2KWSKLGU5XY, 5683807]
[paragraph, [100.0, 360.0, 855.0, 36.0], shoonya_1sN2KWSKLGU5XY, 5683807]
[paragraph, [100.0, 396.0, 855.0, 36.0], shoonya_1sN2KWSKLGU5XY, 5683807]
[paragraph, [100.0, 432.0, 855.0, 36.0], shoonya_1sN2KWSKLGU5XY, 5683807]
[paragraph, [101.0, 501.0, 853.0, 36.0], shoonya_0sNBIEGPG0NFHU, 5683807]
[paragraph, [101.0, 537.0, 853.0, 36.0], shoonya_0sNBIEGPG0NFHU, 5683807]
[paragraph, [101.0, 573.0, 853.0, 36.0], shoonya_0sNBIEGPG0NFHU, 5683807]
[paragraph, [101.0, 609.0, 853.0, 36.0], shoonya_0sNBIEGPG0NFHU, 5683807]
[paragraph, [101.0, 645.0, 853.0, 36.0], shoonya_0sNBIEGPG0NFHU, 5683807]
[paragraph, [101.0, 681.0, 853.0, 36.0], shoonya_0sNBIEGPG0NFHU, 5683807]
[paragraph, [101.0, 717.0, 853.0, 36.0], shoonya_0sNBIEGPG0NFHU, 5683807]
[paragraph, [101.0, 753.0, 853.0, 36.0], shoonya_0sNBIEGPG0NFHU, 5683807]
[paragraph, [101.0, 789.0, 853.0, 36.0], shoonya_0sNBIEGPG0NFHU, 5683807]
[paragraph, [101.0, 825.0, 853.0, 36.0], shoonya_0sNBIEGPG0NFHU, 5683807]
[paragraph, [101.0, 861.0, 853.0, 36.0], shoonya_0sNBIEGPG0NFHU, 5683807]
[paragraph, [101.0, 897.0, 853.0, 36.0], shoonya_0sNBIEGPG0NFHU, 5683807]
[paragraph, [103.0, 944.0, 853.0, 36.0], shoonya_9sVJ6AUVAJD8TR, 5683807]
[paragraph, [103.0, 980.0, 853.0, 36.0], shoonya_9sVJ6AUVAJD8TR, 5683807]
[paragraph, [101.0, 1032.0, 853.0, 36.0], shoonya_4sJTECF3XIIMWO, 5683807]
[paragraph, [101.0, 1068.0, 853.0, 36.0], shoonya_4sJTECF3XIIMWO, 5683807]
[paragraph, [101.0, 1104.0, 853.0, 36.0], shoonya_4sJTECF3XIIMWO, 5683807]
[paragraph, [101.0, 1140.0, 853.0, 36.0], shoonya_4sJTECF3XIIMWO, 5683807]
[paragraph, [101.0, 1176.0, 853.0, 36.0], shoonya_4sJTECF3XIIMWO, 5683807]
[author, [151.0, 1219.0, 161.0, 36.0], zbLtvdCfOj, 5683807]
[author, [151.0, 1255.0, 161.0, 36.0], zbLtvdCfOj, 5683807]
[contact-info, [589.0, 1256.0, 291.0, 36.0], shoonya_8s8OJOXG1G7SLR, 5683807]
[contact-info, [589.0, 1292.0, 291.0, 36.0], shoonya_8s8OJOXG1G7SLR, 5683807]
[contact-info, [589.0, 1328.0, 291.0, 36.0], shoonya_8s8OJOXG1G7SLR, 5683807]
