[978, 573]
[chapter-title, [145.0, 50.0, 289.0, 30.0], shoonya_0sVRIGWOABHBGR, 5775760]
[paragraph, [16.0, 91.0, 532.0, 18.0], rdDCRx9_Fc, 5775760]
[paragraph, [16.0, 109.0, 532.0, 18.0], rdDCRx9_Fc, 5775760]
[paragraph, [16.0, 127.0, 532.0, 18.0], rdDCRx9_Fc, 5775760]
[paragraph, [16.0, 145.0, 532.0, 18.0], rdDCRx9_Fc, 5775760]
[paragraph, [16.0, 163.0, 532.0, 18.0], rdDCRx9_Fc, 5775760]
[paragraph, [16.0, 181.0, 532.0, 18.0], rdDCRx9_Fc, 5775760]
[paragraph, [16.0, 199.0, 532.0, 18.0], rdDCRx9_Fc, 5775760]
[paragraph, [16.0, 217.0, 532.0, 18.0], rdDCRx9_Fc, 5775760]
[paragraph, [16.0, 235.0, 532.0, 18.0], rdDCRx9_Fc, 5775760]
[paragraph, [16.0, 253.0, 532.0, 18.0], rdDCRx9_Fc, 5775760]
[paragraph, [16.0, 271.0, 532.0, 18.0], rdDCRx9_Fc, 5775760]
[paragraph, [16.0, 289.0, 532.0, 18.0], rdDCRx9_Fc, 5775760]
[paragraph, [16.0, 307.0, 532.0, 18.0], rdDCRx9_Fc, 5775760]
[paragraph, [16.0, 325.0, 532.0, 18.0], rdDCRx9_Fc, 5775760]
[paragraph, [16.0, 343.0, 532.0, 18.0], rdDCRx9_Fc, 5775760]
[paragraph, [16.0, 361.0, 532.0, 18.0], rdDCRx9_Fc, 5775760]
[paragraph, [16.0, 379.0, 532.0, 18.0], rdDCRx9_Fc, 5775760]
[paragraph, [16.0, 397.0, 532.0, 18.0], rdDCRx9_Fc, 5775760]
[paragraph, [19.0, 424.0, 531.0, 18.0], HIoX8otfAX, 5775760]
[paragraph, [19.0, 442.0, 531.0, 18.0], HIoX8otfAX, 5775760]
[paragraph, [19.0, 460.0, 531.0, 18.0], HIoX8otfAX, 5775760]
[paragraph, [19.0, 478.0, 531.0, 18.0], HIoX8otfAX, 5775760]
[paragraph, [19.0, 496.0, 531.0, 18.0], HIoX8otfAX, 5775760]
[paragraph, [24.0, 519.0, 513.0, 18.0], pajn5OowrO, 5775760]
[paragraph, [20.0, 542.0, 525.0, 18.0], 81ov53okde, 5775760]
[paragraph, [20.0, 560.0, 525.0, 18.0], 81ov53okde, 5775760]
[paragraph, [20.0, 578.0, 525.0, 18.0], 81ov53okde, 5775760]
[paragraph, [20.0, 596.0, 525.0, 18.0], 81ov53okde, 5775760]
[paragraph, [20.0, 614.0, 525.0, 18.0], 81ov53okde, 5775760]
[paragraph, [20.0, 632.0, 525.0, 18.0], 81ov53okde, 5775760]
[paragraph, [20.0, 650.0, 525.0, 18.0], 81ov53okde, 5775760]
[paragraph, [20.0, 668.0, 525.0, 18.0], 81ov53okde, 5775760]
[paragraph, [20.0, 686.0, 525.0, 18.0], 81ov53okde, 5775760]
[paragraph, [20.0, 704.0, 525.0, 18.0], 81ov53okde, 5775760]
[paragraph, [20.0, 722.0, 525.0, 18.0], 81ov53okde, 5775760]
[paragraph, [20.0, 740.0, 525.0, 18.0], 81ov53okde, 5775760]
[paragraph, [20.0, 758.0, 525.0, 18.0], 81ov53okde, 5775760]
[paragraph, [20.0, 776.0, 525.0, 18.0], 81ov53okde, 5775760]
[paragraph, [20.0, 794.0, 525.0, 18.0], 81ov53okde, 5775760]
[paragraph, [20.0, 812.0, 525.0, 18.0], 81ov53okde, 5775760]
[paragraph, [20.0, 830.0, 525.0, 18.0], 81ov53okde, 5775760]
[paragraph, [20.0, 848.0, 525.0, 18.0], 81ov53okde, 5775760]
[paragraph, [20.0, 866.0, 525.0, 18.0], 81ov53okde, 5775760]
[paragraph, [20.0, 884.0, 525.0, 18.0], 81ov53okde, 5775760]
[paragraph, [20.0, 902.0, 525.0, 18.0], 81ov53okde, 5775760]
