[1275, 750]
[folio, [252.0, 87.0, 233.0, 18.0], shoonya_3sS3MQB0Y3O4AG, 5767550]
[folio, [252.0, 105.0, 233.0, 18.0], shoonya_3sS3MQB0Y3O4AG, 5767550]
[paragraph, [76.0, 151.0, 600.0, 18.0], shoonya_1sWBMJ85DFZB12, 5767550]
[paragraph, [76.0, 169.0, 600.0, 18.0], shoonya_1sWBMJ85DFZB12, 5767550]
[paragraph, [76.0, 187.0, 600.0, 18.0], shoonya_1sWBMJ85DFZB12, 5767550]
[paragraph, [76.0, 205.0, 600.0, 18.0], shoonya_1sWBMJ85DFZB12, 5767550]
[paragraph, [76.0, 223.0, 600.0, 18.0], shoonya_1sWBMJ85DFZB12, 5767550]
[paragraph, [72.0, 260.0, 605.0, 18.0], shoonya_4s2648Y5EDD060, 5767550]
[paragraph, [72.0, 278.0, 605.0, 18.0], shoonya_4s2648Y5EDD060, 5767550]
[paragraph, [72.0, 296.0, 605.0, 18.0], shoonya_4s2648Y5EDD060, 5767550]
[paragraph, [72.0, 314.0, 605.0, 18.0], shoonya_4s2648Y5EDD060, 5767550]
[paragraph, [72.0, 332.0, 605.0, 18.0], shoonya_4s2648Y5EDD060, 5767550]
[paragraph, [72.0, 350.0, 605.0, 18.0], shoonya_4s2648Y5EDD060, 5767550]
[paragraph, [72.0, 368.0, 605.0, 18.0], shoonya_4s2648Y5EDD060, 5767550]
[paragraph, [72.0, 386.0, 605.0, 18.0], shoonya_4s2648Y5EDD060, 5767550]
[paragraph, [72.0, 404.0, 605.0, 18.0], shoonya_4s2648Y5EDD060, 5767550]
[paragraph, [72.0, 422.0, 605.0, 18.0], shoonya_4s2648Y5EDD060, 5767550]
[paragraph, [72.0, 440.0, 605.0, 18.0], shoonya_4s2648Y5EDD060, 5767550]
[paragraph, [72.0, 458.0, 605.0, 18.0], shoonya_4s2648Y5EDD060, 5767550]
[paragraph, [72.0, 476.0, 605.0, 18.0], shoonya_4s2648Y5EDD060, 5767550]
[paragraph, [72.0, 494.0, 605.0, 18.0], shoonya_4s2648Y5EDD060, 5767550]
[paragraph, [72.0, 512.0, 605.0, 18.0], shoonya_4s2648Y5EDD060, 5767550]
[paragraph, [72.0, 530.0, 605.0, 18.0], shoonya_4s2648Y5EDD060, 5767550]
[paragraph, [72.0, 548.0, 605.0, 18.0], shoonya_4s2648Y5EDD060, 5767550]
[paragraph, [72.0, 566.0, 605.0, 18.0], shoonya_4s2648Y5EDD060, 5767550]
[section-title, [220.0, 620.0, 288.0, 30.0], shoonya_5sO9MMC2GS565F, 5767550]
[paragraph, [160.0, 680.0, 272.0, 18.0], wIetHG3Ajs, 5767550]
[paragraph, [160.0, 698.0, 272.0, 18.0], wIetHG3Ajs, 5767550]
[paragraph, [160.0, 716.0, 272.0, 18.0], wIetHG3Ajs, 5767550]
[paragraph, [68.0, 742.0, 608.0, 18.0], shoonya_9s5Z6C179NE8WN, 5767550]
[paragraph, [68.0, 760.0, 608.0, 18.0], shoonya_9s5Z6C179NE8WN, 5767550]
[paragraph, [68.0, 778.0, 608.0, 18.0], shoonya_9s5Z6C179NE8WN, 5767550]
[paragraph, [68.0, 796.0, 608.0, 18.0], shoonya_9s5Z6C179NE8WN, 5767550]
[paragraph, [68.0, 814.0, 608.0, 18.0], shoonya_9s5Z6C179NE8WN, 5767550]
[paragraph, [68.0, 832.0, 608.0, 18.0], shoonya_9s5Z6C179NE8WN, 5767550]
[paragraph, [68.0, 850.0, 608.0, 18.0], shoonya_9s5Z6C179NE8WN, 5767550]
[paragraph, [68.0, 868.0, 608.0, 18.0], shoonya_9s5Z6C179NE8WN, 5767550]
[paragraph, [68.0, 886.0, 608.0, 18.0], shoonya_9s5Z6C179NE8WN, 5767550]
[paragraph, [68.0, 904.0, 608.0, 18.0], shoonya_9s5Z6C179NE8WN, 5767550]
[paragraph, [68.0, 922.0, 608.0, 18.0], shoonya_9s5Z6C179NE8WN, 5767550]
[paragraph, [68.0, 940.0, 608.0, 18.0], shoonya_9s5Z6C179NE8WN, 5767550]
[paragraph, [68.0, 958.0, 608.0, 18.0], shoonya_9s5Z6C179NE8WN, 5767550]
[paragraph, [68.0, 976.0, 608.0, 18.0], shoonya_9s5Z6C179NE8WN, 5767550]
[paragraph, [68.0, 994.0, 608.0, 18.0], shoonya_9s5Z6C179NE8WN, 5767550]
[sub-section-title, [230.0, 1046.0, 300.0, 25.5], shoonya_6sC9FWZH44ARNL, 5767550]
[paragraph, [60.0, 1097.0, 623.0, 18.0], shoonya_8sUZWP3XI5THLU, 5767550]
[paragraph, [60.0, 1115.0, 623.0, 18.0], shoonya_8sUZWP3XI5THLU, 5767550]
[paragraph, [60.0, 1133.0, 623.0, 18.0], shoonya_8sUZWP3XI5THLU, 5767550]
[paragraph, [60.0, 1151.0, 623.0, 18.0], shoonya_8sUZWP3XI5THLU, 5767550]
[paragraph, [60.0, 1169.0, 623.0, 18.0], shoonya_8sUZWP3XI5THLU, 5767550]
