[1650, 1275]
[paragraph, [141.0, 151.0, 991.0, 36.0], shoonya_1s1CJ1BVNLCALV, 5703398]
[paragraph, [141.0, 187.0, 991.0, 36.0], shoonya_1s1CJ1BVNLCALV, 5703398]
[paragraph, [141.0, 223.0, 991.0, 36.0], shoonya_1s1CJ1BVNLCALV, 5703398]
[paragraph, [141.0, 259.0, 991.0, 36.0], shoonya_1s1CJ1BVNLCALV, 5703398]
[paragraph, [141.0, 295.0, 991.0, 36.0], shoonya_1s1CJ1BVNLCALV, 5703398]
[paragraph, [141.0, 331.0, 991.0, 36.0], shoonya_1s1CJ1BVNLCALV, 5703398]
[paragraph, [141.0, 367.0, 991.0, 36.0], shoonya_1s1CJ1BVNLCALV, 5703398]
[paragraph, [141.0, 403.0, 991.0, 36.0], shoonya_1s1CJ1BVNLCALV, 5703398]
[paragraph, [141.0, 439.0, 991.0, 36.0], shoonya_1s1CJ1BVNLCALV, 5703398]
[paragraph, [141.0, 475.0, 991.0, 36.0], shoonya_1s1CJ1BVNLCALV, 5703398]
[paragraph, [141.0, 511.0, 991.0, 36.0], shoonya_1s1CJ1BVNLCALV, 5703398]
[paragraph, [141.0, 547.0, 991.0, 36.0], shoonya_1s1CJ1BVNLCALV, 5703398]
[paragraph, [141.0, 583.0, 991.0, 36.0], shoonya_1s1CJ1BVNLCALV, 5703398]
[paragraph, [141.0, 619.0, 991.0, 36.0], shoonya_1s1CJ1BVNLCALV, 5703398]
[paragraph, [141.0, 655.0, 991.0, 36.0], shoonya_1s1CJ1BVNLCALV, 5703398]
[paragraph, [141.0, 691.0, 991.0, 36.0], shoonya_1s1CJ1BVNLCALV, 5703398]
[paragraph, [141.0, 727.0, 991.0, 36.0], shoonya_1s1CJ1BVNLCALV, 5703398]
[paragraph, [141.0, 763.0, 991.0, 36.0], shoonya_1s1CJ1BVNLCALV, 5703398]
[paragraph, [142.0, 861.0, 992.0, 36.0], shoonya_0sPMAB2E31A3QE, 5703398]
[paragraph, [142.0, 897.0, 992.0, 36.0], shoonya_0sPMAB2E31A3QE, 5703398]
[paragraph, [142.0, 933.0, 992.0, 36.0], shoonya_0sPMAB2E31A3QE, 5703398]
[paragraph, [142.0, 969.0, 992.0, 36.0], shoonya_0sPMAB2E31A3QE, 5703398]
[paragraph, [142.0, 1005.0, 992.0, 36.0], shoonya_0sPMAB2E31A3QE, 5703398]
[paragraph, [142.0, 1041.0, 992.0, 36.0], shoonya_0sPMAB2E31A3QE, 5703398]
[paragraph, [142.0, 1077.0, 992.0, 36.0], shoonya_0sPMAB2E31A3QE, 5703398]
[paragraph, [142.0, 1113.0, 992.0, 36.0], shoonya_0sPMAB2E31A3QE, 5703398]
[paragraph, [142.0, 1149.0, 992.0, 36.0], shoonya_0sPMAB2E31A3QE, 5703398]
[paragraph, [142.0, 1185.0, 992.0, 36.0], shoonya_0sPMAB2E31A3QE, 5703398]
[paragraph, [142.0, 1221.0, 992.0, 36.0], shoonya_0sPMAB2E31A3QE, 5703398]
[paragraph, [142.0, 1257.0, 992.0, 36.0], shoonya_0sPMAB2E31A3QE, 5703398]
[paragraph, [142.0, 1293.0, 992.0, 36.0], shoonya_0sPMAB2E31A3QE, 5703398]
[paragraph, [144.0, 1390.0, 984.0, 36.0], shoonya_2s8UP23XNKEMAD, 5703398]
[paragraph, [144.0, 1426.0, 984.0, 36.0], shoonya_2s8UP23XNKEMAD, 5703398]
