[1044, 769]
[headline, [175.0, 77.0, 415.0, 25.5], shoonya_4sJ95ZU2WLT4F6, 5722535]
[headline, [175.0, 102.5, 415.0, 25.5], shoonya_4sJ95ZU2WLT4F6, 5722535]
[headline, [175.0, 128.0, 415.0, 25.5], shoonya_4sJ95ZU2WLT4F6, 5722535]
[headline, [175.0, 153.5, 415.0, 25.5], shoonya_4sJ95ZU2WLT4F6, 5722535]
[headline, [175.0, 179.0, 415.0, 25.5], shoonya_4sJ95ZU2WLT4F6, 5722535]
[headline, [175.0, 204.5, 415.0, 25.5], shoonya_4sJ95ZU2WLT4F6, 5722535]
[headline, [175.0, 230.0, 415.0, 25.5], shoonya_4sJ95ZU2WLT4F6, 5722535]
[headline, [175.0, 255.5, 415.0, 25.5], shoonya_4sJ95ZU2WLT4F6, 5722535]
[headline, [175.0, 281.0, 415.0, 25.5], shoonya_4sJ95ZU2WLT4F6, 5722535]
[author, [473.0, 353.0, 254.0, 18.0], VVyyyJW0r6, 5722535]
[ordered-list, [478.0, 417.0, 240.0, 18.0], shoonya_10sDLZYWI2LX8C, 5722535]
[ordered-list, [478.0, 435.0, 240.0, 18.0], shoonya_10sDLZYWI2LX8C, 5722535]
[ordered-list, [478.0, 453.0, 240.0, 18.0], shoonya_10sDLZYWI2LX8C, 5722535]
[ordered-list, [478.0, 471.0, 240.0, 18.0], shoonya_10sDLZYWI2LX8C, 5722535]
[ordered-list, [478.0, 489.0, 240.0, 18.0], shoonya_10sDLZYWI2LX8C, 5722535]
[ordered-list, [478.0, 507.0, 240.0, 18.0], shoonya_10sDLZYWI2LX8C, 5722535]
[ordered-list, [478.0, 525.0, 240.0, 18.0], shoonya_10sDLZYWI2LX8C, 5722535]
[ordered-list, [478.0, 543.0, 240.0, 18.0], shoonya_10sDLZYWI2LX8C, 5722535]
[ordered-list, [478.0, 561.0, 240.0, 18.0], shoonya_10sDLZYWI2LX8C, 5722535]
[ordered-list, [478.0, 579.0, 240.0, 18.0], shoonya_10sDLZYWI2LX8C, 5722535]
[ordered-list, [478.0, 597.0, 240.0, 18.0], shoonya_10sDLZYWI2LX8C, 5722535]
[paragraph, [58.0, 420.0, 229.0, 18.0], shoonya_2sKW95IQVOQQRC, 5722535]
[paragraph, [58.0, 438.0, 229.0, 18.0], shoonya_2sKW95IQVOQQRC, 5722535]
[paragraph, [58.0, 456.0, 229.0, 18.0], shoonya_2sKW95IQVOQQRC, 5722535]
[paragraph, [58.0, 474.0, 229.0, 18.0], shoonya_2sKW95IQVOQQRC, 5722535]
[paragraph, [58.0, 492.0, 229.0, 18.0], shoonya_2sKW95IQVOQQRC, 5722535]
[paragraph, [58.0, 510.0, 229.0, 18.0], shoonya_2sKW95IQVOQQRC, 5722535]
[paragraph, [58.0, 528.0, 229.0, 18.0], shoonya_2sKW95IQVOQQRC, 5722535]
[paragraph, [58.0, 546.0, 229.0, 18.0], shoonya_2sKW95IQVOQQRC, 5722535]
[paragraph, [58.0, 564.0, 229.0, 18.0], shoonya_2sKW95IQVOQQRC, 5722535]
[paragraph, [58.0, 582.0, 229.0, 18.0], shoonya_2sKW95IQVOQQRC, 5722535]
[paragraph, [58.0, 600.0, 229.0, 18.0], shoonya_2sKW95IQVOQQRC, 5722535]
[paragraph, [61.0, 633.0, 311.0, 18.0], shoonya_3sQ3FNRYYRDG7Z, 5722535]
[ordered-list, [393.0, 633.0, 320.0, 18.0], cbTcd4O0Wb, 5722535]
[ordered-list, [393.0, 651.0, 320.0, 18.0], cbTcd4O0Wb, 5722535]
[ordered-list, [393.0, 669.0, 320.0, 18.0], cbTcd4O0Wb, 5722535]
[ordered-list, [393.0, 687.0, 320.0, 18.0], cbTcd4O0Wb, 5722535]
[paragraph, [60.0, 663.0, 312.0, 18.0], shoonya_0sEJ0CYU9BLKQW, 5722535]
[paragraph, [60.0, 681.0, 312.0, 18.0], shoonya_0sEJ0CYU9BLKQW, 5722535]
[paragraph, [60.0, 699.0, 312.0, 18.0], shoonya_0sEJ0CYU9BLKQW, 5722535]
[paragraph, [60.0, 717.0, 312.0, 18.0], shoonya_0sEJ0CYU9BLKQW, 5722535]
[paragraph, [60.0, 735.0, 312.0, 18.0], shoonya_0sEJ0CYU9BLKQW, 5722535]
[paragraph, [60.0, 753.0, 312.0, 18.0], shoonya_0sEJ0CYU9BLKQW, 5722535]
[paragraph, [60.0, 771.0, 312.0, 18.0], shoonya_0sEJ0CYU9BLKQW, 5722535]
[paragraph, [60.0, 789.0, 312.0, 18.0], shoonya_0sEJ0CYU9BLKQW, 5722535]
[ordered-list, [390.0, 739.0, 330.0, 18.0], H4OESg8BS2, 5722535]
[ordered-list, [390.0, 757.0, 330.0, 18.0], H4OESg8BS2, 5722535]
[ordered-list, [390.0, 775.0, 330.0, 18.0], H4OESg8BS2, 5722535]
[ordered-list, [390.0, 793.0, 330.0, 18.0], H4OESg8BS2, 5722535]
[paragraph, [61.0, 810.0, 313.0, 18.0], shoonya_6sBM4H5R1FMBMD, 5722535]
[paragraph, [61.0, 828.0, 313.0, 18.0], shoonya_6sBM4H5R1FMBMD, 5722535]
[paragraph, [61.0, 846.0, 313.0, 18.0], shoonya_6sBM4H5R1FMBMD, 5722535]
[paragraph, [61.0, 864.0, 313.0, 18.0], shoonya_6sBM4H5R1FMBMD, 5722535]
[paragraph, [61.0, 882.0, 313.0, 18.0], shoonya_6sBM4H5R1FMBMD, 5722535]
[paragraph, [61.0, 900.0, 313.0, 18.0], shoonya_6sBM4H5R1FMBMD, 5722535]
[paragraph, [61.0, 918.0, 313.0, 18.0], shoonya_6sBM4H5R1FMBMD, 5722535]
[ordered-list, [393.0, 842.0, 329.0, 18.0], wC0QQ1dq5k, 5722535]
[ordered-list, [393.0, 860.0, 329.0, 18.0], wC0QQ1dq5k, 5722535]
[ordered-list, [393.0, 878.0, 329.0, 18.0], wC0QQ1dq5k, 5722535]
[ordered-list, [393.0, 896.0, 329.0, 18.0], wC0QQ1dq5k, 5722535]
[ordered-list, [393.0, 914.0, 329.0, 18.0], wC0QQ1dq5k, 5722535]
[ordered-list, [393.0, 932.0, 329.0, 18.0], wC0QQ1dq5k, 5722535]
[ordered-list, [393.0, 950.0, 329.0, 18.0], wC0QQ1dq5k, 5722535]
[paragraph, [74.0, 959.0, 307.0, 18.0], shoonya_9s8EM6U19HP3WH, 5722535]
[folio, [80.0, 978.0, 150.0, 18.0], GJpEpYDlZf, 5722535]
