[2200, 1700]
[folio, [766.0, 388.0, 163.0, 36.0], FgJUFmZzFg, 5732062]
[paragraph, [456.0, 480.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 516.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 552.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 588.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 624.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 660.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 696.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 732.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 768.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 804.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 840.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 876.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 912.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 948.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 984.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 1020.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 1056.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 1092.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 1128.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 1164.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 1200.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 1236.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 1272.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 1308.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 1344.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 1380.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 1416.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 1452.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 1488.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 1524.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 1560.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 1596.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 1632.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 1668.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 1704.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[paragraph, [456.0, 1740.0, 781.0, 36.0], shoonya_0sE7HDHX0KIYB0, 5732062]
[footnote, [1309.0, 2028.0, 216.0, 36.0], N8gFcaInQX, 5732062]
[footnote, [1309.0, 2064.0, 216.0, 36.0], N8gFcaInQX, 5732062]
[folio, [814.0, 2104.0, 171.0, 36.0], xDp8Sgk7ly, 5732062]
