[2339, 1656]
[paragraph, [189.0, 188.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 224.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 260.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 296.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 332.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 368.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 404.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 440.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 476.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 512.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 548.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 584.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 620.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 656.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 692.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 728.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 764.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 800.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 836.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 872.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 908.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 944.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 980.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 1016.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 1052.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 1088.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 1124.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 1160.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 1196.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 1232.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 1268.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 1304.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [189.0, 1340.0, 1277.0, 36.0], shoonya_1s0A8TXQG15WCV, 5731706]
[paragraph, [182.0, 1433.0, 1286.0, 36.0], shoonya_0sKDOMO6N6E558, 5731706]
[paragraph, [182.0, 1469.0, 1286.0, 36.0], shoonya_0sKDOMO6N6E558, 5731706]
[paragraph, [182.0, 1505.0, 1286.0, 36.0], shoonya_0sKDOMO6N6E558, 5731706]
[paragraph, [182.0, 1541.0, 1286.0, 36.0], shoonya_0sKDOMO6N6E558, 5731706]
[paragraph, [182.0, 1577.0, 1286.0, 36.0], shoonya_0sKDOMO6N6E558, 5731706]
[paragraph, [182.0, 1613.0, 1286.0, 36.0], shoonya_0sKDOMO6N6E558, 5731706]
[paragraph, [182.0, 1649.0, 1286.0, 36.0], shoonya_0sKDOMO6N6E558, 5731706]
[paragraph, [182.0, 1685.0, 1286.0, 36.0], shoonya_0sKDOMO6N6E558, 5731706]
[paragraph, [182.0, 1721.0, 1286.0, 36.0], shoonya_0sKDOMO6N6E558, 5731706]
[paragraph, [182.0, 1757.0, 1286.0, 36.0], shoonya_0sKDOMO6N6E558, 5731706]
[paragraph, [182.0, 1793.0, 1286.0, 36.0], shoonya_0sKDOMO6N6E558, 5731706]
[paragraph, [182.0, 1829.0, 1286.0, 36.0], shoonya_0sKDOMO6N6E558, 5731706]
[paragraph, [182.0, 1865.0, 1286.0, 36.0], shoonya_0sKDOMO6N6E558, 5731706]
[paragraph, [182.0, 1901.0, 1286.0, 36.0], shoonya_0sKDOMO6N6E558, 5731706]
[paragraph, [182.0, 1937.0, 1286.0, 36.0], shoonya_0sKDOMO6N6E558, 5731706]
[paragraph, [182.0, 1973.0, 1286.0, 36.0], shoonya_0sKDOMO6N6E558, 5731706]
[paragraph, [182.0, 2009.0, 1286.0, 36.0], shoonya_0sKDOMO6N6E558, 5731706]
[paragraph, [182.0, 2045.0, 1286.0, 36.0], shoonya_0sKDOMO6N6E558, 5731706]
[paragraph, [182.0, 2081.0, 1286.0, 36.0], shoonya_0sKDOMO6N6E558, 5731706]
