[2200, 1700]
[paragraph, [342.0, 69.0, 1081.0, 36.0], shoonya_3s9UGEJ4UGGQJB, 5730988]
[paragraph, [342.0, 105.0, 1081.0, 36.0], shoonya_3s9UGEJ4UGGQJB, 5730988]
[paragraph, [342.0, 141.0, 1081.0, 36.0], shoonya_3s9UGEJ4UGGQJB, 5730988]
[paragraph, [340.0, 200.0, 1087.0, 36.0], shoonya_0sQOJHG4HTXF90, 5730988]
[paragraph, [340.0, 236.0, 1087.0, 36.0], shoonya_0sQOJHG4HTXF90, 5730988]
[paragraph, [340.0, 272.0, 1087.0, 36.0], shoonya_0sQOJHG4HTXF90, 5730988]
[paragraph, [340.0, 308.0, 1087.0, 36.0], shoonya_0sQOJHG4HTXF90, 5730988]
[paragraph, [340.0, 344.0, 1087.0, 36.0], shoonya_0sQOJHG4HTXF90, 5730988]
[paragraph, [340.0, 380.0, 1087.0, 36.0], shoonya_0sQOJHG4HTXF90, 5730988]
[paragraph, [340.0, 416.0, 1087.0, 36.0], shoonya_0sQOJHG4HTXF90, 5730988]
[paragraph, [340.0, 452.0, 1087.0, 36.0], shoonya_0sQOJHG4HTXF90, 5730988]
[paragraph, [340.0, 488.0, 1087.0, 36.0], shoonya_0sQOJHG4HTXF90, 5730988]
[paragraph, [340.0, 524.0, 1087.0, 36.0], shoonya_0sQOJHG4HTXF90, 5730988]
[paragraph, [340.0, 560.0, 1087.0, 36.0], shoonya_0sQOJHG4HTXF90, 5730988]
[paragraph, [340.0, 596.0, 1087.0, 36.0], shoonya_0sQOJHG4HTXF90, 5730988]
[paragraph, [340.0, 632.0, 1087.0, 36.0], shoonya_0sQOJHG4HTXF90, 5730988]
[paragraph, [340.0, 668.0, 1087.0, 36.0], shoonya_0sQOJHG4HTXF90, 5730988]
[paragraph, [340.0, 704.0, 1087.0, 36.0], shoonya_0sQOJHG4HTXF90, 5730988]
[paragraph, [340.0, 740.0, 1087.0, 36.0], shoonya_0sQOJHG4HTXF90, 5730988]
[paragraph, [340.0, 776.0, 1087.0, 36.0], shoonya_0sQOJHG4HTXF90, 5730988]
[paragraph, [340.0, 812.0, 1087.0, 36.0], shoonya_0sQOJHG4HTXF90, 5730988]
[paragraph, [340.0, 848.0, 1087.0, 36.0], shoonya_0sQOJHG4HTXF90, 5730988]
[paragraph, [343.0, 902.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 938.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 974.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1010.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1046.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1082.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1118.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1154.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1190.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1226.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1262.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1298.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1334.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1370.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1406.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1442.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1478.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1514.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1550.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1586.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1622.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1658.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1694.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1730.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1766.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1802.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1838.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1874.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[paragraph, [343.0, 1910.0, 1088.0, 36.0], shoonya_1s9CJEFU2U0V9W, 5730988]
[folio, [980.0, 2006.0, 373.0, 36.0], iDQ-zkHAUE, 5730988]
