[842, 596]
[section-title, [37.0, 36.0, 194.0, 30.0], H9pxrcLwzh, 5657275]
[paragraph, [37.0, 65.0, 519.0, 18.0], shoonya_6s4JK5LF665RA6, 5657275]
[paragraph, [37.0, 83.0, 519.0, 18.0], shoonya_6s4JK5LF665RA6, 5657275]
[paragraph, [37.0, 101.0, 519.0, 18.0], shoonya_6s4JK5LF665RA6, 5657275]
[paragraph, [37.0, 119.0, 519.0, 18.0], shoonya_6s4JK5LF665RA6, 5657275]
[paragraph, [37.0, 137.0, 519.0, 18.0], shoonya_6s4JK5LF665RA6, 5657275]
[paragraph, [39.0, 204.0, 522.0, 18.0], shoonya_9sOIG2RU4THWLN, 5657275]
[paragraph, [235.0, 272.0, 320.0, 18.0], shoonya_1sU3GI0X5R8EAL, 5657275]
[paragraph, [235.0, 290.0, 320.0, 18.0], shoonya_1sU3GI0X5R8EAL, 5657275]
[paragraph, [235.0, 308.0, 320.0, 18.0], shoonya_1sU3GI0X5R8EAL, 5657275]
[paragraph, [235.0, 326.0, 320.0, 18.0], shoonya_1sU3GI0X5R8EAL, 5657275]
[paragraph, [235.0, 344.0, 320.0, 18.0], shoonya_1sU3GI0X5R8EAL, 5657275]
[paragraph, [235.0, 362.0, 320.0, 18.0], shoonya_1sU3GI0X5R8EAL, 5657275]
[paragraph, [37.0, 424.0, 205.0, 18.0], shoonya_2sHQ8RVCLW5EDN, 5657275]
[paragraph, [37.0, 442.0, 205.0, 18.0], shoonya_2sHQ8RVCLW5EDN, 5657275]
[paragraph, [37.0, 460.0, 205.0, 18.0], shoonya_2sHQ8RVCLW5EDN, 5657275]
[paragraph, [37.0, 478.0, 205.0, 18.0], shoonya_2sHQ8RVCLW5EDN, 5657275]
[paragraph, [37.0, 496.0, 205.0, 18.0], shoonya_2sHQ8RVCLW5EDN, 5657275]
[paragraph, [37.0, 514.0, 205.0, 18.0], shoonya_2sHQ8RVCLW5EDN, 5657275]
[paragraph, [37.0, 532.0, 205.0, 18.0], shoonya_2sHQ8RVCLW5EDN, 5657275]
[paragraph, [42.0, 562.0, 421.0, 18.0], shoonya_10s4OLD1RPMVVY, 5657275]
[paragraph, [38.0, 614.0, 230.0, 18.0], shoonya_4sBUH2ANQRAJ34, 5657275]
[paragraph, [38.0, 632.0, 230.0, 18.0], shoonya_4sBUH2ANQRAJ34, 5657275]
[paragraph, [38.0, 650.0, 230.0, 18.0], shoonya_4sBUH2ANQRAJ34, 5657275]
[paragraph, [38.0, 668.0, 230.0, 18.0], shoonya_4sBUH2ANQRAJ34, 5657275]
[paragraph, [38.0, 686.0, 230.0, 18.0], shoonya_4sBUH2ANQRAJ34, 5657275]
[paragraph, [38.0, 704.0, 230.0, 18.0], shoonya_4sBUH2ANQRAJ34, 5657275]
[paragraph, [38.0, 722.0, 230.0, 18.0], shoonya_4sBUH2ANQRAJ34, 5657275]
[paragraph, [38.0, 740.0, 230.0, 18.0], shoonya_4sBUH2ANQRAJ34, 5657275]
[paragraph, [38.0, 758.0, 230.0, 18.0], shoonya_4sBUH2ANQRAJ34, 5657275]
[paragraph, [38.0, 776.0, 230.0, 18.0], shoonya_4sBUH2ANQRAJ34, 5657275]
