[1240, 875]
[paragraph, [55.0, 42.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 60.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 78.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 96.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 114.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 132.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 150.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 168.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 186.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 204.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 222.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 240.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 258.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 276.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 294.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 312.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 330.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 348.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 366.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 384.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 402.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 420.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 438.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 456.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 474.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 492.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 510.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 528.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 546.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 564.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 582.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[paragraph, [55.0, 600.0, 762.0, 18.0], shoonya_0s572AYGEPR1B8, 5773768]
[section-title, [64.0, 636.0, 282.0, 30.0], gGXr0NU8SI, 5773768]
[section-title, [64.0, 666.0, 282.0, 30.0], gGXr0NU8SI, 5773768]
[paragraph, [354.0, 639.0, 456.0, 18.0], UBzwyy_Fr0, 5773768]
[paragraph, [354.0, 657.0, 456.0, 18.0], UBzwyy_Fr0, 5773768]
[paragraph, [354.0, 675.0, 456.0, 18.0], UBzwyy_Fr0, 5773768]
[paragraph, [354.0, 693.0, 456.0, 18.0], UBzwyy_Fr0, 5773768]
[paragraph, [60.0, 706.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 724.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 742.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 760.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 778.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 796.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 814.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 832.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 850.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 868.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 886.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 904.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 922.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 940.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 958.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 976.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 994.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 1012.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 1030.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 1048.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 1066.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 1084.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 1102.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 1120.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
[paragraph, [60.0, 1138.0, 756.0, 18.0], g9nLk5AD7v, 5773768]
