[596, 842]
[subsub-section-title, [429.0, 70.0, 105.0, 15.0], shoonya_4s34CK0GNX67MI, 5782289]
[section-title, [42.0, 71.0, 313.0, 30.0], shoonya_6sLQWHC89KSIC6, 5782289]
[ordered-list, [429.0, 107.0, 345.0, 18.0], shoonya_3sWOKKARCTTQWR, 5782289]
[ordered-list, [429.0, 125.0, 345.0, 18.0], shoonya_3sWOKKARCTTQWR, 5782289]
[ordered-list, [429.0, 143.0, 345.0, 18.0], shoonya_3sWOKKARCTTQWR, 5782289]
[ordered-list, [429.0, 161.0, 345.0, 18.0], shoonya_3sWOKKARCTTQWR, 5782289]
[ordered-list, [429.0, 179.0, 345.0, 18.0], shoonya_3sWOKKARCTTQWR, 5782289]
[ordered-list, [429.0, 197.0, 345.0, 18.0], shoonya_3sWOKKARCTTQWR, 5782289]
[ordered-list, [429.0, 215.0, 345.0, 18.0], shoonya_3sWOKKARCTTQWR, 5782289]
[ordered-list, [429.0, 233.0, 345.0, 18.0], shoonya_3sWOKKARCTTQWR, 5782289]
[ordered-list, [429.0, 251.0, 345.0, 18.0], shoonya_3sWOKKARCTTQWR, 5782289]
[ordered-list, [429.0, 269.0, 345.0, 18.0], shoonya_3sWOKKARCTTQWR, 5782289]
[ordered-list, [429.0, 287.0, 345.0, 18.0], shoonya_3sWOKKARCTTQWR, 5782289]
[ordered-list, [429.0, 305.0, 345.0, 18.0], shoonya_3sWOKKARCTTQWR, 5782289]
[ordered-list, [429.0, 323.0, 345.0, 18.0], shoonya_3sWOKKARCTTQWR, 5782289]
[ordered-list, [429.0, 341.0, 345.0, 18.0], shoonya_3sWOKKARCTTQWR, 5782289]
[ordered-list, [429.0, 359.0, 345.0, 18.0], shoonya_3sWOKKARCTTQWR, 5782289]
[ordered-list, [429.0, 377.0, 345.0, 18.0], shoonya_3sWOKKARCTTQWR, 5782289]
[sub-section-title, [41.0, 154.0, 118.0, 25.5], shoonya_7sJCKSU91JVNQH, 5782289]
[paragraph, [36.0, 191.0, 376.0, 18.0], shoonya_2sGKBWA0XS1POU, 5782289]
[paragraph, [36.0, 209.0, 376.0, 18.0], shoonya_2sGKBWA0XS1POU, 5782289]
[unordered-list, [83.0, 251.0, 326.0, 18.0], shoonya_0s7GSQHSAJ6ODW, 5782289]
[unordered-list, [83.0, 269.0, 326.0, 18.0], shoonya_0s7GSQHSAJ6ODW, 5782289]
[unordered-list, [83.0, 287.0, 326.0, 18.0], shoonya_0s7GSQHSAJ6ODW, 5782289]
[unordered-list, [83.0, 305.0, 326.0, 18.0], shoonya_0s7GSQHSAJ6ODW, 5782289]
[unordered-list, [83.0, 323.0, 326.0, 18.0], shoonya_0s7GSQHSAJ6ODW, 5782289]
[unordered-list, [83.0, 341.0, 326.0, 18.0], shoonya_0s7GSQHSAJ6ODW, 5782289]
[unordered-list, [83.0, 359.0, 326.0, 18.0], shoonya_0s7GSQHSAJ6ODW, 5782289]
