[588, 379]
[paragraph, [27.0, 80.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 98.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 116.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 134.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 152.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 170.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 188.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 206.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 224.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 242.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 260.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 278.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 296.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 314.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 332.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 350.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 368.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 386.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 404.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 422.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 440.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 458.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 476.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 494.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 512.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 530.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
[paragraph, [27.0, 548.0, 322.0, 18.0], shoonya_0s06RODJA1RLSZ, 6493286]
